#node,latitude,longitude,P amount,P-limit,P limit modified,P excess,DE compare,indicator,log10(indicator)
n315,43.2703,-89.4044,0.449553863,0.449553863,0.449553863,0.0,0.0,1.0,0.0
n316,43.2677,-89.3749,0.122744848,0.122744848,0.122744848,0.0,0.0,1.0,0.0
n317,43.2654,-89.311,0.260930937,0.260930937,0.260930937,0.0,0.0,1.0,0.0
n318,43.2621,-89.2522,0.427550397,0.427550397,0.427550397,0.0,0.0,1.0,0.0
n319,43.266,-89.3544,0.238031616,0.238031616,0.238031616,0.0,0.0,1.0,0.0
n320,43.2652,-89.3162,0.65075504,0.65075504,0.65075504,0.0,0.0,1.0,0.0
n321,43.262,-89.2622,0.442516348,0.442516348,0.442516348,0.0,0.0,1.0,0.0
n322,43.2662,-89.3366,0.521861873,0.521861873,0.521861873,0.0,0.0,1.0,0.0
n323,43.2709,-89.3986,1.304647569,1.304647569,1.304647569,0.0,0.0,1.0,0.0
n324,43.2712,-89.4714,0.114951222,0.114951222,0.114951222,0.0,0.0,1.0,0.0
n325,43.269,-89.4268,0.430690717,0.430690717,0.430690717,0.0,0.0,1.0,0.0
n326,43.2665,-89.3409,0.543866713,0.543866713,0.543866713,0.0,0.0,1.0,0.0
n327,43.2643,-89.2871,0.807943654,0.807943654,0.807943654,0.0,0.0,1.0,0.0
n328,43.2704,-89.4507,0.06916202,0.06916202,0.06916202,0.0,0.0,1.0,0.0
n329,43.2699,-89.4336,0.37908643,0.37908643,0.37908643,0.0,0.0,1.0,0.0
n330,43.262,-89.2967,0.140280955,0.140280955,0.140280955,0.0,0.0,1.0,0.0
n331,43.2656,-89.3752,0.188624341,0.188624341,0.188624341,0.0,0.0,1.0,0.0
n332,43.2664,-89.3676,0.551881635,0.551881635,0.551881635,0.0,0.0,1.0,0.0
n333,43.2684,-89.38,0.565016284,0.565016284,0.565016284,0.0,0.0,1.0,0.0
n334,43.2642,-89.3269,0.317376525,0.317376525,0.317376525,0.0,0.0,1.0,0.0
n335,43.2614,-89.292,0.289224929,0.289224929,0.289224929,0.0,0.0,1.0,0.0
n336,43.2705,-89.4765,0.173400825,0.173400825,0.173400825,0.0,0.0,1.0,0.0
n337,43.2668,-89.3862,0.419641142,0.419641142,0.419641142,0.0,0.0,1.0,0.0
n338,43.2655,-89.3938,0.160451145,0.160451145,0.160451145,0.0,0.0,1.0,0.0
n339,43.2641,-89.3608,0.124693693,0.124693693,0.124693693,0.0,0.0,1.0,0.0
n340,43.2647,-89.3454,0.474706135,0.474706135,0.474706135,0.0,0.0,1.0,0.0
n341,43.2636,-89.3049,1.493286043,1.493286043,1.493286043,0.0,0.0,1.0,0.0
n342,43.2605,-89.3016,0.11317531,0.11317531,0.11317531,0.0,0.0,1.0,0.0
n343,43.2667,-89.3968,0.259189997,0.259189997,0.259189997,0.0,0.0,1.0,0.0
n344,43.2618,-89.3129,0.356546735,0.356546735,0.356546735,0.0,0.0,1.0,0.0
n345,43.2695,-89.4665,0.961979151,0.961979151,0.961979151,0.0,0.0,1.0,0.0
n346,43.2667,-89.4245,0.314374373,0.314374373,0.314374373,0.0,0.0,1.0,0.0
n347,43.2665,-89.4045,0.458986136,0.458986136,0.458986136,0.0,0.0,1.0,0.0
n348,43.2676,-89.4542,0.188624341,0.188624341,0.188624341,0.0,0.0,1.0,0.0
n349,43.2666,-89.4089,0.198730559,0.198730559,0.198730559,0.0,0.0,1.0,0.0
n350,43.2677,-89.415,1.455554145,1.455554145,1.455554145,0.0,0.0,1.0,0.0
n351,43.265,-89.4251,0.154042623,0.154042623,0.154042623,0.0,0.0,1.0,0.0
n352,43.2594,-89.3129,0.109614102,0.109614102,0.109614102,0.0,0.0,1.0,0.0
n353,43.2592,-89.3042,0.304944927,0.304944927,0.304944927,0.0,0.0,1.0,0.0
n354,43.2612,-89.3298,0.763932465,0.763932465,0.763932465,0.0,0.0,1.0,0.0
n355,43.2584,-89.2771,0.364676088,0.364676088,0.364676088,0.0,0.0,1.0,0.0
n356,43.2661,-89.4333,0.751354214,0.751354214,0.751354214,0.0,0.0,1.0,0.0
n357,43.2611,-89.3366,0.141056416,0.141056416,0.141056416,0.0,0.0,1.0,0.0
n358,43.2697,-89.4424,2.433250384,2.433250384,2.433250384,0.0,0.0,1.0,0.0
n359,43.2625,-89.3743,0.286081781,0.286081781,0.286081781,0.0,0.0,1.0,0.0
n360,43.2667,-89.4502,0.101313681,0.101313681,0.101313681,0.0,0.0,1.0,0.0
n361,43.2685,-89.448,0.490423277,0.490423277,0.490423277,0.0,0.0,1.0,0.0
n362,43.2623,-89.3524,1.612754021,1.612754021,1.612754021,0.0,0.0,1.0,0.0
n363,43.2582,-89.3133,0.078594866,0.078594866,0.078594866,0.0,0.0,1.0,0.0
n364,43.2656,-89.454,0.148073713,0.148073713,0.148073713,0.0,0.0,1.0,0.0
n365,43.2621,-89.3797,0.248356916,0.248356916,0.248356916,0.0,0.0,1.0,0.0
n366,43.2607,-89.3404,0.314375774,0.314375774,0.314375774,0.0,0.0,1.0,0.0
n367,43.2682,-89.461,0.229492368,0.229492368,0.229492368,0.0,0.0,1.0,0.0
n368,43.269,-89.4566,1.028000945,1.028000945,1.028000945,0.0,0.0,1.0,0.0
n369,43.2634,-89.4143,0.172905771,0.172905771,0.172905771,0.0,0.0,1.0,0.0
n370,43.2601,-89.3213,0.54387097,0.54387097,0.54387097,0.0,0.0,1.0,0.0
n371,43.2627,-89.3841,0.214317812,0.214317812,0.214317812,0.0,0.0,1.0,0.0
n372,43.2574,-89.3041,0.436982671,0.436982671,0.436982671,0.0,0.0,1.0,0.0
n373,43.266,-89.4671,0.723063024,0.723063024,0.723063024,0.0,0.0,1.0,0.0
n374,43.257,-89.3129,0.122745725,0.122745725,0.122745725,0.0,0.0,1.0,0.0
n375,43.2568,-89.2822,0.383540636,0.383540636,0.383540636,0.0,0.0,1.0,0.0
n376,43.2626,-89.4104,0.304483736,0.304483736,0.304483736,0.0,0.0,1.0,0.0
n377,43.2627,-89.4044,0.458987538,0.458987538,0.458987538,0.0,0.0,1.0,0.0
n378,43.264,-89.4644,0.060398615,0.060398615,0.060398615,0.0,0.0,1.0,0.0
n379,43.2615,-89.364,0.917976477,0.917976477,0.917976477,0.0,0.0,1.0,0.0
n380,43.2599,-89.3752,0.16560982,0.16560982,0.16560982,0.0,0.0,1.0,0.0
n381,43.2609,-89.4001,0.105210495,0.105210495,0.105210495,0.0,0.0,1.0,0.0
n382,43.2624,-89.393,1.490135835,1.490135835,1.490135835,0.0,0.0,1.0,0.0
n383,43.2572,-89.2632,2.763373046,2.763373046,2.763373046,0.0,0.0,1.0,0.0
n384,43.2635,-89.4541,0.223206057,0.223206057,0.223206057,0.0,0.0,1.0,0.0
n385,43.2624,-89.4356,0.060896745,0.060896745,0.060896745,0.0,0.0,1.0,0.0
n386,43.2624,-89.4244,0.303271229,0.303271229,0.303271229,0.0,0.0,1.0,0.0
n387,43.2604,-89.4072,0.133971784,0.133971784,0.133971784,0.0,0.0,1.0,0.0
n388,43.2625,-89.4189,0.499856979,0.499856979,0.499856979,0.0,0.0,1.0,0.0
n389,43.2578,-89.3423,0.370963786,0.370963786,0.370963786,0.0,0.0,1.0,0.0
n390,43.2632,-89.4489,0.308088076,0.308088076,0.308088076,0.0,0.0,1.0,0.0
n391,43.2631,-89.442,0.534437268,0.534437268,0.534437268,0.0,0.0,1.0,0.0
n392,43.2627,-89.4657,0.144177777,0.144177777,0.144177777,0.0,0.0,1.0,0.0
n393,43.2583,-89.3775,0.188625755,0.188625755,0.188625755,0.0,0.0,1.0,0.0
n394,43.2571,-89.2738,2.276092863,2.276092863,2.276092863,0.0,0.0,1.0,0.0
n395,43.2628,-89.4592,0.224059407,0.224059407,0.224059407,0.0,0.0,1.0,0.0
n396,43.2601,-89.4156,0.273506358,0.273506358,0.273506358,0.0,0.0,1.0,0.0
n397,43.2552,-89.3065,0.792232115,0.792232115,0.792232115,0.0,0.0,1.0,0.0
n398,43.2618,-89.2818,3.13118525,3.13118525,3.13118525,0.0,0.0,1.0,0.0
n399,43.2546,-89.2864,0.183374766,0.183374766,0.183374766,0.0,0.0,1.0,0.0
n400,43.2551,-89.3155,0.147757741,0.147757741,0.147757741,0.0,0.0,1.0,0.0
n401,43.2543,-89.2918,0.172907171,0.172907171,0.172907171,0.0,0.0,1.0,0.0
n402,43.2594,-89.3944,0.465276691,0.465276691,0.465276691,0.0,0.0,1.0,0.0
n403,43.2571,-89.2955,1.408408268,1.408408268,1.408408268,0.0,0.0,1.0,0.0
n404,43.2586,-89.3997,0.191770318,0.191770318,0.191770318,0.0,0.0,1.0,0.0
n405,43.2606,-89.4412,0.255233045,0.255233045,0.255233045,0.0,0.0,1.0,0.0
n406,43.2533,-89.3064,0.477854941,0.477854941,0.477854941,0.0,0.0,1.0,0.0
n407,43.2516,-89.2525,1.238651318,1.238651318,1.238651318,0.0,0.0,1.0,0.0
n408,43.2584,-89.4161,0.342671194,0.342671194,0.342671194,0.0,0.0,1.0,0.0
n409,43.2514,-89.2598,0.220165224,0.220165224,0.220165224,0.0,0.0,1.0,0.0
n410,43.2513,-89.2631,0.105211372,0.105211372,0.105211372,0.0,0.0,1.0,0.0
n411,43.2565,-89.3857,0.396114656,0.396114656,0.396114656,0.0,0.0,1.0,0.0
n412,43.2605,-89.4313,1.810807767,1.810807767,1.810807767,0.0,0.0,1.0,0.0
n413,43.2515,-89.3127,0.137531467,0.137531467,0.137531467,0.0,0.0,1.0,0.0
n414,43.2595,-89.4487,0.528152373,0.528152373,0.528152373,0.0,0.0,1.0,0.0
n415,43.2549,-89.3595,1.562449423,1.562449423,1.562449423,0.0,0.0,1.0,0.0
n416,43.2614,-89.4745,0.594169857,0.594169857,0.594169857,0.0,0.0,1.0,0.0
n417,43.2592,-89.4785,0.177299383,0.177299383,0.177299383,0.0,0.0,1.0,0.0
n418,43.2577,-89.4442,0.313684385,0.313684385,0.313684385,0.0,0.0,1.0,0.0
n419,43.2539,-89.3691,0.458991795,0.458991795,0.458991795,0.0,0.0,1.0,0.0
n420,43.2505,-89.2961,0.553307475,0.553307475,0.553307475,0.0,0.0,1.0,0.0
n421,43.25,-89.288,0.368241558,0.368241558,0.368241558,0.0,0.0,1.0,0.0
n422,43.2478,-89.261,0.123426149,0.123426149,0.123426149,0.0,0.0,1.0,0.0
n423,43.2558,-89.43,0.167505787,0.167505787,0.167505787,0.0,0.0,1.0,0.0
n424,43.2477,-89.2576,0.118136747,0.118136747,0.118136747,0.0,0.0,1.0,0.0
n425,43.256,-89.435,0.117734854,0.117734854,0.117734854,0.0,0.0,1.0,0.0
n426,43.2508,-89.3194,0.804810368,0.804810368,0.804810368,0.0,0.0,1.0,0.0
n427,43.2569,-89.4391,0.331220509,0.331220509,0.331220509,0.0,0.0,1.0,0.0
n428,43.2563,-89.4258,0.144613179,0.144613179,0.144613179,0.0,0.0,1.0,0.0
n429,43.2561,-89.423,0.374108361,0.374108361,0.374108361,0.0,0.0,1.0,0.0
n430,43.257,-89.4763,0.167558657,0.167558657,0.167558657,0.0,0.0,1.0,0.0
n431,43.2492,-89.3128,0.238928871,0.238928871,0.238928871,0.0,0.0,1.0,0.0
n432,43.2488,-89.3016,0.194837243,0.194837243,0.194837243,0.0,0.0,1.0,0.0
n433,43.2473,-89.2521,0.839394914,0.839394914,0.839394914,0.0,0.0,1.0,0.0
n434,43.2561,-89.4541,0.20068028,0.20068028,0.20068028,0.0,0.0,1.0,0.0
n435,43.255,-89.3927,0.732582772,0.732582772,0.732582772,0.0,0.0,1.0,0.0
n436,43.2567,-89.3732,2.382974238,2.382974238,2.382974238,0.0,0.0,1.0,0.0
n437,43.2494,-89.2782,0.336384897,0.336384897,0.336384897,0.0,0.0,1.0,0.0
n438,43.2493,-89.282,0.8896938,0.8896938,0.8896938,0.0,0.0,1.0,0.0
n439,43.2501,-89.3257,0.171033109,0.171033109,0.171033109,0.0,0.0,1.0,0.0
n440,43.2475,-89.2907,0.685346645,0.685346645,0.685346645,0.0,0.0,1.0,0.0
n441,43.2452,-89.2595,0.301806009,0.301806009,0.301806009,0.0,0.0,1.0,0.0
n442,43.2515,-89.3908,0.653906648,0.653906648,0.653906648,0.0,0.0,1.0,0.0
n443,43.254,-89.3995,0.836244706,0.836244706,0.836244706,0.0,0.0,1.0,0.0
n444,43.2501,-89.3036,0.597321465,0.597321465,0.597321465,0.0,0.0,1.0,0.0
n445,43.2464,-89.3013,0.132489074,0.132489074,0.132489074,0.0,0.0,1.0,0.0
n446,43.2523,-89.4324,0.12260815,0.12260815,0.12260815,0.0,0.0,1.0,0.0
n447,43.2488,-89.3083,0.660197203,0.660197203,0.660197203,0.0,0.0,1.0,0.0
n448,43.246,-89.2951,0.326956854,0.326956854,0.326956854,0.0,0.0,1.0,0.0
n449,43.2522,-89.4201,0.094313585,0.094313585,0.094313585,0.0,0.0,1.0,0.0
n450,43.2548,-89.4102,4.008314756,4.008314756,4.008314756,0.0,0.0,1.0,0.0
n451,43.2517,-89.4181,0.125751447,0.125751447,0.125751447,0.0,0.0,1.0,0.0
n452,43.2469,-89.315,0.603609217,0.603609217,0.603609217,0.0,0.0,1.0,0.0
n453,43.2529,-89.4276,0.880258697,0.880258697,0.880258697,0.0,0.0,1.0,0.0
n454,43.2511,-89.4319,0.289227758,0.289227758,0.289227758,0.0,0.0,1.0,0.0
n455,43.2526,-89.4391,0.396117486,0.396117486,0.396117486,0.0,0.0,1.0,0.0
n456,43.2494,-89.4036,0.157190016,0.157190016,0.157190016,0.0,0.0,1.0,0.0
n457,43.2442,-89.2776,0.540734882,0.540734882,0.540734882,0.0,0.0,1.0,0.0
n458,43.2523,-89.444,0.543873773,0.543873773,0.543873773,0.0,0.0,1.0,0.0
n459,43.2514,-89.4481,0.150902304,0.150902304,0.150902304,0.0,0.0,1.0,0.0
n460,43.2462,-89.3211,0.569028873,0.569028873,0.569028873,0.0,0.0,1.0,0.0
n461,43.2524,-89.4562,1.200925024,1.200925024,1.200925024,0.0,0.0,1.0,0.0
n462,43.2481,-89.3793,0.518725784,0.518725784,0.518725784,0.0,0.0,1.0,0.0
n463,43.2474,-89.2699,3.939179829,3.939179829,3.939179829,0.0,0.0,1.0,0.0
n464,43.2575,-89.4634,4.907425337,4.907425337,4.907425337,0.0,0.0,1.0,0.0
n465,43.2419,-89.2799,0.147759142,0.147759142,0.147759142,0.0,0.0,1.0,0.0
n466,43.2437,-89.2923,0.197482464,0.197482464,0.197482464,0.0,0.0,1.0,0.0
n467,43.2537,-89.4764,1.235505314,1.235505314,1.235505314,0.0,0.0,1.0,0.0
n468,43.2513,-89.4725,0.181611899,0.181611899,0.181611899,0.0,0.0,1.0,0.0
n469,43.2438,-89.3109,0.267224293,0.267224293,0.267224293,0.0,0.0,1.0,0.0
n470,43.2436,-89.3041,0.892842607,0.892842607,0.892842607,0.0,0.0,1.0,0.0
n471,43.2428,-89.2468,1.07832807,1.07832807,1.07832807,0.0,0.0,1.0,0.0
n472,43.2429,-89.321,0.100602003,0.100602003,0.100602003,0.0,0.0,1.0,0.0
n473,43.2477,-89.4064,0.503007187,0.503007187,0.503007187,0.0,0.0,1.0,0.0
n474,43.2396,-89.2512,0.279799715,0.279799715,0.279799715,0.0,0.0,1.0,0.0
n475,43.2406,-89.2611,0.644482862,0.644482862,0.644482862,0.0,0.0,1.0,0.0
n476,43.2421,-89.2963,0.311740792,0.311740792,0.311740792,0.0,0.0,1.0,0.0
n477,43.2404,-89.2667,0.48100515,0.48100515,0.48100515,0.0,0.0,1.0,0.0
n478,43.2485,-89.4453,0.093521808,0.093521808,0.093521808,0.0,0.0,1.0,0.0
n479,43.2483,-89.4429,0.188627169,0.188627169,0.188627169,0.0,0.0,1.0,0.0
n480,43.2402,-89.2759,0.181834372,0.181834372,0.181834372,0.0,0.0,1.0,0.0
n481,43.2378,-89.2497,0.223211717,0.223211717,0.223211717,0.0,0.0,1.0,0.0
n482,43.2483,-89.4386,0.603609217,0.603609217,0.603609217,0.0,0.0,1.0,0.0
n483,43.2485,-89.4563,0.886550651,0.886550651,0.886550651,0.0,0.0,1.0,0.0
n484,43.247,-89.3862,1.248089224,1.248089224,1.248089224,0.0,0.0,1.0,0.0
n485,43.2401,-89.2906,0.130479998,0.130479998,0.130479998,0.0,0.0,1.0,0.0
n486,43.2417,-89.2849,1.902008698,1.902008698,1.902008698,0.0,0.0,1.0,0.0
n487,43.2449,-89.3884,0.083780205,0.083780205,0.083780205,0.0,0.0,1.0,0.0
n488,43.2444,-89.3787,0.594179719,0.594179719,0.594179719,0.0,0.0,1.0,0.0
n489,43.2485,-89.4659,0.867687505,0.867687505,0.867687505,0.0,0.0,1.0,0.0
n490,43.2404,-89.3136,0.117735759,0.117735759,0.117735759,0.0,0.0,1.0,0.0
n491,43.2453,-89.3995,0.24159902,0.24159902,0.24159902,0.0,0.0,1.0,0.0
n492,43.2446,-89.3693,1.310967816,1.310967816,1.310967816,0.0,0.0,1.0,0.0
n493,43.24,-89.3012,0.421272561,0.421272561,0.421272561,0.0,0.0,1.0,0.0
n494,43.2363,-89.2397,0.185486837,0.185486837,0.185486837,0.0,0.0,1.0,0.0
n495,43.2399,-89.3066,0.163479141,0.163479141,0.163479141,0.0,0.0,1.0,0.0
n496,43.2397,-89.3045,0.135184421,0.135184421,0.135184421,0.0,0.0,1.0,0.0
n497,43.2399,-89.3098,0.383546294,0.383546294,0.383546294,0.0,0.0,1.0,0.0
n498,43.2422,-89.3844,0.105212248,0.105212248,0.105212248,0.0,0.0,1.0,0.0
n499,43.2419,-89.3165,0.679064607,0.679064607,0.679064607,0.0,0.0,1.0,0.0
n500,43.2366,-89.2606,0.182342274,0.182342274,0.182342274,0.0,0.0,1.0,0.0
n501,43.2368,-89.2565,0.424417137,0.424417137,0.424417137,0.0,0.0,1.0,0.0
n502,43.2357,-89.2482,0.0,0,1.0,0.0,0.0,1.0,0.0
n503,43.2401,-89.3208,0.48100515,0.48100515,0.48100515,0.0,0.0,1.0,0.0
n504,43.2456,-89.4566,0.440131477,0.440131477,0.440131477,0.0,0.0,1.0,0.0
n505,43.244,-89.4188,0.320669156,0.320669156,0.320669156,0.0,0.0,1.0,0.0
n506,43.2475,-89.4838,0.355249446,0.355249446,0.355249446,0.0,0.0,1.0,0.0
n507,43.2355,-89.2521,0.213780843,0.213780843,0.213780843,0.0,0.0,1.0,0.0
n508,43.2444,-89.4337,0.222114945,0.222114945,0.222114945,0.0,0.0,1.0,0.0
n509,43.2414,-89.3756,0.267950857,0.267950857,0.267950857,0.0,0.0,1.0,0.0
n510,43.2405,-89.3693,0.264081144,0.264081144,0.264081144,0.0,0.0,1.0,0.0
n511,43.2462,-89.4956,0.064296393,0.064296393,0.064296393,0.0,0.0,1.0,0.0
n512,43.2441,-89.4526,0.065460217,0.065460217,0.065460217,0.0,0.0,1.0,0.0
n513,43.2446,-89.4431,0.260936568,0.260936568,0.260936568,0.0,0.0,1.0,0.0
n514,43.2447,-89.463,0.136386772,0.136386772,0.136386772,0.0,0.0,1.0,0.0
n515,43.2477,-89.4753,0.703362412,0.703362412,0.703362412,0.0,0.0,1.0,0.0
n516,43.2449,-89.4656,0.113177008,0.113177008,0.113177008,0.0,0.0,1.0,0.0
n517,43.2448,-89.4704,0.176053149,0.176053149,0.176053149,0.0,0.0,1.0,0.0
n518,43.2447,-89.4678,0.18234086,0.18234086,0.18234086,0.0,0.0,1.0,0.0
n519,43.2462,-89.5073,0.320667728,0.320667728,0.320667728,0.0,0.0,1.0,0.0
n520,43.2457,-89.4482,1.241802927,1.241802927,1.241802927,0.0,0.0,1.0,0.0
n521,43.2363,-89.3107,0.254650271,0.254650271,0.254650271,0.0,0.0,1.0,0.0
n522,43.233,-89.2427,0.25329209,0.25329209,0.25329209,0.0,0.0,1.0,0.0
n523,43.2456,-89.5031,0.157190016,0.157190016,0.157190016,0.0,0.0,1.0,0.0
n524,43.2447,-89.4835,0.214321318,0.214321318,0.214321318,0.0,0.0,1.0,0.0
n525,43.2363,-89.3132,0.075451994,0.075451994,0.075451994,0.0,0.0,1.0,0.0
n526,43.2407,-89.4047,0.213352245,0.213352245,0.213352245,0.0,0.0,1.0,0.0
n527,43.2416,-89.3976,0.596204817,0.596204817,0.596204817,0.0,0.0,1.0,0.0
n528,43.2365,-89.321,0.207493132,0.207493132,0.207493132,0.0,0.0,1.0,0.0
n529,43.2364,-89.3265,0.237703952,0.237703952,0.237703952,0.0,0.0,1.0,0.0
n530,43.2357,-89.282,0.525020541,0.525020541,0.525020541,0.0,0.0,1.0,0.0
n531,43.2428,-89.3925,0.719932593,0.719932593,0.719932593,0.0,0.0,1.0,0.0
n532,43.2444,-89.4981,0.146128367,0.146128367,0.146128367,0.0,0.0,1.0,0.0
n533,43.243,-89.4588,0.367826296,0.367826296,0.367826296,0.0,0.0,1.0,0.0
n534,43.2372,-89.3515,0.226013503,0.226013503,0.226013503,0.0,0.0,1.0,0.0
n535,43.2439,-89.5079,0.147759142,0.147759142,0.147759142,0.0,0.0,1.0,0.0
n536,43.2446,-89.513,0.333243151,0.333243151,0.333243151,0.0,0.0,1.0,0.0
n537,43.2409,-89.4347,0.130541981,0.130541981,0.130541981,0.0,0.0,1.0,0.0
n538,43.2398,-89.4133,0.229222024,0.229222024,0.229222024,0.0,0.0,1.0,0.0
n539,43.2387,-89.3785,0.4161265,0.4161265,0.4161265,0.0,0.0,1.0,0.0
n540,43.2302,-89.2387,0.270371671,0.270371671,0.270371671,0.0,0.0,1.0,0.0
n541,43.2372,-89.3727,0.367827697,0.367827697,0.367827697,0.0,0.0,1.0,0.0
n542,43.236,-89.3403,0.399267694,0.399267694,0.399267694,0.0,0.0,1.0,0.0
n543,43.2344,-89.2864,0.452027909,0.452027909,0.452027909,0.0,0.0,1.0,0.0
n544,43.2433,-89.5025,0.386689443,0.386689443,0.386689443,0.0,0.0,1.0,0.0
n545,43.242,-89.4853,0.499865439,0.499865439,0.499865439,0.0,0.0,1.0,0.0
n546,43.2348,-89.2913,0.933720509,0.933720509,0.933720509,0.0,0.0,1.0,0.0
n547,43.2412,-89.4627,0.148185597,0.148185597,0.148185597,0.0,0.0,1.0,0.0
n548,43.2411,-89.4558,0.38086042,0.38086042,0.38086042,0.0,0.0,1.0,0.0
n549,43.2388,-89.3862,1.329838021,1.329838021,1.329838021,0.0,0.0,1.0,0.0
n550,43.2439,-89.4783,0.492939618,0.492939618,0.492939618,0.0,0.0,1.0,0.0
n551,43.2296,-89.2435,0.352111956,0.352111956,0.352111956,0.0,0.0,1.0,0.0
n552,43.2374,-89.3925,0.62876572,0.62876572,0.62876572,0.0,0.0,1.0,0.0
n553,43.2347,-89.3507,0.411843115,0.411843115,0.411843115,0.0,0.0,1.0,0.0
n554,43.2337,-89.3064,0.357940727,0.357940727,0.357940727,0.0,0.0,1.0,0.0
n555,43.2346,-89.2963,0.529964175,0.529964175,0.529964175,0.0,0.0,1.0,0.0
n556,43.2404,-89.441,0.902276309,0.902276309,0.902276309,0.0,0.0,1.0,0.0
n557,43.2367,-89.3994,0.157819683,0.157819683,0.157819683,0.0,0.0,1.0,0.0
n558,43.2327,-89.3109,0.308096536,0.308096536,0.308096536,0.0,0.0,1.0,0.0
n559,43.2342,-89.3164,1.109775072,1.109775072,1.109775072,0.0,0.0,1.0,0.0
n560,43.2307,-89.2528,0.798538189,0.798538189,0.798538189,0.0,0.0,1.0,0.0
n561,43.24,-89.4846,0.201205421,0.201205421,0.201205421,0.0,0.0,1.0,0.0
n562,43.2395,-89.4478,0.370970845,0.370970845,0.370970845,0.0,0.0,1.0,0.0
n563,43.2358,-89.3587,0.550171385,0.550171385,0.550171385,0.0,0.0,1.0,0.0
n564,43.2329,-89.3214,0.298665691,0.298665691,0.298665691,0.0,0.0,1.0,0.0
n565,43.2344,-89.3019,0.7598745,0.7598745,0.7598745,0.0,0.0,1.0,0.0
n566,43.2324,-89.2608,2.200685543,2.200685543,2.200685543,0.0,0.0,1.0,0.0
n567,43.2291,-89.2471,0.179199126,0.179199126,0.179199126,0.0,0.0,1.0,0.0
n568,43.2421,-89.5311,0.147759142,0.147759142,0.147759142,0.0,0.0,1.0,0.0
n569,43.2368,-89.3665,0.760807693,0.760807693,0.760807693,0.0,0.0,1.0,0.0
n570,43.2385,-89.455,0.30856775,0.30856775,0.30856775,0.0,0.0,1.0,0.0
n571,43.2386,-89.4173,1.402146006,1.402146006,1.402146006,0.0,0.0,1.0,0.0
n572,43.2373,-89.4264,0.993450295,0.993450295,0.993450295,0.0,0.0,1.0,0.0
n573,43.2388,-89.4861,0.078595856,0.078595856,0.078595856,0.0,0.0,1.0,0.0
n574,43.2373,-89.434,0.320670558,0.320670558,0.320670558,0.0,0.0,1.0,0.0
n575,43.2412,-89.5158,0.12079951,0.12079951,0.12079951,0.0,0.0,1.0,0.0
n576,43.2326,-89.3369,0.641343971,0.641343971,0.641343971,0.0,0.0,1.0,0.0
n577,43.23,-89.3061,0.216925406,0.216925406,0.216925406,0.0,0.0,1.0,0.0
n578,43.2416,-89.5384,0.14807722,0.14807722,0.14807722,0.0,0.0,1.0,0.0
n579,43.2293,-89.2852,0.116904442,0.116904442,0.116904442,0.0,0.0,1.0,0.0
n580,43.2268,-89.2445,0.204351399,0.204351399,0.204351399,0.0,0.0,1.0,0.0
n581,43.2369,-89.442,0.598155357,0.598155357,0.598155357,0.0,0.0,1.0,0.0
n582,43.2319,-89.353,0.161717374,0.161717374,0.161717374,0.0,0.0,1.0,0.0
n583,43.229,-89.2886,0.181201448,0.181201448,0.181201448,0.0,0.0,1.0,0.0
n584,43.2294,-89.2936,0.600475931,0.600475931,0.600475931,0.0,0.0,1.0,0.0
n585,43.2395,-89.4713,0.424415708,0.424415708,0.424415708,0.0,0.0,1.0,0.0
n586,43.2397,-89.4687,0.231858294,0.231858294,0.231858294,0.0,0.0,1.0,0.0
n587,43.2383,-89.4649,0.883414563,0.883414563,0.883414563,0.0,0.0,1.0,0.0
n588,43.2378,-89.4783,0.550169985,0.550169985,0.550169985,0.0,0.0,1.0,0.0
n589,43.2401,-89.4745,0.647627411,0.647627411,0.647627411,0.0,0.0,1.0,0.0
n590,43.2394,-89.5035,0.56903173,0.56903173,0.56903173,0.0,0.0,1.0,0.0
n591,43.2341,-89.424,0.248363975,0.248363975,0.248363975,0.0,0.0,1.0,0.0
n592,43.2341,-89.4186,0.177303758,0.177303758,0.177303758,0.0,0.0,1.0,0.0
n593,43.2329,-89.2748,1.7174142,1.7174142,1.7174142,0.0,0.0,1.0,0.0
n594,43.2372,-89.4836,0.213353046,0.213353046,0.213353046,0.0,0.0,1.0,0.0
n595,43.2291,-89.3182,0.75138105,0.75138105,0.75138105,0.0,0.0,1.0,0.0
n596,43.2263,-89.2517,0.600477332,0.600477332,0.600477332,0.0,0.0,1.0,0.0
n597,43.2396,-89.4924,1.8831497,1.8831497,1.8831497,0.0,0.0,1.0,0.0
n598,43.2259,-89.2592,0.908576724,0.908576724,0.908576724,0.0,0.0,1.0,0.0
n599,43.2385,-89.499,0.619333419,0.619333419,0.619333419,0.0,0.0,1.0,0.0
n600,43.2359,-89.4585,0.41813084,0.41813084,0.41813084,0.0,0.0,1.0,0.0
n601,43.2399,-89.5339,0.682209156,0.682209156,0.682209156,0.0,0.0,1.0,0.0
n602,43.2384,-89.5183,0.307845757,0.307845757,0.307845757,0.0,0.0,1.0,0.0
n603,43.2276,-89.2795,0.14028533,0.14028533,0.14028533,0.0,0.0,1.0,0.0
n604,43.2266,-89.277,0.224067289,0.224067289,0.224067289,0.0,0.0,1.0,0.0
n605,43.2338,-89.4381,0.292377966,0.292377966,0.292377966,0.0,0.0,1.0,0.0
n606,43.2277,-89.2821,0.506161651,0.506161651,0.506161651,0.0,0.0,1.0,0.0
