#node,latitude,longitude,P amount,P-limit,P limit modified,P excess,DE compare,indicator,log10(indicator)
n607,43.2393,-89.5113,1.483891895,1.483891895,1.483891895,0.0,0.0,1.0,0.0
n608,43.2316,-89.4092,0.273514819,0.273514819,0.273514819,0.0,0.0,1.0,0.0
n609,43.2311,-89.4041,0.182343689,0.182343689,0.182343689,0.0,0.0,1.0,0.0
n610,43.2337,-89.4498,0.102268553,0.102268553,0.102268553,0.0,0.0,1.0,0.0
n611,43.233,-89.4133,0.521877393,0.521877393,0.521877393,0.0,0.0,1.0,0.0
n612,43.2263,-89.3162,0.21692682,0.21692682,0.21692682,0.0,0.0,1.0,0.0
n613,43.2389,-89.5231,0.479302972,0.479302972,0.479302972,0.0,0.0,1.0,0.0
n614,43.2278,-89.3097,0.216881938,0.216881938,0.216881938,0.0,0.0,1.0,0.0
n615,43.2388,-89.5272,0.48100515,0.48100515,0.48100515,0.0,0.0,1.0,0.0
n616,43.2371,-89.5317,0.286413697,0.286413697,0.286413697,0.0,0.0,1.0,0.0
n617,43.2312,-89.3757,2.272999239,2.272999239,2.272999239,0.0,0.0,1.0,0.0
n618,43.2348,-89.5137,0.068193732,0.068193732,0.068193732,0.0,0.0,1.0,0.0
n619,43.2342,-89.4891,0.169766853,0.169766853,0.169766853,0.0,0.0,1.0,0.0
n620,43.2249,-89.301,0.36154423,0.36154423,0.36154423,0.0,0.0,1.0,0.0
n621,43.2344,-89.5005,0.36240116,0.36240116,0.36240116,0.0,0.0,1.0,0.0
n622,43.2337,-89.4745,0.397473373,0.397473373,0.397473373,0.0,0.0,1.0,0.0
n623,43.2337,-89.4665,0.892853924,0.892853924,0.892853924,0.0,0.0,1.0,0.0
n624,43.2321,-89.3977,1.443023908,1.443023908,1.443023908,0.0,0.0,1.0,0.0
n625,43.2261,-89.3135,0.635060477,0.635060477,0.635060477,0.0,0.0,1.0,0.0
n626,43.2299,-89.4134,1.266972147,1.266972147,1.266972147,0.0,0.0,1.0,0.0
n627,43.2253,-89.3205,0.219236415,0.219236415,0.219236415,0.0,0.0,1.0,0.0
n628,43.2253,-89.291,1.013171833,1.013171833,1.013171833,0.0,0.0,1.0,0.0
n629,43.2343,-89.508,0.216271908,0.216271908,0.216271908,0.0,0.0,1.0,0.0
n630,43.2228,-89.2956,0.146157923,0.146157923,0.146157923,0.0,0.0,1.0,0.0
n631,43.2342,-89.5237,0.20458146,0.20458146,0.20458146,0.0,0.0,1.0,0.0
n632,43.2325,-89.431,0.844600172,0.844600172,0.844600172,0.0,0.0,1.0,0.0
n633,43.2292,-89.3288,2.067255444,2.067255444,2.067255444,0.0,0.0,1.0,0.0
n634,43.2262,-89.3689,0.181616659,0.181616659,0.181616659,0.0,0.0,1.0,0.0
n635,43.2303,-89.4242,0.428648749,0.428648749,0.428648749,0.0,0.0,1.0,0.0
n636,43.2218,-89.2479,0.741955862,0.741955862,0.741955862,0.0,0.0,1.0,0.0
n637,43.2221,-89.2871,0.245222228,0.245222228,0.245222228,0.0,0.0,1.0,0.0
n638,43.2302,-89.4469,0.635057674,0.635057674,0.635057674,0.0,0.0,1.0,0.0
n639,43.2316,-89.508,0.110034702,0.110034702,0.110034702,0.0,0.0,1.0,0.0
n640,43.227,-89.4038,0.276659396,0.276659396,0.276659396,0.0,0.0,1.0,0.0
n641,43.2302,-89.4581,0.405267852,0.405267852,0.405267852,0.0,0.0,1.0,0.0
n642,43.2264,-89.3636,0.188786594,0.188786594,0.188786594,0.0,0.0,1.0,0.0
n643,43.2328,-89.4825,0.255240058,0.255240058,0.255240058,0.0,0.0,1.0,0.0
n644,43.2296,-89.4385,0.713654757,0.713654757,0.713654757,0.0,0.0,1.0,0.0
n645,43.2272,-89.4191,0.14028533,0.14028533,0.14028533,0.0,0.0,1.0,0.0
n646,43.2272,-89.4149,0.229502257,0.229502257,0.229502257,0.0,0.0,1.0,0.0
n647,43.2202,-89.243,0.723092716,0.723092716,0.723092716,0.0,0.0,1.0,0.0
n648,43.2325,-89.4796,0.358398251,0.358398251,0.358398251,0.0,0.0,1.0,0.0
n649,43.2302,-89.4752,0.37019654,0.37019654,0.37019654,0.0,0.0,1.0,0.0
n650,43.2316,-89.4856,0.40721582,0.40721582,0.40721582,0.0,0.0,1.0,0.0
n651,43.222,-89.3307,0.34582706,0.34582706,0.34582706,0.0,0.0,1.0,0.0
n652,43.2217,-89.3186,0.17920054,0.17920054,0.17920054,0.0,0.0,1.0,0.0
n653,43.2201,-89.2524,0.826842098,0.826842098,0.826842098,0.0,0.0,1.0,0.0
n654,43.2274,-89.3563,0.787157478,0.787157478,0.787157478,0.0,0.0,1.0,0.0
n655,43.2209,-89.2595,0.697535106,0.697535106,0.697535106,0.0,0.0,1.0,0.0
n656,43.233,-89.5326,0.534452842,0.534452842,0.534452842,0.0,0.0,1.0,0.0
n657,43.2307,-89.4988,0.167563032,0.167563032,0.167563032,0.0,0.0,1.0,0.0
n658,43.2244,-89.3605,0.374121079,0.374121079,0.374121079,0.0,0.0,1.0,0.0
n659,43.2315,-89.4927,1.172655066,1.172655066,1.172655066,0.0,0.0,1.0,0.0
n660,43.225,-89.2681,2.357489853,2.357489853,2.357489853,0.0,0.0,1.0,0.0
n661,43.2213,-89.313,0.804833001,0.804833001,0.804833001,0.0,0.0,1.0,0.0
n662,43.2208,-89.3026,0.952596319,0.952596319,0.952596319,0.0,0.0,1.0,0.0
n663,43.2328,-89.5392,0.179252612,0.179252612,0.179252612,0.0,0.0,1.0,0.0
n664,43.2323,-89.5366,0.229911193,0.229911193,0.229911193,0.0,0.0,1.0,0.0
n665,43.2275,-89.4758,0.235757737,0.235757737,0.235757737,0.0,0.0,1.0,0.0
n666,43.228,-89.4422,0.300054752,0.300054752,0.300054752,0.0,0.0,1.0,0.0
n667,43.2195,-89.2758,0.688510971,0.688510971,0.688510971,0.0,0.0,1.0,0.0
n668,43.2257,-89.4122,0.657068173,0.657068173,0.657068173,0.0,0.0,1.0,0.0
n669,43.2229,-89.3683,0.537942176,0.537942176,0.537942176,0.0,0.0,1.0,0.0
n670,43.2208,-89.2792,0.338549187,0.338549187,0.338549187,0.0,0.0,1.0,0.0
n671,43.2268,-89.4521,0.201206836,0.201206836,0.201206836,0.0,0.0,1.0,0.0
n672,43.2206,-89.308,0.402416501,0.402416501,0.402416501,0.0,0.0,1.0,0.0
n673,43.2265,-89.4567,0.512449349,0.512449349,0.512449349,0.0,0.0,1.0,0.0
n674,43.2247,-89.3771,1.924046031,1.924046031,1.924046031,0.0,0.0,1.0,0.0
n675,43.2275,-89.4938,0.097438,0.097438,0.097438,0.0,0.0,1.0,0.0
n676,43.2286,-89.3883,4.778662258,4.778662258,4.778662258,0.0,0.0,1.0,0.0
n677,43.219,-89.2885,0.566013105,0.566013105,0.566013105,0.0,0.0,1.0,0.0
n678,43.2194,-89.2951,0.503434257,0.503434257,0.503434257,0.0,0.0,1.0,0.0
n679,43.2289,-89.5385,0.163480556,0.163480556,0.163480556,0.0,0.0,1.0,0.0
n680,43.2294,-89.5328,0.304953387,0.304953387,0.304953387,0.0,0.0,1.0,0.0
n681,43.2229,-89.3949,0.996607508,0.996607508,0.996607508,0.0,0.0,1.0,0.0
n682,43.2174,-89.3019,0.223298165,0.223298165,0.223298165,0.0,0.0,1.0,0.0
n683,43.23,-89.552,0.251508552,0.251508552,0.251508552,0.0,0.0,1.0,0.0
n684,43.2297,-89.5432,0.257796248,0.257796248,0.257796248,0.0,0.0,1.0,0.0
n685,43.2257,-89.4762,0.233445671,0.233445671,0.233445671,0.0,0.0,1.0,0.0
n686,43.224,-89.44,0.424421368,0.424421368,0.424421368,0.0,0.0,1.0,0.0
n687,43.2155,-89.2445,0.213357791,0.213357791,0.213357791,0.0,0.0,1.0,0.0
n688,43.2268,-89.482,0.166625118,0.166625118,0.166625118,0.0,0.0,1.0,0.0
n689,43.2159,-89.2569,0.500746386,0.500746386,0.500746386,0.0,0.0,1.0,0.0
n690,43.2268,-89.4883,0.317530238,0.317530238,0.317530238,0.0,0.0,1.0,0.0
n691,43.2265,-89.4848,0.28609167,0.28609167,0.28609167,0.0,0.0,1.0,0.0
n692,43.2176,-89.314,0.675935577,0.675935577,0.675935577,0.0,0.0,1.0,0.0
n693,43.2127,-89.2283,0.260943654,0.260943654,0.260943654,0.0,0.0,1.0,0.0
n694,43.2232,-89.4238,0.34582566,0.34582566,0.34582566,0.0,0.0,1.0,0.0
n695,43.2227,-89.4061,1.037478406,1.037478406,1.037478406,0.0,0.0,1.0,0.0
n696,43.2193,-89.3208,0.619346136,0.619346136,0.619346136,0.0,0.0,1.0,0.0
n697,43.2161,-89.2621,0.216276284,0.216276284,0.216276284,0.0,0.0,1.0,0.0
n698,43.2268,-89.5084,0.243595002,0.243595002,0.243595002,0.0,0.0,1.0,0.0
n699,43.2254,-89.4299,1.314136345,1.314136345,1.314136345,0.0,0.0,1.0,0.0
n700,43.2221,-89.4191,0.149878686,0.149878686,0.149878686,0.0,0.0,1.0,0.0
n701,43.2202,-89.3898,0.160337394,0.160337394,0.160337394,0.0,0.0,1.0,0.0
n702,43.2192,-89.3271,0.689442405,0.689442405,0.689442405,0.0,0.0,1.0,0.0
n703,43.2274,-89.5385,0.210639109,0.210639109,0.210639109,0.0,0.0,1.0,0.0
n704,43.2143,-89.2402,0.231299842,0.231299842,0.231299842,0.0,0.0,1.0,0.0
n705,43.226,-89.4961,0.587903338,0.587903338,0.587903338,0.0,0.0,1.0,0.0
n706,43.2222,-89.4288,0.584760189,0.584760189,0.584760189,0.0,0.0,1.0,0.0
n707,43.2199,-89.3844,0.257799078,0.257799078,0.257799078,0.0,0.0,1.0,0.0
n708,43.215,-89.251,0.603628994,0.603628994,0.603628994,0.0,0.0,1.0,0.0
n709,43.2126,-89.2129,0.243334482,0.243334482,0.243334482,0.0,0.0,1.0,0.0
n710,43.2285,-89.5029,1.433601522,1.433601522,1.433601522,0.0,0.0,1.0,0.0
n711,43.22,-89.4041,0.09352443,0.09352443,0.09352443,0.0,0.0,1.0,0.0
n712,43.215,-89.2959,0.0,0,1.0,0.0,0.0,1.0,0.0
n713,43.2145,-89.2665,0.537607254,0.537607254,0.537607254,0.0,0.0,1.0,0.0
n714,43.2236,-89.4755,0.468436759,0.468436759,0.468436759,0.0,0.0,1.0,0.0
n715,43.2258,-89.4476,0.471516342,0.471516342,0.471516342,0.0,0.0,1.0,0.0
n716,43.2218,-89.4416,0.537604451,0.537604451,0.537604451,0.0,0.0,1.0,0.0
n717,43.2146,-89.2839,0.493593262,0.493593262,0.493593262,0.0,0.0,1.0,0.0
n718,43.2289,-89.512,1.804578053,1.804578053,1.804578053,0.0,0.0,1.0,0.0
n719,43.2224,-89.4479,0.157194245,0.157194245,0.157194245,0.0,0.0,1.0,0.0
n720,43.2185,-89.3587,0.426705155,0.426705155,0.426705155,0.0,0.0,1.0,0.0
n721,43.2142,-89.2793,0.20983127,0.20983127,0.20983127,0.0,0.0,1.0,0.0
n722,43.2106,-89.2282,0.326966743,0.326966743,0.326966743,0.0,0.0,1.0,0.0
n723,43.2231,-89.4564,0.95573812,0.95573812,0.95573812,0.0,0.0,1.0,0.0
n724,43.2143,-89.2907,0.534462703,0.534462703,0.534462703,0.0,0.0,1.0,0.0
n725,43.2125,-89.247,0.32797277,0.32797277,0.32797277,0.0,0.0,1.0,0.0
n726,43.2259,-89.5415,0.096979952,0.096979952,0.096979952,0.0,0.0,1.0,0.0
n727,43.2228,-89.4641,0.477869061,0.477869061,0.477869061,0.0,0.0,1.0,0.0
n728,43.2198,-89.4239,0.216928235,0.216928235,0.216928235,0.0,0.0,1.0,0.0
n729,43.2118,-89.2555,0.190435755,0.190435755,0.190435755,0.0,0.0,1.0,0.0
n730,43.2274,-89.4666,2.332740341,2.332740341,2.332740341,0.0,0.0,1.0,0.0
n731,43.2261,-89.5268,0.093523553,0.093523553,0.093523553,0.0,0.0,1.0,0.0
n732,43.2287,-89.5212,3.068406997,3.068406997,3.068406997,0.0,0.0,1.0,0.0
n733,43.2148,-89.3262,0.345828488,0.345828488,0.345828488,0.0,0.0,1.0,0.0
n734,43.2217,-89.4792,0.072091602,0.072091602,0.072091602,0.0,0.0,1.0,0.0
n735,43.2139,-89.2757,0.396131605,0.396131605,0.396131605,0.0,0.0,1.0,0.0
n736,43.223,-89.4937,0.446430491,0.446430491,0.446430491,0.0,0.0,1.0,0.0
n737,43.2112,-89.2675,0.5564704,0.5564704,0.5564704,0.0,0.0,1.0,0.0
n738,43.2112,-89.2596,0.15516966,0.15516966,0.15516966,0.0,0.0,1.0,0.0
n739,43.2113,-89.2792,0.157195661,0.157195661,0.157195661,0.0,0.0,1.0,0.0
n740,43.2111,-89.2624,0.082874626,0.082874626,0.082874626,0.0,0.0,1.0,0.0
n741,43.2177,-89.4041,0.323820764,0.323820764,0.323820764,0.0,0.0,1.0,0.0
n742,43.2185,-89.3732,2.298186888,2.298186888,2.298186888,0.0,0.0,1.0,0.0
n743,43.219,-89.4286,0.361547058,0.361547058,0.361547058,0.0,0.0,1.0,0.0
n744,43.2224,-89.508,0.26722995,0.26722995,0.26722995,0.0,0.0,1.0,0.0
n745,43.2225,-89.5015,0.657071028,0.657071028,0.657071028,0.0,0.0,1.0,0.0
n746,43.2191,-89.4383,0.248366804,0.248366804,0.248366804,0.0,0.0,1.0,0.0
n747,43.2183,-89.3966,0.731762341,0.731762341,0.731762341,0.0,0.0,1.0,0.0
n748,43.219,-89.4434,0.402417902,0.402417902,0.402417902,0.0,0.0,1.0,0.0
n749,43.2157,-89.3694,0.499879559,0.499879559,0.499879559,0.0,0.0,1.0,0.0
n750,43.215,-89.3636,0.304957645,0.304957645,0.304957645,0.0,0.0,1.0,0.0
n751,43.2079,-89.2133,0.241572402,0.241572402,0.241572402,0.0,0.0,1.0,0.0
n752,43.2222,-89.5176,0.137535427,0.137535427,0.137535427,0.0,0.0,1.0,0.0
n753,43.2199,-89.4745,0.386697903,0.386697903,0.386697903,0.0,0.0,1.0,0.0
n754,43.2167,-89.3868,1.232405977,1.232405977,1.232405977,0.0,0.0,1.0,0.0
n755,43.2079,-89.2233,0.352119015,0.352119015,0.352119015,0.0,0.0,1.0,0.0
n756,43.2079,-89.2188,0.355263591,0.355263591,0.355263591,0.0,0.0,1.0,0.0
n757,43.2189,-89.4474,0.166626519,0.166626519,0.166626519,0.0,0.0,1.0,0.0
n758,43.2184,-89.4331,0.591050743,0.591050743,0.591050743,0.0,0.0,1.0,0.0
n759,43.2249,-89.529,0.432548192,0.432548192,0.432548192,0.0,0.0,1.0,0.0
n760,43.2145,-89.3565,0.34292495,0.34292495,0.34292495,0.0,0.0,1.0,0.0
n761,43.208,-89.2512,0.326968171,0.326968171,0.326968171,0.0,0.0,1.0,0.0
n762,43.2248,-89.5783,0.367833355,0.367833355,0.367833355,0.0,0.0,1.0,0.0
n763,43.2186,-89.4156,1.408461941,1.408461941,1.408461941,0.0,0.0,1.0,0.0
n764,43.2151,-89.3992,0.130545489,0.130545489,0.130545489,0.0,0.0,1.0,0.0
n765,43.2233,-89.5388,1.037478406,1.037478406,1.037478406,0.0,0.0,1.0,0.0
n766,43.22,-89.499,0.314388491,0.314388491,0.314388491,0.0,0.0,1.0,0.0
n767,43.2129,-89.3167,0.31667807,0.31667807,0.31667807,0.0,0.0,1.0,0.0
n768,43.2075,-89.2421,1.194689599,1.194689599,1.194689599,0.0,0.0,1.0,0.0
n769,43.2056,-89.2226,0.113181387,0.113181387,0.113181387,0.0,0.0,1.0,0.0
n770,43.2229,-89.548,0.603623336,0.603623336,0.603623336,0.0,0.0,1.0,0.0
n771,43.2158,-89.4305,0.177307265,0.177307265,0.177307265,0.0,0.0,1.0,0.0
n772,43.2229,-89.5568,0.198063688,0.198063688,0.198063688,0.0,0.0,1.0,0.0
n773,43.2114,-89.3261,0.562759553,0.562759553,0.562759553,0.0,0.0,1.0,0.0
n774,43.2197,-89.4937,0.214326561,0.214326561,0.214326561,0.0,0.0,1.0,0.0
n775,43.2195,-89.4903,0.210640525,0.210640525,0.210640525,0.0,0.0,1.0,0.0
n776,43.2183,-89.4591,0.372149752,0.372149752,0.372149752,0.0,0.0,1.0,0.0
n777,43.2158,-89.4135,0.584764393,0.584764393,0.584764393,0.0,0.0,1.0,0.0
n778,43.2139,-89.3939,0.206304735,0.206304735,0.206304735,0.0,0.0,1.0,0.0
n779,43.2135,-89.3743,0.465297868,0.465297868,0.465297868,0.0,0.0,1.0,0.0
n780,43.2198,-89.4873,0.145470635,0.145470635,0.145470635,0.0,0.0,1.0,0.0
n781,43.2119,-89.3204,0.36323885,0.36323885,0.36323885,0.0,0.0,1.0,0.0
n782,43.2231,-89.5734,0.250385166,0.250385166,0.250385166,0.0,0.0,1.0,0.0
n783,43.22,-89.5329,0.155653163,0.155653163,0.155653163,0.0,0.0,1.0,0.0
n784,43.2044,-89.213,0.171041028,0.171041028,0.171041028,0.0,0.0,1.0,0.0
n785,43.216,-89.451,0.245223655,0.245223655,0.245223655,0.0,0.0,1.0,0.0
n786,43.2128,-89.3988,0.201209651,0.201209651,0.201209651,0.0,0.0,1.0,0.0
n787,43.2076,-89.2728,0.64450404,0.64450404,0.64450404,0.0,0.0,1.0,0.0
n788,43.2117,-89.3103,1.298434777,1.298434777,1.298434777,0.0,0.0,1.0,0.0
n789,43.2047,-89.2195,0.54704381,0.54704381,0.54704381,0.0,0.0,1.0,0.0
n790,43.2172,-89.4751,0.389685876,0.389685876,0.389685876,0.0,0.0,1.0,0.0
n791,43.2182,-89.4534,0.56601389,0.56601389,0.56601389,0.0,0.0,1.0,0.0
n792,43.2227,-89.5856,0.295523943,0.295523943,0.295523943,0.0,0.0,1.0,0.0
n793,43.2217,-89.5657,1.405311733,1.405311733,1.405311733,0.0,0.0,1.0,0.0
n794,43.2195,-89.5445,0.094316548,0.094316548,0.094316548,0.0,0.0,1.0,0.0
n795,43.2103,-89.3655,0.23771008,0.23771008,0.23771008,0.0,0.0,1.0,0.0
n796,43.211,-89.3605,0.16756567,0.16756567,0.16756567,0.0,0.0,1.0,0.0
n797,43.2093,-89.3147,0.713667475,0.713667475,0.713667475,0.0,0.0,1.0,0.0
n798,43.2171,-89.4664,1.804592171,1.804592171,1.804592171,0.0,0.0,1.0,0.0
n799,43.2162,-89.4938,0.440345342,0.440345342,0.440345342,0.0,0.0,1.0,0.0
n800,43.2059,-89.3105,0.449583528,0.449583528,0.449583528,0.0,0.0,1.0,0.0
n801,43.2208,-89.5801,0.795403502,0.795403502,0.795403502,0.0,0.0,1.0,0.0
n802,43.2079,-89.3306,1.688288518,1.688288518,1.688288518,0.0,0.0,1.0,0.0
n803,43.2146,-89.4906,0.264986914,0.264986914,0.264986914,0.0,0.0,1.0,0.0
n804,43.2094,-89.4043,0.081834599,0.081834599,0.081834599,0.0,0.0,1.0,0.0
n805,43.2109,-89.3905,0.668288783,0.668288783,0.668288783,0.0,0.0,1.0,0.0
n806,43.2047,-89.2987,0.236282998,0.236282998,0.236282998,0.0,0.0,1.0,0.0
n807,43.2044,-89.2906,0.779699077,0.779699077,0.779699077,0.0,0.0,1.0,0.0
n808,43.2183,-89.572,0.304957645,0.304957645,0.304957645,0.0,0.0,1.0,0.0
n809,43.2136,-89.4576,0.403967661,0.403967661,0.403967661,0.0,0.0,1.0,0.0
n810,43.217,-89.5475,0.352116186,0.352116186,0.352116186,0.0,0.0,1.0,0.0
n811,43.2089,-89.3991,0.270377329,0.270377329,0.270377329,0.0,0.0,1.0,0.0
n812,43.2128,-89.406,0.968372937,0.968372937,0.968372937,0.0,0.0,1.0,0.0
n813,43.2171,-89.536,0.98785262,0.98785262,0.98785262,0.0,0.0,1.0,0.0
n814,43.2113,-89.4558,0.468442418,0.468442418,0.468442418,0.0,0.0,1.0,0.0
n815,43.212,-89.469,0.591053546,0.591053546,0.591053546,0.0,0.0,1.0,0.0
n816,43.2031,-89.3013,0.086401947,0.086401947,0.086401947,0.0,0.0,1.0,0.0
n817,43.2133,-89.4827,0.198740177,0.198740177,0.198740177,0.0,0.0,1.0,0.0
n818,43.2075,-89.3905,0.47787612,0.47787612,0.47787612,0.0,0.0,1.0,0.0
n819,43.2158,-89.558,0.242080508,0.242080508,0.242080508,0.0,0.0,1.0,0.0
n820,43.2069,-89.3988,0.110037389,0.110037389,0.110037389,0.0,0.0,1.0,0.0
n821,43.2044,-89.2406,5.215793255,5.215793255,5.215793255,0.0,0.0,1.0,0.0
n822,43.2118,-89.4852,0.107589159,0.107589159,0.107589159,0.0,0.0,1.0,0.0
n823,43.2075,-89.4045,0.229506486,0.229506486,0.229506486,0.0,0.0,1.0,0.0
n824,43.2019,-89.2973,0.226363339,0.226363339,0.226363339,0.0,0.0,1.0,0.0
n825,43.2118,-89.4932,0.185491081,0.185491081,0.185491081,0.0,0.0,1.0,0.0
n826,43.2035,-89.2718,3.760154399,3.760154399,3.760154399,0.0,0.0,1.0,0.0
n827,43.2135,-89.4422,1.15319331,1.15319331,1.15319331,0.0,0.0,1.0,0.0
n828,43.2081,-89.4124,0.187050613,0.187050613,0.187050613,0.0,0.0,1.0,0.0
n829,43.2107,-89.4186,1.219837586,1.219837586,1.219837586,0.0,0.0,1.0,0.0
n830,43.2148,-89.544,0.204354214,0.204354214,0.204354214,0.0,0.0,1.0,0.0
n831,43.2037,-89.3283,0.497253302,0.497253302,0.497253302,0.0,0.0,1.0,0.0
n832,43.2156,-89.5753,0.179201955,0.179201955,0.179201955,0.0,0.0,1.0,0.0
n833,43.215,-89.5722,0.308102194,0.308102194,0.308102194,0.0,0.0,1.0,0.0
n834,43.2135,-89.5474,0.120803008,0.120803008,0.120803008,0.0,0.0,1.0,0.0
n835,43.2119,-89.5091,0.361549888,0.361549888,0.361549888,0.0,0.0,1.0,0.0
n836,43.2108,-89.4302,1.603568648,1.603568648,1.603568648,0.0,0.0,1.0,0.0
n837,43.2049,-89.3649,0.286097327,0.286097327,0.286097327,0.0,0.0,1.0,0.0
n838,43.2041,-89.3562,0.216931065,0.216931065,0.216931065,0.0,0.0,1.0,0.0
n839,43.2115,-89.4891,0.547040956,0.547040956,0.547040956,0.0,0.0,1.0,0.0
n840,43.2104,-89.4655,0.770258316,0.770258316,0.770258316,0.0,0.0,1.0,0.0
n841,43.2165,-89.5825,0.459008716,0.459008716,0.459008716,0.0,0.0,1.0,0.0
n842,43.2145,-89.5797,0.141475675,0.141475675,0.141475675,0.0,0.0,1.0,0.0
n843,43.2159,-89.5778,0.242080508,0.242080508,0.242080508,0.0,0.0,1.0,0.0
n844,43.2129,-89.5004,1.298433269,1.298433269,1.298433269,0.0,0.0,1.0,0.0
n845,43.2083,-89.439,0.350896391,0.350896391,0.350896391,0.0,0.0,1.0,0.0
n846,43.2044,-89.3682,0.194923354,0.194923354,0.194923354,0.0,0.0,1.0,0.0
n847,43.2013,-89.3255,0.086401947,0.086401947,0.086401947,0.0,0.0,1.0,0.0
n848,43.2095,-89.4834,0.292383624,0.292383624,0.292383624,0.0,0.0,1.0,0.0
n849,43.2111,-89.5185,0.187050613,0.187050613,0.187050613,0.0,0.0,1.0,0.0
n850,43.2091,-89.4488,0.694805782,0.694805782,0.694805782,0.0,0.0,1.0,0.0
n851,43.2057,-89.4236,0.094317964,0.094317964,0.094317964,0.0,0.0,1.0,0.0
n852,43.2021,-89.3057,0.836287063,0.836287063,0.836287063,0.0,0.0,1.0,0.0
n853,43.2004,-89.3019,0.109325577,0.109325577,0.109325577,0.0,0.0,1.0,0.0
n854,43.2144,-89.5645,0.477873264,0.477873264,0.477873264,0.0,0.0,1.0,0.0
n855,43.2105,-89.4787,0.367837586,0.367837586,0.367837586,0.0,0.0,1.0,0.0
n856,43.2079,-89.4539,0.462156121,0.462156121,0.462156121,0.0,0.0,1.0,0.0
n857,43.2136,-89.5978,0.056839657,0.056839657,0.056839657,0.0,0.0,1.0,0.0
n858,43.2103,-89.4745,0.694804329,0.694804329,0.694804329,0.0,0.0,1.0,0.0
n859,43.2027,-89.3642,0.198067917,0.198067917,0.198067917,0.0,0.0,1.0,0.0
n860,43.2158,-89.5243,2.31704567,2.31704567,2.31704567,0.0,0.0,1.0,0.0
n861,43.2037,-89.3736,0.814279366,0.814279366,0.814279366,0.0,0.0,1.0,0.0
n862,43.2117,-89.5434,0.23771008,0.23771008,0.23771008,0.0,0.0,1.0,0.0
n863,43.2073,-89.4671,0.51245781,0.51245781,0.51245781,0.0,0.0,1.0,0.0
n864,43.2125,-89.5493,0.278627067,0.278627067,0.278627067,0.0,0.0,1.0,0.0
n865,43.2075,-89.48,0.270377329,0.270377329,0.270377329,0.0,0.0,1.0,0.0
n866,43.2124,-89.5575,0.141063549,0.141063549,0.141063549,0.0,0.0,1.0,0.0
n867,43.2138,-89.5546,0.430714723,0.430714723,0.430714723,0.0,0.0,1.0,0.0
n868,43.2188,-89.554,2.106405213,2.106405213,2.106405213,0.0,0.0,1.0,0.0
n869,43.2044,-89.4006,0.346825262,0.346825262,0.346825262,0.0,0.0,1.0,0.0
n870,43.2118,-89.5621,0.348973038,0.348973038,0.348973038,0.0,0.0,1.0,0.0
n871,43.2093,-89.5228,0.126648667,0.126648667,0.126648667,0.0,0.0,1.0,0.0
n872,43.2081,-89.4897,0.741965724,0.741965724,0.741965724,0.0,0.0,1.0,0.0
n873,43.2009,-89.3694,0.377271287,0.377271287,0.377271287,0.0,0.0,1.0,0.0
n874,43.197,-89.2661,0.628791101,0.628791101,0.628791101,0.0,0.0,1.0,0.0
n875,43.2087,-89.5137,0.24359956,0.24359956,0.24359956,0.0,0.0,1.0,0.0
n876,43.2008,-89.3121,1.311024291,1.311024291,1.311024291,0.0,0.0,1.0,0.0
n877,43.2116,-89.5737,0.5721918,0.5721918,0.5721918,0.0,0.0,1.0,0.0
n878,43.204,-89.4075,0.993482736,0.993482736,0.993482736,0.0,0.0,1.0,0.0
n879,43.2024,-89.3187,1.700875231,1.700875231,1.700875231,0.0,0.0,1.0,0.0
n880,43.1997,-89.3676,0.109325577,0.109325577,0.109325577,0.0,0.0,1.0,0.0
n881,43.1972,-89.306,0.421290937,0.421290937,0.421290937,0.0,0.0,1.0,0.0
n882,43.2112,-89.5871,0.103267779,0.103267779,0.103267779,0.0,0.0,1.0,0.0
n883,43.1987,-89.329,0.255680885,0.255680885,0.255680885,0.0,0.0,1.0,0.0
n884,43.2085,-89.5444,0.330111319,0.330111319,0.330111319,0.0,0.0,1.0,0.0
n885,43.2054,-89.4843,0.289241878,0.289241878,0.289241878,0.0,0.0,1.0,0.0
n886,43.2044,-89.46,0.254658758,0.254658758,0.254658758,0.0,0.0,1.0,0.0
n887,43.2032,-89.3589,1.17583211,1.17583211,1.17583211,0.0,0.0,1.0,0.0
n888,43.2106,-89.5844,0.175360165,0.175360165,0.175360165,0.0,0.0,1.0,0.0
n889,43.2109,-89.5801,0.650790337,0.650790337,0.650790337,0.0,0.0,1.0,0.0
n890,43.2088,-89.5635,0.16172088,0.16172088,0.16172088,0.0,0.0,1.0,0.0
n891,43.208,-89.5361,0.134443179,0.134443179,0.134443179,0.0,0.0,1.0,0.0
n892,43.2103,-89.5314,1.719720001,1.719720001,1.719720001,0.0,0.0,1.0,0.0
n893,43.2044,-89.4549,0.735680829,0.735680829,0.735680829,0.0,0.0,1.0,0.0
n894,43.1982,-89.3572,0.09431867,0.09431867,0.09431867,0.0,0.0,1.0,0.0
n895,43.2111,-89.5978,0.361549888,0.361549888,0.361549888,0.0,0.0,1.0,0.0
n896,43.2082,-89.5545,0.352119015,0.352119015,0.352119015,0.0,0.0,1.0,0.0
n897,43.2037,-89.4738,0.109324783,0.109324783,0.109324783,0.0,0.0,1.0,0.0
n898,43.2026,-89.4229,0.163670601,0.163670601,0.163670601,0.0,0.0,1.0,0.0
