To,Latitude,Longtitude,From,Flow
n61,43.1389008,-89.5539017,n156,73.33323240000001
n156,43.1393013,-89.5586014,
n64,43.1263008,-89.5169983,n62,218.40246477
n62,43.1242981,-89.5355988,
n64,43.1263008,-89.5169983,n63,73.33323240000001
n63,43.1228981,-89.5306015,
n67,43.1486015,-89.5262985,n275,1499.6646024
n275,43.1297989,-89.5431976,
n69,43.1489983,-89.4925003,n68,109.99984857
n68,43.1519012,-89.5138016,
n70,43.1484985,-89.4857025,n279,78.38110175150678
n279,43.1360016,-89.4901962,
n75,43.1629982,-89.520401,n76,54.999924299999996
n76,43.1660995,-89.5354004,
n75,43.1629982,-89.520401,n280,366.666162
n280,43.1553993,-89.5304031,
n79,43.1773987,-89.5261993,n81,21.655820460000086
n81,43.1785011,-89.5472031,
n82,43.1908989,-89.5143967,n120,36.66661620000001
n120,43.1985016,-89.5158997,
n91,43.2075005,-89.4244995,n90,91.17851933999987
n90,43.2071991,-89.4354019,
n93,43.2275009,-89.4402008,n94,25.666631333999998
n94,43.2290001,-89.4532013,
n103,43.2299995,-89.5406036,n106,121.34496476999999
n106,43.2361984,-89.5394974,
n105,43.2249985,-89.547699,n86,83.01214433999985
n86,43.2262993,-89.5859985,
n126,43.2602005,-89.4029999,n291,68.92297464000004
n291,43.2456017,-89.4372025,
n129,43.2681999,-89.2957993,n127,293.33292954
n127,43.2733994,-89.3263016,
n130,43.2755013,-89.2863998,n128,146.66646477
n128,43.2765999,-89.3035965,
n130,43.2755013,-89.2863998,n131,146.66646477
n131,43.2748985,-89.2835007,
n130,43.2755013,-89.2863998,n153,73.33323240000001
n153,43.2677994,-89.2730026,
n130,43.2755013,-89.2863998,n177,219.99969717
n177,43.277401,-89.3097992,
n133,43.1949005,-89.3887024,n118,23.314873320000288
n118,43.1721001,-89.4093018,
n139,43.2537994,-89.3167038,n164,21.999969717
n164,43.2700005,-89.346199,
n143,43.2246017,-89.2434998,n142,73.33323240000001
n142,43.2235985,-89.2497025,
n143,43.2246017,-89.2434998,n144,36.66661620000001
n144,43.2246017,-89.2553024,
n143,43.2246017,-89.2434998,n152,25.89450050535136
n152,43.25,-89.254097,
n150,43.2389984,-89.2774963,n145,3.3471787497682897
n145,43.2318993,-89.2662964,
n150,43.2389984,-89.2774963,n152,10.772115694648647
n152,43.25,-89.254097,
n158,43.178299,-89.4965973,n170,36.66661620000001
n170,43.169899,-89.4971008,
n162,43.214901,-89.3760986,n175,73.33323240000001
n175,43.2088013,-89.3968964,
n167,43.1525993,-89.471199,n72,18.333308097
n72,43.1371994,-89.4744034,
n167,43.1525993,-89.471199,n73,238.33300524000003
n73,43.1633987,-89.4853973,
n167,43.1525993,-89.471199,n166,18.333308097
n166,43.1282997,-89.4730988,
n167,43.1525993,-89.471199,n169,36.66661620000001
n169,43.1641006,-89.4777985,
n179,43.2346001,-89.3013,n138,307.99957589999997
n138,43.2388,-89.3188019,
n179,43.2346001,-89.3013,n148,219.99969717
n148,43.2263985,-89.2979965,
n179,43.2346001,-89.3013,n165,73.33323240000001
n165,43.2038994,-89.292099,
n179,43.2346001,-89.3013,n180,18.333308097
n180,43.2226982,-89.2975998,
n182,43.2703919076923,-89.38957684615386,n132,110.37961364403503
n132,43.2481003,-89.392601,
n182,43.2703919076923,-89.38957684615386,n291,577.2433900240926
n291,43.2456017,-89.4372025,
n189,43.2535624625,-89.29241895625,n149,138.45236670499406
n149,43.2550011,-89.2838974,
n189,43.2535624625,-89.29241895625,n151,183.33308097
n151,43.2490005,-89.2640991,
n189,43.2535624625,-89.29241895625,n178,146.66646477
n178,43.2498016,-89.2911987,
n193,43.26832503,-89.45726051999999,n107,73.33323240000001
n107,43.2396011,-89.5149002,
n193,43.26832503,-89.45726051999999,n108,51.33326268
n108,43.2425995,-89.5072021,
n193,43.26832503,-89.45726051999999,n111,73.33323240000001
n111,43.2363014,-89.4637985,
n193,43.26832503,-89.45726051999999,n112,73.33323240000001
n112,43.2495995,-89.4677963,
n193,43.26832503,-89.45726051999999,n113,73.33323240000001
n113,43.2509995,-89.4654007,
n193,43.26832503,-89.45726051999999,n114,109.99984857
n114,43.2639999,-89.4701004,
n193,43.26832503,-89.45726051999999,n115,162.28521477
n115,43.2668991,-89.4732971,
n193,43.26832503,-89.45726051999999,n116,36.66661620000001
n116,43.2714996,-89.461998,
n193,43.26832503,-89.45726051999999,n117,36.66661620000001
n117,43.2509995,-89.4849014,
n193,43.26832503,-89.45726051999999,n122,183.33308097
n122,43.2495995,-89.4573975,
n193,43.26832503,-89.45726051999999,n125,128.33315667
n125,43.2545013,-89.4505997,
n193,43.26832503,-89.45726051999999,n173,73.33323240000001
n173,43.2470016,-89.5035019,
n195,43.256899825,-89.29017447500001,n149,8.214098065005947
n149,43.2550011,-89.2838974,
n198,43.2509003,-89.3914032,n132,36.286851125964965
n132,43.2481003,-89.392601,
n201,43.24267997,-89.481310645,n97,506.93884427788385
n97,43.2271996,-89.4910965,
n201,43.24267997,-89.481310645,n98,219.99969717
n98,43.2233009,-89.4953003,
n201,43.24267997,-89.481310645,n99,73.33323240000001
n99,43.223999,-89.4994965,
n201,43.24267997,-89.481310645,n100,29.333292953999997
n100,43.2232018,-89.507103,
n201,43.24267997,-89.481310645,n101,73.33323240000001
n101,43.2308006,-89.5151978,
n201,43.24267997,-89.481310645,n102,73.33323240000001
n102,43.2331009,-89.5223999,
n201,43.24267997,-89.481310645,n109,36.66661620000001
n109,43.2416,-89.4819031,
n201,43.24267997,-89.481310645,n110,73.33323240000001
n110,43.2389984,-89.4828033,
n201,43.24267997,-89.481310645,n161,302.98231390543117
n161,43.232399,-89.5010986,
n204,43.22707003,-89.39067420999999,n92,109.99984857
n92,43.225399,-89.4225998,
n204,43.22707003,-89.39067420999999,n121,36.66661620000001
n121,43.2391014,-89.4505005,
n204,43.22707003,-89.39067420999999,n135,18.333308097
n135,43.2200012,-89.4132004,
n204,43.22707003,-89.39067420999999,n136,36.66661620000001
n136,43.2327003,-89.4228973,
n204,43.22707003,-89.39067420999999,n137,109.99984857
n137,43.2249985,-89.4007034,
n204,43.22707003,-89.39067420999999,n163,36.66661620000001
n163,43.2369003,-89.3796005,
n204,43.22707003,-89.39067420999999,n176,36.66661620000001
n176,43.2331009,-89.3785019,
n204,43.22707003,-89.39067420999999,n285,305.1633483322594
n285,43.2074013,-89.4147034,
n204,43.22707003,-89.39067420999999,n291,50.49934313590734
n291,43.2456017,-89.4372025,
n208,43.22387047000001,-89.27383956999999,n145,130.4672860202317
n145,43.2318993,-89.2662964,
n208,43.22387047000001,-89.27383956999999,n146,124.45119716999994
n146,43.2172012,-89.2781982,
n208,43.22387047000001,-89.27383956999999,n147,146.66646477
n147,43.2223015,-89.2819977,
n210,43.21963246666667,-89.32539876666665,n141,15.98107021714722
n141,43.1935005,-89.3290024,
n214,43.222790325000005,-89.521380225,n104,73.33323240000001
n104,43.2237015,-89.5258026,
n217,43.22101375714287,-89.3231016,n140,109.99984857
n140,43.2153015,-89.3125,
n232,43.195425025,-89.5747509,n57,68.37523372219884
n57,43.2052002,-89.5856018,
n232,43.195425025,-89.5747509,n171,14.666646476999999
n171,43.1864014,-89.5758972,
n233,43.193466183333335,-89.39949926666667,n118,50.018359079999726
n118,43.1721001,-89.4093018,
n233,43.193466183333335,-89.39949926666667,n181,146.66646477
n181,43.2033997,-89.414299,
n233,43.193466183333335,-89.39949926666667,n285,61.50281366774058
n285,43.2074013,-89.4147034,
n235,43.19793159473684,-89.5687629368421,n54,36.66661620000001
n54,43.1817017,-89.5662003,
n235,43.19793159473684,-89.5687629368421,n55,355.3250366564191
n55,43.1832008,-89.5538025,
n235,43.19793159473684,-89.5687629368421,n57,4.9579986778011715
n57,43.2052002,-89.5856018,
n235,43.19793159473684,-89.5687629368421,n58,14.666646476999999
n58,43.2067986,-89.5863037,
n235,43.19793159473684,-89.5687629368421,n59,183.33308097
n59,43.2117996,-89.5792007,
n235,43.19793159473684,-89.5687629368421,n154,73.33323240000001
n154,43.1925011,-89.5501022,
n235,43.19793159473684,-89.5687629368421,n160,367.0578935807424
n160,43.2169991,-89.5840988,
n235,43.19793159473684,-89.5687629368421,n172,36.66661620000001
n172,43.2069016,-89.5643997,
n239,43.17999000999999,-89.51180954499999,n55,572.0620934813828
n55,43.1832008,-89.5538025,
n239,43.17999000999999,-89.51180954499999,n80,36.66661620000001
n80,43.1804008,-89.5279007,
n239,43.17999000999999,-89.51180954499999,n81,125.01064430999992
n81,43.1785011,-89.5472031,
n239,43.17999000999999,-89.51180954499999,n155,73.33323240000001
n155,43.196701,-89.530899,
n239,43.17999000999999,-89.51180954499999,n157,73.33323240000001
n157,43.1792984,-89.5178986,
n241,43.1872012,-89.3180669,n141,167.35201075285278
n141,43.1935005,-89.3290024,
n250,43.154980085000005,-89.545925905,n56,1167.7201739701402
n56,43.1701012,-89.5677032,
n250,43.154980085000005,-89.545925905,n60,51.33326268
n60,43.1534996,-89.5519028,
n266,43.065560919999996,-89.53538056,n276,284.77813878762174
n276,43.1263008,-89.5513992,
n268,43.0657997,-89.5438995,n276,49.16944092330088
n276,43.1263008,-89.5513992,
n269,43.0588989,-89.5289993,n276,22.583610992492925
n276,43.1263008,-89.5513992,
n273,43.1757011,-89.5598984,n56,1178.9125668000015
n56,43.1701012,-89.5677032,
n289,43.2672997,-89.419899,n123,73.33323240000001
n123,43.2717018,-89.4229965,
n289,43.2672997,-89.419899,n174,73.33323240000001
n174,43.2565994,-89.441803,
n290,43.2882004,-89.450798,n124,146.66646477
n124,43.2831001,-89.4509964,
