To,Latitude,Longtitude,From,Flow
n182,43.2703919076923,-89.38957684615386,n289,586.6508603229978
n289,43.2672997,-89.419899,
n183,43.28458499,-89.3896656,n289,1380.7718929175596
n289,43.2672997,-89.419899,
n186,43.280940064999996,-89.43283004,n116,36.66661620000001
n116,43.2714996,-89.461998,
n186,43.280940064999996,-89.43283004,n123,73.33323240000001
n123,43.2717018,-89.4229965,
n186,43.280940064999996,-89.43283004,n124,146.66646477
n124,43.2831001,-89.4509964,
n186,43.280940064999996,-89.43283004,n290,1959.295321824071
n290,43.2882004,-89.450798,
n187,43.27253036,-89.2871048,n128,146.66646477
n128,43.2765999,-89.3035965,
n187,43.27253036,-89.2871048,n130,217.5728113799987
n130,43.2755013,-89.2863998,
n187,43.27253036,-89.2871048,n131,146.66646477
n131,43.2748985,-89.2835007,
n187,43.27253036,-89.2871048,n153,73.33323240000001
n153,43.2677994,-89.2730026,
n189,43.2535624625,-89.29241895625,n139,748.2066827812633
n139,43.2537994,-89.3167038,
n190,43.270245364999994,-89.36802063500001,n164,21.999969717
n164,43.2700005,-89.346199,
n190,43.270245364999994,-89.36802063500001,n289,936.2829042949157
n289,43.2672997,-89.419899,
n193,43.26832503,-89.45726051999999,n114,109.99984857
n114,43.2639999,-89.4701004,
n193,43.26832503,-89.45726051999999,n115,146.66646477
n115,43.2668991,-89.4732971,
n193,43.26832503,-89.45726051999999,n173,73.33323240000001
n173,43.2470016,-89.5035019,
n194,43.266665265,-89.43657951,n97,625.509041563244
n97,43.2271996,-89.4910965,
n194,43.266665265,-89.43657951,n98,65.15639929756969
n98,43.2233009,-89.4953003,
n194,43.266665265,-89.43657951,n108,51.33326268
n108,43.2425995,-89.5072021,
n194,43.266665265,-89.43657951,n112,73.33323240000001
n112,43.2495995,-89.4677963,
n194,43.266665265,-89.43657951,n113,73.33323240000001
n113,43.2509995,-89.4654007,
n194,43.266665265,-89.43657951,n117,36.66661620000001
n117,43.2509995,-89.4849014,
n194,43.266665265,-89.43657951,n122,183.33308097
n122,43.2495995,-89.4573975,
n194,43.266665265,-89.43657951,n125,128.33315667
n125,43.2545013,-89.4505997,
n194,43.266665265,-89.43657951,n174,73.33323240000001
n174,43.2565994,-89.441803,
n195,43.256899825,-89.29017447500001,n129,121.69988681280427
n129,43.2681999,-89.2957993,
n196,43.260880279999995,-89.30527992,n127,293.33292954
n127,43.2733994,-89.3263016,
n196,43.260880279999995,-89.30527992,n177,219.99969717
n177,43.277401,-89.3097992,
n197,43.25651036000001,-89.3901291,n126,359.33283876
n126,43.2602005,-89.4029999,
n197,43.25651036000001,-89.3901291,n132,110.37961364403503
n132,43.2481003,-89.392601,
n197,43.25651036000001,-89.3901291,n289,511.0962060408174
n289,43.2672997,-89.419899,
n198,43.2509003,-89.3914032,n132,36.286851125964965
n132,43.2481003,-89.392601,
n199,43.25260486,-89.43900527,n96,1011.6397768594776
n96,43.2305984,-89.4702988,
n199,43.25260486,-89.43900527,n98,154.8432978724303
n98,43.2233009,-89.4953003,
n199,43.25260486,-89.43900527,n111,73.33323240000001
n111,43.2363014,-89.4637985,
n199,43.25260486,-89.43900527,n121,36.66661620000001
n121,43.2391014,-89.4505005,
n199,43.25260486,-89.43900527,n291,696.6657078
n291,43.2456017,-89.4372025,
n200,43.250549525,-89.2900196,n138,307.99957589999997
n138,43.2388,-89.3188019,
n200,43.250549525,-89.2900196,n139,539.9120517360996
n139,43.2537994,-89.3167038,
n200,43.250549525,-89.2900196,n149,146.66646477
n149,43.2550011,-89.2838974,
n200,43.250549525,-89.2900196,n178,146.66646477
n178,43.2498016,-89.2911987,
n201,43.24267997,-89.481310645,n109,36.66661620000001
n109,43.2416,-89.4819031,
n201,43.24267997,-89.481310645,n110,73.33323240000001
n110,43.2389984,-89.4828033,
n202,43.23933544500001,-89.371870805,n163,36.66661620000001
n163,43.2369003,-89.3796005,
n202,43.23933544500001,-89.371870805,n176,36.66661620000001
n176,43.2331009,-89.3785019,
n203,43.240095135000004,-89.27604447000002,n145,146.66646477
n145,43.2318993,-89.2662964,
n203,43.240095135000004,-89.27604447000002,n147,1.2143314109845846
n147,43.2223015,-89.2819977,
n203,43.240095135000004,-89.27604447000002,n150,91.66654046999997
n150,43.2389984,-89.2774963,
n203,43.240095135000004,-89.27604447000002,n151,183.33308097
n151,43.2490005,-89.2640991,
n203,43.240095135000004,-89.27604447000002,n152,36.66661620000001
n152,43.25,-89.254097,
n204,43.22707003,-89.39067420999999,n92,109.99984857
n92,43.225399,-89.4225998,
n204,43.22707003,-89.39067420999999,n134,1146.26239526149
n134,43.2190018,-89.4064026,
n204,43.22707003,-89.39067420999999,n135,18.333308097
n135,43.2200012,-89.4132004,
n204,43.22707003,-89.39067420999999,n137,109.99984857
n137,43.2249985,-89.4007034,
n207,43.22977484500001,-89.29672012500001,n148,219.99969717
n148,43.2263985,-89.2979965,
n207,43.22977484500001,-89.29672012500001,n179,954.9353116045971
n179,43.2346001,-89.3013,
n207,43.22977484500001,-89.29672012500001,n180,18.333308097
n180,43.2226982,-89.2975998,
n208,43.22387047000001,-89.27383956999999,n146,219.99969717
n146,43.2172012,-89.2781982,
n208,43.22387047000001,-89.27383956999999,n147,145.45213335901542
n147,43.2223015,-89.2819977,
n211,43.216960334999996,-89.25286064000001,n142,73.33323240000001
n142,43.2235985,-89.2497025,
n211,43.216960334999996,-89.25286064000001,n144,36.66661620000001
n144,43.2246017,-89.2553024,
n213,43.23449478,-89.50949973999998,n100,29.333292953999997
n100,43.2232018,-89.507103,
n213,43.23449478,-89.50949973999998,n101,73.33323240000001
n101,43.2308006,-89.5151978,
n213,43.23449478,-89.50949973999998,n102,73.33323240000001
n102,43.2331009,-89.5223999,
n213,43.23449478,-89.50949973999998,n107,73.33323240000001
n107,43.2396011,-89.5149002,
n215,43.22978039,-89.4192955,n93,608.970629598495
n93,43.2275009,-89.4402008,
n215,43.22978039,-89.4192955,n94,25.666631333999998
n94,43.2290001,-89.4532013,
n215,43.22978039,-89.4192955,n95,1371.4650024853095
n95,43.2265015,-89.4605026,
n215,43.22978039,-89.4192955,n136,36.66661620000001
n136,43.2327003,-89.4228973,
n219,43.214164735,-89.324855415,n140,109.99984857
n140,43.2153015,-89.3125,
n219,43.214164735,-89.324855415,n141,115.91275053599598
n141,43.1935005,-89.3290024,
n223,43.221585275,-89.53922041999999,n104,73.33323240000001
n104,43.2237015,-89.5258026,
n223,43.221585275,-89.53922041999999,n106,146.66646477
n106,43.2361984,-89.5394974,
n224,43.2142982,-89.2401962,n143,37.58717979133626
n143,43.2246017,-89.2434998,
n225,43.21395016500001,-89.43298606999998,n88,596.1498750224663
n88,43.2192993,-89.4787979,
n225,43.21395016500001,-89.43298606999998,n89,733.3323238499999
n89,43.2144012,-89.4497986,
n226,43.19154978125,-89.2658877375,n165,73.33323240000001
n165,43.2038994,-89.292099,
n228,43.205701166666664,-89.55810036666666,n172,5.878515840489951
n172,43.2069016,-89.5643997,
n229,43.212125195,-89.56138955000003,n86,919.9746971700001
n86,43.2262993,-89.5859985,
n229,43.212125195,-89.56138955000003,n87,626.0782008909682
n87,43.2167015,-89.5633011,
n231,43.2007904,-89.355794905,n162,570.8427594098895
n162,43.214901,-89.3760986,
n231,43.2007904,-89.355794905,n175,73.33323240000001
n175,43.2088013,-89.3968964,
n231,43.2007904,-89.355794905,n285,366.666162
n285,43.2074013,-89.4147034,
