Market player,Profit (million $ /year),If involved?
d8593,0.0,No
d8594,0.0,No
d8595,0.0,No
d8596,0.0,No
d8597,0.0,No
d8598,0.0,No
d8599,0.0,No
d8600,0.0,No
d8601,0.0,No
d8602,0.0,No
d8603,0.0,No
d8604,0.0,No
d8605,0.0,No
d8606,0.0,No
d8607,0.0,No
d8608,0.0,No
d8609,0.0,No
d8610,0.0,No
d8611,0.0,No
d8612,0.0,No
d8613,0.0,No
d8614,0.0,No
d8615,0.0,No
d8616,0.0,No
d8617,0.0,No
d8618,0.0,No
d8619,0.0,No
d8620,0.0,No
d8621,0.0,No
d8622,0.0,No
d8623,0.0,No
d8624,0.0,No
d8625,0.0,No
d8626,0.0,No
d8627,0.0,No
d8628,0.0,No
d8629,0.0,No
d8630,0.0,No
d8631,0.0,No
d8632,0.0,No
d8633,0.0,No
d8634,0.0,No
d8635,0.0,No
d8636,0.0,No
d8637,0.0,No
d8638,0.0,No
d8639,0.0,No
d8640,0.0,No
d8641,0.0,No
d8642,0.0,No
d8643,0.0,No
d8644,0.0,No
d8645,0.0,No
d8646,0.0,No
d8647,0.0,No
d8648,0.0,No
d8649,0.0,No
d8650,0.0,No
d8651,0.0,No
d8652,0.0,No
d8653,0.0,No
d8654,0.0,No
d8655,0.0,No
d8656,0.0,No
d8657,0.0,No
d8658,0.0,No
d8659,0.0,No
d8660,0.0,No
d8661,0.0,No
d8662,0.0,No
d8663,0.0,No
d8664,0.0,No
d8665,0.0,No
d8666,0.0,No
d8667,0.0,No
d8668,0.0,No
d8669,0.0,No
d8670,0.0,No
d8671,0.0,No
d8672,0.0,No
d8673,0.0,No
d8674,0.0,No
d8675,0.0,No
d8676,0.0,No
d8677,0.0,No
d8678,0.0,No
d8679,0.0,No
d8680,0.0,No
d8681,0.0,No
d8682,0.0,No
d8683,0.0,No
d8684,0.0,No
d8685,0.0,No
d8686,0.0,No
d8687,0.0,No
d8688,0.0,No
d8689,0.0,No
d8690,0.0,No
d8691,0.0,No
d8692,0.0,No
d8693,0.0,No
d8694,0.0,No
d8695,0.0,No
d8696,0.0,No
d8697,0.0,No
d8698,0.0,No
d8699,0.0,No
d8700,0.0,No
d8701,0.0,No
d8702,0.0,No
d8703,0.0,No
d8704,0.0,No
d8705,0.0,No
d8706,0.0,No
d8707,0.0,No
d8708,0.0,No
d8709,0.0,No
d8710,0.0,No
d8711,0.0,No
d8712,0.0,No
d8713,0.0,No
d8714,0.0,No
d8715,0.0,No
d8716,0.0,No
d8717,0.0,No
d8718,0.0,No
d8719,0.0,No
d8720,0.0,No
d8721,0.0,No
d8722,0.0,No
d8723,0.0,No
d8724,0.0,No
d8725,0.0,No
d8726,0.0,No
d8727,0.0,No
d8728,0.0,No
d8729,0.0,No
d8730,0.0,No
d8731,0.0,No
d8732,0.0,No
d8733,0.0,No
d8734,0.0,No
d8735,0.0,No
d8736,0.0,No
d8737,0.0,No
d8738,0.0,No
d8739,0.0,No
d8740,0.0,No
d8741,0.0,No
d8742,0.0,No
d8743,0.0,No
d8744,0.0,No
d8745,0.0,No
d8746,0.0,No
d8747,0.0,No
d8748,0.0,No
d8749,0.0,No
d8750,0.0,No
d8751,0.0,No
d8752,0.0,No
d8753,0.0,No
d8754,0.0,No
d8755,0.0,No
d8756,0.0,No
d8757,0.0,No
d8758,0.0,No
d8759,0.0,No
d8760,0.0,No
d8761,0.0,No
d8762,0.0,No
d8763,0.0,No
d8764,0.0,No
d8765,0.0,No
d8766,0.0,No
d8767,0.0,No
d8768,0.0,No
d8769,0.0,No
d8770,0.0,No
d8771,0.0,No
d8772,0.0,No
d8773,0.0,No
d8774,0.0,No
d8775,0.0,No
d8776,0.0,No
d8777,0.0,No
d8778,0.0,No
d8779,0.0,No
d8780,0.0,No
d8781,0.0,No
d8782,0.0,No
d8783,0.0,No
d8784,0.0,No
d8785,0.0,No
d8786,0.0,No
d8787,0.0,No
d8788,0.0,No
d8789,0.0,No
d8790,0.0,No
d8791,0.0,No
d8792,0.0,No
d8793,0.0,No
d8794,0.0,No
d8795,0.0,No
d8796,0.0,No
d8797,0.0,No
d8798,0.0,No
d8799,0.0,No
d8800,0.0,No
d8801,0.0,No
d8802,0.0,No
d8803,0.0,No
d8804,0.0,No
d8805,0.0,No
d8806,0.0,No
d8807,0.0,No
d8808,0.0,No
d8809,0.0,No
d8810,0.0,No
d8811,0.0,No
d8812,0.0,No
d8813,0.0,No
d8814,0.0,No
d8815,0.0,No
d8816,0.0,No
d8817,0.0,No
d8818,0.0,No
d8819,0.0,No
d8820,0.0,No
d8821,0.0,No
d8822,0.0,No
d8823,0.0,No
d8824,0.0,No
d8825,0.0,No
d8826,0.0,No
d8827,0.0,No
d8828,0.0,No
d8829,0.0,No
d8830,0.0,No
d8831,0.0,No
d8832,0.0,No
d8833,0.0,No
d8834,0.0,No
d8835,0.0,No
d8836,0.0,No
d8837,0.0,No
d8838,0.0,No
d8839,0.0,No
d8840,0.0,No
d8841,0.0,No
d8842,0.0,No
d8843,0.0,No
d8844,0.0,No
d8845,0.0,No
d8846,0.0,No
d8847,0.0,No
d8848,0.0,No
d8849,0.0,No
d8850,0.0,No
d8851,0.0,No
d8852,0.0,No
d8853,0.0,No
d8854,0.0,No
d8855,0.0,No
d8856,0.0,No
d8857,0.0,No
d8858,0.0,No
d8859,0.0,No
d8860,0.0,No
d8861,0.0,No
d8862,0.0,No
d8863,0.0,No
d8864,0.0,No
d8865,0.0,No
d8866,0.0,No
d8867,0.0,No
d8868,0.0,No
d8869,0.0,No
d8870,0.0,No
d8871,0.0,No
d8872,0.0,No
d8873,0.0,No
d8874,0.0,No
d8875,0.0,No
d8876,0.0,No
d8877,0.0,No
d8878,0.0,No
d8879,0.0,No
d8880,0.0,No
d8881,0.0,No
d8882,0.0,No
d8883,0.0,No
d8884,0.0,No
d8885,0.0,No
d8886,0.0,No
d8887,0.0,No
d8888,0.0,No
d8889,0.0,No
d8890,0.0,No
d8891,0.0,No
d8892,0.0,No
d8893,0.0,No
d8894,0.0,No
d8895,0.0,No
d8896,0.0,No
d8897,0.0,No
d8898,0.0,No
d8899,0.0,No
d8900,0.0,No
d8901,0.0,No
d8902,0.0,No
d8903,0.0,No
d8904,0.0,No
d8905,0.0,No
d8906,0.0,No
d8907,0.0,No
d8908,0.0,No
d8909,0.0,No
d8910,0.0,No
d8911,0.0,No
d8912,0.0,No
d8913,0.0,No
d8914,0.0,No
d8915,0.0,No
d8916,0.0,No
d8917,0.0,No
d8918,0.0,No
d8919,0.0,No
d8920,0.0,No
d8921,0.0,No
d8922,0.0,No
d8923,0.0,No
d8924,0.0,No
d8925,0.0,No
d8926,0.0,No
d8927,0.0,No
d8928,0.0,No
d8929,0.0,No
d8930,0.0,No
d8931,0.0,No
d8932,0.0,No
d8933,0.0,No
d8934,0.0,No
d8935,0.0,No
d8936,0.0,No
d8937,0.0,No
d8938,0.0,No
d8939,0.0,No
d8940,0.0,No
d8941,0.0,No
d8942,0.0,No
d8943,0.0,No
d8944,0.0,No
d8945,0.0,No
d8946,0.0,No
d8947,0.0,No
d8948,0.0,No
d8949,0.0,No
d8950,0.0,No
d8951,0.0,No
d8952,0.0,No
d8953,0.0,No
d8954,0.0,No
d8955,0.0,No
d8956,0.0,No
d8957,0.0,No
d8958,0.0,No
d8959,0.0,No
d8960,0.0,No
d8961,0.0,No
d8962,0.0,No
d8963,0.0,No
d8964,0.0,No
d8965,0.0,No
d8966,0.0,No
d8967,0.0,No
d8968,0.0,No
d8969,0.0,No
d8970,0.0,No
d8971,0.0,No
d8972,0.0,No
d8973,0.0,No
d8974,0.0,No
d8975,0.0,No
d8976,0.0,No
d8977,0.0,No
d8978,0.0,No
d8979,0.0,No
d8980,0.0,No
d8981,0.0,No
d8982,0.0,No
d8983,0.0,No
d8984,0.0,No
d8985,0.0,No
d8986,0.0,No
d8987,0.0,No
d8988,0.0,No
d8989,0.0,No
d8990,0.0,No
d8991,0.0,No
d8992,0.0,No
d8993,0.0,No
d8994,0.0,No
d8995,0.0,No
d8996,0.0,No
d8997,0.0,No
d8998,0.0,No
d8999,0.0,No
d9000,0.0,No
d9001,0.0,No
d9002,0.0,No
d9003,0.0,No
d9004,0.0,No
d9005,0.0,No
d9006,0.0,No
d9007,0.0,No
d9008,0.0,No
d9009,0.0,No
d9010,0.0,No
d9011,0.0,No
d9012,0.0,No
d9013,0.0,No
d9014,0.0,No
d9015,0.0,No
d9016,0.0,No
d9017,0.0,No
d9018,0.0,No
d9019,0.0,No
d9020,0.0,No
d9021,0.0,No
d9022,0.0,No
d9023,0.0,No
d9024,0.0,No
d9025,0.0,No
d9026,0.0,No
d9027,0.0,No
d9028,0.0,No
d9029,0.0,No
d9030,0.0,No
d9031,0.0,No
d9032,0.0,No
d9033,0.0,No
d9034,0.0,No
d9035,0.0,No
d9036,0.0,No
d9037,0.0,No
d9038,0.0,No
d9039,0.0,No
d9040,0.0,No
d9041,0.0,No
d9042,0.0,No
d9043,0.0,No
d9044,0.0,No
d9045,0.0,No
d9046,0.0,No
d9047,0.0,No
d9048,0.0,No
d9049,0.0,No
d9050,0.0,No
d9051,0.0,No
d9052,0.0,No
d9053,0.0,No
d9054,0.0,No
d9055,0.0,No
d9056,0.0,No
d9057,0.0,No
d9058,0.0,No
d9059,0.0,No
d9060,0.0,No
d9061,0.0,No
d9062,0.0,No
d9063,0.0,No
d9064,0.0,No
d9065,0.0,No
d9066,0.0,No
d9067,0.0,No
d9068,0.0,No
d9069,0.0,No
d9070,0.0,No
d9071,0.0,No
d9072,0.0,No
d9073,0.0,No
d9074,0.0,No
d9075,0.0,No
d9076,0.0,No
d9077,0.0,No
d9078,0.0,No
d9079,0.0,No
d9080,0.0,No
d9081,0.0,No
d9082,0.0,No
d9083,0.0,No
d9084,0.0,No
d9085,0.0,No
d9086,0.0,No
d9087,0.0,No
d9088,0.0,No
d9089,0.0,No
d9090,0.0,No
d9091,0.0,No
d9092,0.0,No
d9093,0.0,No
d9094,0.0,No
d9095,0.0,No
d9096,0.0,No
d9097,0.0,No
d9098,0.0,No
d9099,0.0,No
d9100,0.0,No
d9101,0.0,No
d9102,0.0,No
d9103,0.0,No
d9104,0.0,No
d9105,0.0,No
d9106,0.0,No
d9107,0.0,No
d9108,0.0,No
d9109,0.0,No
d9110,0.0,No
d9111,0.0,No
d9112,0.0,No
d9113,0.0,No
d9114,0.0,No
d9115,0.0,No
d9116,0.0,No
d9117,0.0,No
d9118,0.0,No
d9119,0.0,No
d9120,0.0,No
d9121,0.0,No
d9122,0.0,No
d9123,0.0,No
d9124,0.0,No
d9125,0.0,No
d9126,0.0,No
d9127,0.0,No
d9128,0.0,No
d9129,0.0,No
d9130,0.0,No
d9131,0.0,No
d9132,0.0,No
d9133,0.0,No
d9134,0.0,No
d9135,0.0,No
d9136,0.0,No
d9137,0.0,No
d9138,0.0,No
d9139,0.0,No
d9140,0.0,No
d9141,0.0,No
d9142,0.0,No
d9143,0.0,No
d9144,0.0,No
d9145,0.0,No
d9146,0.0,No
d9147,0.0,No
d9148,0.0,No
d9149,0.0,No
d9150,0.0,No
d9151,0.0,No
d9152,0.0,No
d9153,0.0,No
d9154,0.0,No
d9155,0.0,No
d9156,0.0,No
d9157,0.0,No
d9158,0.0,No
d9159,0.0,No
d9160,0.0,No
d9161,0.0,No
d9162,0.0,No
d9163,0.0,No
d9164,0.0,No
d9165,0.0,No
d9166,0.0,No
d9167,0.0,No
d9168,0.0,No
d9169,0.0,No
d9170,0.0,No
d9171,0.0,No
d9172,0.0,No
d9173,0.0,No
d9174,0.0,No
d9175,0.0,No
d9176,0.0,No
d9177,0.0,No
d9178,0.0,No
d9179,0.0,No
d9180,0.0,No
d9181,0.0,No
d9182,0.0,No
d9183,0.0,No
d9184,0.0,No
d9185,0.0,No
d9186,0.0,No
d9187,0.0,No
d9188,0.0,No
d9189,0.0,No
d9190,0.0,No
d9191,0.0,No
d9192,0.0,No
d9193,0.0,No
d9194,0.0,No
d9195,0.0,No
d9196,0.0,No
d9197,0.0,No
d9198,0.0,No
d9199,0.0,No
d9200,0.0,No
d9201,0.0,No
d9202,0.0,No
d9203,0.0,No
d9204,0.0,No
d9205,0.0,No
d9206,0.0,No
d9207,0.0,No
d9208,0.0,No
d9209,0.0,No
d9210,0.0,No
d9211,0.0,No
d9212,0.0,No
d9213,0.0,No
d9214,0.0,No
d9215,0.0,No
d9216,0.0,No
d9217,0.0,No
d9218,0.0,No
d9219,0.0,No
d9220,0.0,No
d9221,0.0,No
d9222,0.0,No
d9223,0.0,No
d9224,0.0,No
d9225,0.0,No
d9226,0.0,No
d9227,0.0,No
d9228,0.0,No
d9229,0.0,No
d9230,0.0,No
d9231,0.0,No
d9232,0.0,No
d9233,0.0,No
d9234,0.0,No
d9235,0.0,No
d9236,0.0,No
d9237,0.0,No
d9238,0.0,No
d9239,0.0,No
d9240,0.0,No
d9241,0.0,No
d9242,0.0,No
d9243,0.0,No
d9244,0.0,No
d9245,0.0,No
d9246,0.0,No
d9247,0.0,No
d9248,0.0,No
d9249,0.0,No
d9250,0.0,No
d9251,0.0,No
d9252,0.0,No
d9253,0.0,No
d9254,0.0,No
d9255,0.0,No
d9256,0.0,No
d9257,0.0,No
d9258,0.0,No
d9259,0.0,No
d9260,0.0,No
d9261,0.0,No
d9262,0.0,No
d9263,0.0,No
d9264,0.0,No
d9265,0.0,No
d9266,0.0,No
d9267,0.0,No
d9268,0.0,No
d9269,0.0,No
d9270,0.0,No
d9271,0.0,No
d9272,0.0,No
d9273,0.0,No
d9274,0.0,No
d9275,0.0,No
d9276,0.0,No
d9277,0.0,No
d9278,0.0,No
d9279,0.0,No
d9280,0.0,No
d9281,0.0,No
d9282,0.0,No
d9283,0.0,No
d9284,0.0,No
d9285,0.0,No
d9286,0.0,No
d9287,0.0,No
d9288,0.0,No
d9289,0.0,No
d9290,0.0,No
d9291,0.0,No
d9292,0.0,No
d9293,0.0,No
d9294,0.0,No
d9295,0.0,No
d9296,0.0,No
d9297,0.0,No
d9298,0.0,No
d9299,0.0,No
d9300,0.0,No
d9301,0.0,No
d9302,0.0,No
d9303,0.0,No
d9304,0.0,No
d9305,0.0,No
d9306,0.0,No
d9307,0.0,No
d9308,0.0,No
d9309,0.0,No
d9310,0.0,No
d9311,0.0,No
d9312,0.0,No
d9313,0.0,No
d9314,0.0,No
d9315,0.0,No
d9316,0.0,No
d9317,0.0,No
d9318,0.0,No
d9319,0.0,No
d9320,0.0,No
d9321,0.0,No
d9322,0.0,No
d9323,0.0,No
d9324,0.0,No
d9325,0.0,No
d9326,0.0,No
d9327,0.0,No
d9328,0.0,No
d9329,0.0,No
d9330,0.0,No
d9331,0.0,No
d9332,0.0,No
d9333,0.0,No
d9334,0.0,No
d9335,0.0,No
d9336,0.0,No
d9337,0.0,No
d9338,0.0,No
d9339,0.0,No
d9340,0.0,No
d9341,0.0,No
d9342,0.0,No
d9343,0.0,No
d9344,0.0,No
d9345,0.0,No
d9346,0.0,No
d9347,0.0,No
d9348,0.0,No
d9349,0.0,No
d9350,0.0,No
d9351,0.0,No
d9352,0.0,No
d9353,0.0,No
d9354,0.0,No
d9355,0.0,No
d9356,0.0,No
d9357,0.0,No
d9358,0.0,No
d9359,0.0,No
d9360,0.0,No
d9361,0.0,No
d9362,0.0,No
d9363,0.0,No
d9364,0.0,No
d9365,0.0,No
d9366,0.0,No
d9367,0.0,No
d9368,0.0,No
d9369,0.0,No
d9370,0.0,No
d9371,0.0,No
d9372,0.0,No
d9373,0.0,No
d9374,0.0,No
d9375,0.0,No
d9376,0.0,No
d9377,0.0,No
d9378,0.0,No
d9379,0.0,No
d9380,0.0,No
d9381,0.0,No
d9382,0.0,No
d9383,0.0,No
d9384,0.0,No
d9385,0.0,No
d9386,0.0,No
d9387,0.0,No
d9388,0.0,No
d9389,0.0,No
d9390,0.0,No
d9391,0.0,No
d9392,0.0,No
d9393,0.0,No
d9394,0.0,No
d9395,0.0,No
d9396,0.0,No
d9397,0.0,No
d9398,0.0,No
d9399,0.0,No
d9400,0.0,No
d9401,0.0,No
d9402,0.0,No
d9403,0.0,No
d9404,0.0,No
d9405,0.0,No
d9406,0.0,No
d9407,0.0,No
d9408,0.0,No
d9409,0.0,No
d9410,0.0,No
d9411,0.0,No
d9412,0.0,No
d9413,0.0,No
d9414,0.0,No
d9415,0.0,No
d9416,0.0,No
d9417,0.0,No
d9418,0.0,No
d9419,0.0,No
d9420,0.0,No
d9421,0.0,No
d9422,0.0,No
d9423,0.0,No
d9424,0.0,No
d9425,0.0,No
d9426,0.0,No
d9427,0.0,No
d9428,0.0,No
d9429,0.0,No
d9430,0.0,No
d9431,0.0,No
d9432,0.0,No
d9433,0.0,No
d9434,0.0,No
d9435,0.0,No
d9436,0.0,No
d9437,0.0,No
d9438,0.0,No
d9439,0.0,No
d9440,0.0,No
d9441,0.0,No
d9442,0.0,No
d9443,0.0,No
d9444,0.0,No
d9445,0.0,No
d9446,0.0,No
d9447,0.0,No
d9448,0.0,No
d9449,0.0,No
d9450,0.0,No
d9451,0.0,No
d9452,0.0,No
d9453,0.0,No
d9454,0.0,No
d9455,0.0,No
d9456,0.0,No
d9457,0.0,No
d9458,0.0,No
d9459,0.0,No
d9460,0.0,No
d9461,0.0,No
d9462,0.0,No
d9463,0.0,No
d9464,0.0,No
d9465,0.0,No
d9466,0.0,No
d9467,0.0,No
d9468,0.0,No
d9469,0.0,No
d9470,0.0,No
d9471,0.0,No
d9472,0.0,No
d9473,0.0,No
d9474,0.0,No
d9475,0.0,No
d9476,0.0,No
d9477,0.0,No
d9478,0.0,No
d9479,0.0,No
d9480,0.0,No
d9481,0.0,No
d9482,0.0,No
d9483,0.0,No
d9484,0.0,No
d9485,0.0,No
d9486,0.0,No
d9487,0.0,No
d9488,0.0,No
d9489,0.0,No
d9490,0.0,No
d9491,0.0,No
d9492,0.0,No
d9493,0.0,No
d9494,0.0,No
d9495,0.0,No
d9496,0.0,No
d9497,0.0,No
d9498,0.0,No
d9499,0.0,No
d9500,0.0,No
d9501,0.0,No
d9502,0.0,No
d9503,0.0,No
d9504,0.0,No
d9505,0.0,No
d9506,0.0,No
d9507,0.0,No
d9508,0.0,No
d9509,0.0,No
d9510,0.0,No
d9511,0.0,No
d9512,0.0,No
d9513,0.0,No
d9514,0.0,No
d9515,0.0,No
d9516,0.0,No
d9517,0.0,No
d9518,0.0,No
d9519,0.0,No
d9520,0.0,No
d9521,0.0,No
d9522,0.0,No
d9523,0.0,No
d9524,0.0,No
d9525,0.0,No
d9526,0.0,No
d9527,0.0,No
d9528,0.0,No
d9529,0.0,No
d9530,0.0,No
d9531,0.0,No
d9532,0.0,No
d9533,0.0,No
d9534,0.0,No
d9535,0.0,No
d9536,0.0,No
d9537,0.0,No
d9538,0.0,No
d9539,0.0,No
d9540,0.0,No
d9541,0.0,No
d9542,0.0,No
d9543,0.0,No
d9544,0.0,No
d9545,0.0,No
d9546,0.0,No
d9547,0.0,No
d9548,0.0,No
d9549,0.0,No
d9550,0.0,No
d9551,0.0,No
d9552,0.0,No
d9553,0.0,No
d9554,0.0,No
d9555,0.0,No
d9556,0.0,No
d9557,0.0,No
d9558,0.0,No
d9559,0.0,No
d9560,0.0,No
d9561,0.0,No
d9562,0.0,No
d9563,0.0,No
d9564,0.0,No
d9565,0.0,No
d9566,0.0,No
d9567,0.0,No
d9568,0.0,No
d9569,0.0,No
d9570,0.0,No
d9571,0.0,No
d9572,0.0,No
d9573,0.0,No
d9574,0.0,No
d9575,0.0,No
d9576,0.0,No
d9577,0.0,No
d9578,0.0,No
d9579,0.0,No
d9580,0.0,No
d9581,0.0,No
d9582,0.0,No
d9583,0.0,No
d9584,0.0,No
d9585,0.0,No
d9586,0.0,No
d9587,0.0,No
d9588,0.0,No
d9589,0.0,No
d9590,0.0,No
d9591,0.0,No
d9592,0.0,No
d9593,0.0,No
d9594,0.0,No
d9595,0.0,No
d9596,0.0,No
d9597,0.0,No
d9598,0.0,No
d9599,0.0,No
d9600,0.0,No
d9601,0.0,No
d9602,0.0,No
d9603,0.0,No
d9604,0.0,No
d9605,0.0,No
d9606,0.0,No
d9607,0.0,No
d9608,0.0,No
d9609,0.0,No
d9610,0.0,No
d9611,0.0,No
d9612,0.0,No
d9613,0.0,No
d9614,0.0,No
d9615,0.0,No
d9616,0.0,No
d9617,0.0,No
d9618,0.0,No
d9619,0.0,No
d9620,0.0,No
d9621,0.0,No
d9622,0.0,No
d9623,0.0,No
d9624,0.0,No
d9625,0.0,No
d9626,0.0,No
d9627,0.0,No
d9628,0.0,No
d9629,0.0,No
d9630,0.0,No
d9631,0.0,No
d9632,0.0,No
d9633,0.0,No
d9634,0.0,No
d9635,0.0,No
d9636,0.0,No
d9637,0.0,No
d9638,0.0,No
d9639,0.0,No
d9640,0.0,No
d9641,0.0,No
d9642,0.0,No
d9643,0.0,No
d9644,0.0,No
d9645,0.0,No
d9646,0.0,No
d9647,0.0,No
d9648,0.0,No
d9649,0.0,No
d9650,0.0,No
d9651,0.0,No
d9652,0.0,No
d9653,0.0,No
d9654,0.0,No
d9655,0.0,No
d9656,0.0,No
d9657,0.0,No
d9658,0.0,No
d9659,0.0,No
d9660,0.0,No
d9661,0.0,No
d9662,0.0,No
d9663,0.0,No
d9664,0.0,No
d9665,0.0,No
d9666,0.0,No
d9667,0.0,No
d9668,0.0,No
d9669,0.0,No
d9670,0.0,No
d9671,0.0,No
d9672,0.0,No
d9673,0.0,No
d9674,0.0,No
d9675,0.0,No
d9676,0.0,No
d9677,0.0,No
d9678,0.0,No
d9679,0.0,No
d9680,0.0,No
d9681,0.0,No
d9682,0.0,No
d9683,0.0,No
d9684,0.0,No
d9685,0.0,No
d9686,0.0,No
d9687,0.0,No
d9688,0.0,No
d9689,0.0,No
d9690,0.0,No
d9691,0.0,No
d9692,0.0,No
d9693,0.0,No
d9694,0.0,No
d9695,0.0,No
d9696,0.0,No
d9697,0.0,No
d9698,0.0,No
d9699,0.0,No
d9700,0.0,No
d9701,0.0,No
d9702,0.0,No
d9703,0.0,No
d9704,0.0,No
d9705,0.0,No
d9706,0.0,No
d9707,0.0,No
d9708,0.0,No
d9709,0.0,No
d9710,0.0,No
d9711,0.0,No
d9712,0.0,No
d9713,0.0,No
d9714,0.0,No
d9715,0.0,No
d9716,0.0,No
d9717,0.0,No
d9718,0.0,No
d9719,0.0,No
d9720,0.0,No
d9721,0.0,No
d9722,0.0,No
d9723,0.0,No
d9724,0.0,No
d9725,0.0,No
d9726,0.0,No
d9727,0.0,No
d9728,0.0,No
d9729,0.0,No
d9730,0.0,No
d9731,0.0,No
d9732,0.0,No
d9733,0.0,No
d9734,0.0,No
d9735,0.0,No
d9736,0.0,No
d9737,0.0,No
d9738,0.0,No
d9739,0.0,No
d9740,0.0,No
d9741,0.0,No
d9742,0.0,No
d9743,0.0,No
d9744,0.0,No
d9745,0.0,No
d9746,0.0,No
d9747,0.0,No
d9748,0.0,No
d9749,0.0,No
d9750,0.0,No
d9751,0.0,No
d9752,0.0,No
d9753,0.0,No
d9754,0.0,No
d9755,0.0,No
d9756,0.0,No
d9757,0.0,No
d9758,0.0,No
d9759,0.0,No
d9760,0.0,No
d9761,0.0,No
d9762,0.0,No
d9763,0.0,No
d9764,0.0,No
d9765,0.0,No
d9766,0.0,No
d9767,0.0,No
d9768,0.0,No
d9769,0.0,No
d9770,0.0,No
d9771,0.0,No
d9772,0.0,No
d9773,0.0,No
d9774,0.0,No
d9775,0.0,No
d9776,0.0,No
d9777,0.0,No
d9778,0.0,No
d9779,0.0,No
d9780,0.0,No
d9781,0.0,No
d9782,0.0,No
d9783,0.0,No
d9784,0.0,No
d9785,0.0,No
d9786,0.0,No
d9787,0.0,No
d9788,0.0,No
d9789,0.0,No
d9790,0.0,No
d9791,0.0,No
d9792,0.0,No
d9793,0.0,No
d9794,0.0,No
d9795,0.0,No
d9796,0.0,No
d9797,0.0,No
d9798,0.0,No
d9799,0.0,No
d9800,0.0,No
d9801,0.0,No
d9802,0.0,No
d9803,0.0,No
d9804,0.0,No
d9805,0.0,No
d9806,0.0,No
d9807,0.0,No
d9808,0.0,No
d9809,0.0,No
d9810,0.0,No
d9811,0.0,No
d9812,0.0,No
d9813,0.0,No
d9814,0.0,No
d9815,0.0,No
d9816,0.0,No
d9817,0.0,No
d9818,0.0,No
d9819,0.0,No
d9820,0.0,No
d9821,0.0,No
d9822,0.0,No
d9823,0.0,No
d9824,0.0,No
d9825,0.0,No
d9826,0.0,No
d9827,0.0,No
d9828,0.0,No
d9829,0.0,No
d9830,0.0,No
d9831,0.0,No
d9832,0.0,No
d9833,0.0,No
d9834,0.0,No
d9835,0.0,No
d9836,0.0,No
d9837,0.0,No
d9838,0.0,No
d9839,0.0,No
d9840,0.0,No
d9841,0.0,No
d9842,0.0,No
d9843,0.0,No
d9844,0.0,No
d9845,0.0,No
d9846,0.0,No
d9847,0.0,No
d9848,0.0,No
d9849,0.0,No
d9850,0.0,No
d9851,0.0,No
d9852,0.0,No
d9853,0.0,No
d9854,0.0,No
d9855,0.0,No
d9856,0.0,No
d9857,0.0,No
d9858,0.0,No
d9859,0.0,No
d9860,0.0,No
d9861,0.0,No
d9862,0.0,No
d9863,0.0,No
d9864,0.0,No
d9865,0.0,No
d9866,0.0,No
d9867,0.0,No
d9868,0.0,No
d9869,0.0,No
d9870,0.0,No
d9871,0.0,No
d9872,0.0,No
d9873,0.0,No
d9874,0.0,No
d9875,0.0,No
d9876,0.0,No
d9877,0.0,No
d9878,0.0,No
d9879,0.0,No
d9880,0.0,No
d9881,0.0,No
d9882,0.0,No
d9883,0.0,No
d9884,0.0,No
d9885,0.0,No
d9886,0.0,No
d9887,0.0,No
d9888,0.0,No
d9889,0.0,No
d9890,0.0,No
d9891,0.0,No
d9892,0.0,No
d9893,0.0,No
d9894,0.0,No
d9895,0.0,No
d9896,0.0,No
d9897,0.0,No
d9898,0.0,No
d9899,0.0,No
d9900,0.0,No
d9901,0.0,No
d9902,0.0,No
d9903,0.0,No
d9904,0.0,No
d9905,0.0,No
d9906,0.0,No
d9907,0.0,No
d9908,0.0,No
d9909,0.0,No
d9910,0.0,No
d9911,0.0,No
d9912,0.0,No
d9913,0.0,No
d9914,0.0,No
d9915,0.0,No
d9916,0.0,No
d9917,0.0,No
d9918,0.0,No
d9919,0.0,No
d9920,0.0,No
d9921,0.0,No
d9922,0.0,No
d9923,0.0,No
d9924,0.0,No
d9925,0.0,No
d9926,0.0,No
d9927,0.0,No
d9928,0.0,No
d9929,0.0,No
d9930,0.0,No
d9931,0.0,No
d9932,0.0,No
d9933,0.0,No
d9934,0.0,No
d9935,0.0,No
d9936,0.0,No
d9937,0.0,No
d9938,0.0,No
d9939,0.0,No
d9940,0.0,No
d9941,0.0,No
d9942,0.0,No
d9943,0.0,No
d9944,0.0,No
d9945,0.0,No
d9946,0.0,No
d9947,0.0,No
d9948,0.0,No
d9949,0.0,No
d9950,0.0,No
d9951,0.0,No
d9952,0.0,No
d9953,0.0,No
d9954,0.0,No
d9955,0.0,No
d9956,0.0,No
d9957,0.0,No
d9958,0.0,No
d9959,0.0,No
d9960,0.0,No
d9961,0.0,No
d9962,0.0,No
d9963,0.0,No
d9964,0.0,No
d9965,0.0,No
d9966,0.0,No
d9967,0.0,No
d9968,0.0,No
d9969,0.0,No
d9970,0.0,No
d9971,0.0,No
d9972,0.0,No
d9973,0.0,No
d9974,0.0,No
d9975,0.0,No
d9976,0.0,No
d9977,0.0,No
d9978,0.0,No
d9979,0.0,No
d9980,0.0,No
d9981,0.0,No
d9982,0.0,No
d9983,0.0,No
d9984,0.0,No
d9985,0.0,No
d9986,0.0,No
d9987,0.0,No
d9988,0.0,No
d9989,0.0,No
d9990,0.0,No
