Market player,Profit (million $ /year),If involved?
d3544,0.0,No
d3545,0.0,No
d3546,0.0,No
d3547,0.0,No
d3548,0.0,No
d3549,0.0,No
d3550,0.0,No
d3551,0.0,No
d3552,0.0,No
d3553,0.0,No
d3554,0.0,No
d3555,0.0,No
d3556,0.0,No
d3557,0.0,No
d3558,0.0,No
d3559,0.0,No
d3560,0.0,No
d3561,0.0,No
d3562,0.0,No
d3563,0.0,No
d3564,0.0,No
d3565,0.0,No
d3566,0.0,No
d3567,0.0,No
d3568,0.0,No
d3569,0.0,No
d3570,0.0,No
d3571,0.0,No
d3572,0.0,No
d3573,0.0,No
d3574,0.0,No
d3575,0.0,No
d3576,0.0,No
d3577,0.0,No
d3578,0.0,No
d3579,0.0,No
d3580,0.0,No
d3581,0.0,No
d3582,0.0,No
d3583,0.0,No
d3584,0.0,No
d3585,0.0,No
d3586,0.0,No
d3587,0.0,No
d3588,0.0,No
d3589,0.0,No
d3590,0.0,No
d3591,0.0,No
d3592,0.0,No
d3593,0.0,No
d3594,0.0,No
d3595,0.0,No
d3596,0.0,No
d3597,0.0,No
d3598,0.0,No
d3599,0.0,No
d3600,0.0,No
d3601,0.0,No
d3602,0.0,No
d3603,0.0,No
d3604,0.0,No
d3605,0.0,No
d3606,0.0,No
d3607,0.0,No
d3608,0.0,No
d3609,0.0,No
d3610,0.0,No
d3611,0.0,No
d3612,0.0,No
d3613,0.0,No
d3614,0.0,No
d3615,0.0,No
d3616,0.0,No
d3617,0.0,No
d3618,0.0,No
d3619,0.0,No
d3620,0.0,No
d3621,0.0,No
d3622,0.0,No
d3623,0.0,No
d3624,0.0,No
d3625,0.0,No
d3626,0.0,No
d3627,0.0,No
d3628,0.0,No
d3629,0.0,No
d3630,0.0,No
d3631,0.0,No
d3632,0.0,No
d3633,0.0,No
d3634,0.0,No
d3635,0.0,No
d3636,0.0,No
d3637,0.0,No
d3638,0.0,No
d3639,0.0,No
d3640,0.0,No
d3641,0.0,No
d3642,0.0,No
d3643,0.0,No
d3644,0.0,No
d3645,0.0,No
d3646,0.0,No
d3647,0.0,No
d3648,0.0,No
d3649,0.0,No
d3650,0.0,No
d3651,0.0,No
d3652,0.0,No
d3653,0.0,No
d3654,0.0,No
d3655,0.0,No
d3656,0.0,No
d3657,0.0,No
d3658,0.0,No
d3659,0.0,No
d3660,0.0,No
d3661,0.0,No
d3662,0.0,No
d3663,0.0,No
d3664,0.0,No
d3665,0.0,No
d3666,0.0,No
d3667,0.0,No
d3668,0.0,No
d3669,0.0,No
d3670,0.0,No
d3671,0.0,No
d3672,0.0,No
d3673,0.0,No
d3674,0.0,No
d3675,0.0,No
d3676,0.0,No
d3677,0.0,No
d3678,0.0,No
d3679,0.0,No
d3680,0.0,No
d3681,0.0,No
d3682,0.0,No
d3683,0.0,No
d3684,0.0,No
d3685,0.0,No
d3686,0.0,No
d3687,0.0,No
d3688,0.0,No
d3689,0.0,No
d3690,0.0,No
d3691,0.0,No
d3692,0.0,No
d3693,0.0,No
d3694,0.0,No
d3695,0.0,No
d3696,0.0,No
d3697,0.0,No
d3698,0.0,No
d3699,0.0,No
d3700,0.0,No
d3701,0.0,No
d3702,0.0,No
d3703,0.0,No
d3704,0.0,No
d3705,0.0,No
d3706,0.0,No
d3707,0.0,No
d3708,0.0,No
d3709,0.0,No
d3710,0.0,No
d3711,0.0,No
d3712,0.0,No
d3713,0.0,No
d3714,0.0,No
d3715,0.0,No
d3716,0.0,No
d3717,0.0,No
d3718,0.0,No
d3719,0.0,No
d3720,0.0,No
d3721,0.0,No
d3722,0.0,No
d3723,0.0,No
d3724,0.0,No
d3725,0.0,No
d3726,0.0,No
d3727,0.0,No
d3728,0.0,No
d3729,0.0,No
d3730,0.0,No
d3731,0.0,No
d3732,0.0,No
d3733,0.0,No
d3734,0.0,No
d3735,0.0,No
d3736,0.0,No
d3737,0.0,No
d3738,0.0,No
d3739,0.0,No
d3740,0.0,No
d3741,0.0,No
d3742,0.0,No
d3743,0.0,No
d3744,0.0,No
d3745,0.0,No
d3746,0.0,No
d3747,0.0,No
d3748,0.0,No
d3749,0.0,No
d3750,0.0,No
d3751,0.0,No
d3752,0.0,No
d3753,0.0,No
d3754,0.0,No
d3755,0.0,No
d3756,0.0,No
d3757,0.0,No
d3758,0.0,No
d3759,0.0,No
d3760,0.0,No
d3761,0.0,No
d3762,0.0,No
d3763,0.0,No
d3764,0.0,No
d3765,0.0,No
d3766,0.0,No
d3767,0.0,No
d3768,0.0,No
d3769,0.0,No
d3770,0.0,No
d3771,0.0,No
d3772,0.0,No
d3773,0.0,No
d3774,0.0,No
d3775,0.0,No
d3776,0.0,No
d3777,0.0,No
d3778,0.0,No
d3779,0.0,No
d3780,0.0,No
d3781,0.0,No
d3782,0.0,No
d3783,0.0,No
d3784,0.0,No
d3785,0.0,No
d3786,0.0,No
d3787,0.0,No
d3788,0.0,No
d3789,0.0,No
d3790,0.0,No
d3791,0.0,No
d3792,0.0,No
d3793,0.0,No
d3794,0.0,No
d3795,0.0,No
d3796,0.0,No
d3797,0.0,No
d3798,0.0,No
d3799,0.0,No
d3800,0.0,No
d3801,0.0,No
d3802,0.0,No
d3803,0.0,No
d3804,0.0,No
d3805,0.0,No
d3806,0.0,No
d3807,0.0,No
d3808,0.0,No
d3809,0.0,No
d3810,0.0,No
d3811,0.0,No
d3812,0.0,No
d3813,0.0,No
d3814,0.0,No
d3815,0.0,No
d3816,0.0,No
d3817,0.0,No
d3818,0.0,No
d3819,0.0,No
d3820,0.0,No
d3821,0.0,No
d3822,0.0,No
d3823,0.0,No
d3824,0.0,No
d3825,0.0,No
d3826,0.0,No
d3827,0.0,No
d3828,0.0,No
d3829,0.0,No
d3830,0.0,No
d3831,0.0,No
d3832,0.0,No
d3833,0.0,No
d3834,0.0,No
d3835,0.0,No
d3836,0.0,No
d3837,0.0,No
d3838,0.0,No
d3839,0.0,No
d3840,0.0,No
d3841,0.0,No
d3842,0.0,No
d3843,0.0,No
d3844,0.0,No
d3845,0.0,No
d3846,0.0,No
d3847,0.0,No
d3848,0.0,No
d3849,0.0,No
d3850,0.0,No
d3851,0.0,No
d3852,0.0,No
d3853,0.0,No
d3854,0.0,No
d3855,0.0,No
d3856,0.0,No
d3857,0.0,No
d3858,0.0,No
d3859,0.0,No
d3860,0.0,No
d3861,0.0,No
d3862,0.0,No
d3863,0.0,No
d3864,0.0,No
d3865,0.0,No
d3866,0.0,No
d3867,0.0,No
d3868,0.0,No
d3869,0.0,No
d3870,0.0,No
d3871,0.0,No
d3872,0.0,No
d3873,0.0,No
d3874,0.0,No
d3875,0.0,No
d3876,0.0,No
d3877,0.0,No
d3878,0.0,No
d3879,0.0,No
d3880,0.0,No
d3881,0.0,No
d3882,0.0,No
d3883,0.0,No
d3884,0.0,No
d3885,0.0,No
d3886,0.0,No
d3887,0.0,No
d3888,0.0,No
d3889,0.0,No
d3890,0.0,No
d3891,0.0,No
d3892,0.0,No
d3893,0.0,No
d3894,0.0,No
d3895,0.0,No
d3896,0.0,No
d3897,0.0,No
d3898,0.0,No
d3899,0.0,No
d3900,0.0,No
d3901,0.0,No
d3902,0.0,No
d3903,0.0,No
d3904,0.0,No
d3905,0.0,No
d3906,0.0,No
d3907,0.0,No
d3908,0.0,No
d3909,0.0,No
d3910,0.0,No
d3911,0.0,No
d3912,0.0,No
d3913,0.0,No
d3914,0.0,No
d3915,0.0,No
d3916,0.0,No
d3917,0.0,No
d3918,0.0,No
d3919,0.0,No
d3920,0.0,No
d3921,0.0,No
d3922,0.0,No
d3923,0.0,No
d3924,0.0,No
d3925,0.0,No
d3926,0.0,No
d3927,0.0,No
d3928,0.0,No
d3929,0.0,No
d3930,0.0,No
d3931,0.0,No
d3932,0.0,No
d3933,0.0,No
d3934,0.0,No
d3935,0.0,No
d3936,0.0,No
d3937,0.0,No
d3938,0.0,No
d3939,0.0,No
d3940,0.0,No
d3941,0.0,No
d3942,0.0,No
d3943,0.0,No
d3944,0.0,No
d3945,0.0,No
d3946,0.0,No
d3947,0.0,No
d3948,0.0,No
d3949,0.0,No
d3950,0.0,No
d3951,0.0,No
d3952,0.0,No
d3953,0.0,No
d3954,0.0,No
d3955,0.0,No
d3956,0.0,No
d3957,0.0,No
d3958,0.0,No
d3959,0.0,No
d3960,0.0,No
d3961,0.0,No
d3962,0.0,No
d3963,0.0,No
d3964,0.0,No
d3965,0.0,No
d3966,0.0,No
d3967,0.0,No
d3968,0.0,No
d3969,0.0,No
d3970,0.0,No
d3971,0.0,No
d3972,0.0,No
d3973,0.0,No
d3974,0.0,No
d3975,0.0,No
d3976,0.0,No
d3977,0.0,No
d3978,0.0,No
d3979,0.0,No
d3980,0.0,No
d3981,0.0,No
d3982,0.0,No
d3983,0.0,No
d3984,0.0,No
d3985,0.0,No
d3986,0.0,No
d3987,0.0,No
d3988,0.0,No
d3989,0.0,No
d3990,0.0,No
d3991,0.0,No
d3992,0.0,No
d3993,0.0,No
d3994,0.0,No
d3995,0.0,No
d3996,0.0,No
d3997,0.0,No
d3998,0.0,No
d3999,0.0,No
d4000,0.0,No
d4001,0.0,No
d4002,0.0,No
d4003,0.0,No
d4004,0.0,No
d4005,0.0,No
d4006,0.0,No
d4007,0.0,No
d4008,0.0,No
d4009,0.0,No
d4010,0.0,No
d4011,0.0,No
d4012,0.0,No
d4013,0.0,No
d4014,0.0,No
d4015,0.0,No
d4016,0.0,No
d4017,0.0,No
d4018,0.0,No
d4019,0.0,No
d4020,0.0,No
d4021,0.0,No
d4022,0.0,No
d4023,0.0,No
d4024,0.0,No
d4025,0.0,No
d4026,0.0,No
d4027,0.0,No
d4028,0.0,No
d4029,0.0,No
d4030,0.0,No
d4031,0.0,No
d4032,0.0,No
d4033,0.0,No
d4034,0.0,No
d4035,0.0,No
d4036,0.0,No
d4037,0.0,No
d4038,0.0,No
d4039,0.0,No
d4040,0.0,No
d4041,0.0,No
d4042,0.0,No
d4043,0.0,No
d4044,0.0,No
d4045,0.0,No
d4046,0.0,No
d4047,0.0,No
d4048,0.0,No
d4049,0.0,No
d4050,0.0,No
d4051,0.0,No
d4052,0.0,No
d4053,0.0,No
d4054,0.0,No
d4055,0.0,No
d4056,0.0,No
d4057,0.0,No
d4058,0.0,No
d4059,0.0,No
d4060,0.0,No
d4061,0.0,No
d4062,0.0,No
d4063,0.0,No
d4064,0.0,No
d4065,0.0,No
d4066,0.0,No
d4067,0.0,No
d4068,0.0,No
d4069,0.0,No
d4070,0.0,No
d4071,0.0,No
d4072,0.0,No
d4073,0.0,No
d4074,0.0,No
d4075,0.0,No
d4076,0.0,No
d4077,0.0,No
d4078,0.0,No
d4079,0.0,No
d4080,0.0,No
d4081,0.0,No
d4082,0.0,No
d4083,0.0,No
d4084,0.0,No
d4085,0.0,No
d4086,0.0,No
d4087,0.0,No
d4088,0.0,No
d4089,0.0,No
d4090,0.0,No
d4091,0.0,No
d4092,0.0,No
d4093,0.0,No
d4094,0.0,No
d4095,0.0,No
d4096,0.0,No
d4097,0.0,No
d4098,0.0,No
d4099,0.0,No
d4100,0.0,No
d4101,0.0,No
d4102,0.0,No
d4103,0.0,No
d4104,0.0,No
d4105,0.0,No
d4106,0.0,No
d4107,0.0,No
d4108,0.0,No
d4109,0.0,No
d4110,0.0,No
d4111,0.0,No
d4112,0.0,No
d4113,0.0,No
d4114,0.0,No
d4115,0.0,No
d4116,0.0,No
d4117,0.0,No
d4118,0.0,No
d4119,0.0,No
d4120,0.0,No
d4121,0.0,No
d4122,0.0,No
d4123,0.0,No
d4124,0.0,No
d4125,0.0,No
d4126,0.0,No
d4127,0.0,No
d4128,0.0,No
d4129,0.0,No
d4130,0.0,No
d4131,0.0,No
d4132,0.0,No
d4133,0.0,No
d4134,0.0,No
d4135,0.0,No
d4136,0.0,No
d4137,0.0,No
d4138,0.0,No
d4139,0.0,No
d4140,0.0,No
d4141,0.0,No
d4142,0.0,No
d4143,0.0,No
d4144,0.0,No
d4145,0.0,No
d4146,0.0,No
d4147,0.0,No
d4148,0.0,No
d4149,0.0,No
d4150,0.0,No
d4151,0.0,No
d4152,0.0,No
d4153,0.0,No
d4154,0.0,No
d4155,0.0,No
d4156,0.0,No
d4157,0.0,No
d4158,0.0,No
d4159,0.0,No
d4160,0.0,No
d4161,0.0,No
d4162,0.0,No
d4163,0.0,No
d4164,0.0,No
d4165,0.0,No
d4166,0.0,No
d4167,0.0,No
d4168,0.0,No
d4169,0.0,No
d4170,0.0,No
d4171,0.0,No
d4172,0.0,No
d4173,0.0,No
d4174,0.0,No
d4175,0.0,No
d4176,0.0,No
d4177,0.0,No
d4178,0.0,No
d4179,0.0,No
d4180,0.0,No
d4181,0.0,No
d4182,0.0,No
d4183,0.0,No
d4184,0.0,No
d4185,0.0,No
d4186,0.0,No
d4187,0.0,No
d4188,0.0,No
d4189,0.0,No
d4190,0.0,No
d4191,0.0,No
d4192,0.0,No
d4193,0.0,No
d4194,0.0,No
d4195,0.0,No
d4196,0.0,No
d4197,0.0,No
d4198,0.0,No
d4199,0.0,No
d4200,0.0,No
d4201,0.0,No
d4202,0.0,No
d4203,0.0,No
d4204,0.0,No
d4205,0.0,No
d4206,0.0,No
d4207,0.0,No
d4208,0.0,No
d4209,0.0,No
d4210,0.0,No
d4211,0.0,No
d4212,0.0,No
d4213,0.0,No
d4214,0.0,No
d4215,0.0,No
d4216,0.0,No
d4217,0.0,No
d4218,0.0,No
d4219,0.0,No
d4220,0.0,No
d4221,0.0,No
d4222,0.0,No
d4223,0.0,No
d4224,0.0,No
d4225,0.0,No
d4226,0.0,No
d4227,0.0,No
d4228,0.0,No
d4229,0.0,No
d4230,0.0,No
d4231,0.0,No
d4232,0.0,No
d4233,0.0,No
d4234,0.0,No
d4235,0.0,No
d4236,0.0,No
d4237,0.0,No
d4238,0.0,No
d4239,0.0,No
d4240,0.0,No
d4241,0.0,No
d4242,0.0,No
d4243,0.0,No
d4244,0.0,No
d4245,0.0,No
d4246,0.0,No
d4247,0.0,No
d4248,0.0,No
d4249,0.0,No
d4250,0.0,No
d4251,0.0,No
d4252,0.0,No
d4253,0.0,No
d4254,0.0,No
d4255,0.0,No
d4256,0.0,No
d4257,0.0,No
d4258,0.0,No
d4259,0.0,No
d4260,0.0,No
d4261,0.0,No
d4262,0.0,No
d4263,0.0,No
d4264,0.0,No
d4265,0.0,No
d4266,0.0,No
d4267,0.0,No
d4268,0.0,No
d4269,0.0,No
d4270,0.0,No
d4271,0.0,No
d4272,0.0,No
d4273,0.0,No
d4274,0.0,No
d4275,0.0,No
d4276,0.0,No
d4277,0.0,No
d4278,0.0,No
d4279,0.0,No
d4280,0.0,No
d4281,0.0,No
d4282,0.0,No
d4283,0.0,No
d4284,0.0,No
d4285,0.0,No
d4286,0.0,No
d4287,0.0,No
d4288,0.0,No
d4289,0.0,No
d4290,0.0,No
d4291,0.0,No
d4292,0.0,No
d4293,0.0,No
d4294,0.0,No
d4295,0.0,No
d4296,0.0,No
d4297,0.0,No
d4298,0.0,No
d4299,0.0,No
d4300,0.0,No
d4301,0.0,No
d4302,0.0,No
d4303,0.0,No
d4304,0.0,No
d4305,0.0,No
d4306,0.0,No
d4307,0.0,No
d4308,0.0,No
d4309,0.0,No
d4310,0.0,No
d4311,0.0,No
d4312,0.0,No
d4313,0.0,No
d4314,0.0,No
d4315,0.0,No
d4316,0.0,No
d4317,0.0,No
d4318,0.0,No
d4319,0.0,No
d4320,0.0,No
d4321,0.0,No
d4322,0.0,No
d4323,0.0,No
d4324,0.0,No
d4325,0.0,No
d4326,0.0,No
d4327,0.0,No
d4328,0.0,No
d4329,0.0,No
d4330,0.0,No
d4331,0.0,No
d4332,0.0,No
d4333,0.0,No
d4334,0.0,No
d4335,0.0,No
d4336,0.0,No
d4337,0.0,No
d4338,0.0,No
d4339,0.0,No
d4340,0.0,No
d4341,0.0,No
d4342,0.0,No
d4343,0.0,No
d4344,0.0,No
d4345,0.0,No
d4346,0.0,No
d4347,0.0,No
d4348,0.0,No
d4349,0.0,No
d4350,0.0,No
d4351,0.0,No
d4352,0.0,No
d4353,0.0,No
d4354,0.0,No
d4355,0.0,No
d4356,0.0,No
d4357,0.0,No
d4358,0.0,No
d4359,0.0,No
d4360,0.0,No
d4361,0.0,No
d4362,0.0,No
d4363,0.0,No
d4364,0.0,No
d4365,0.0,No
d4366,0.0,No
d4367,0.0,No
d4368,0.0,No
d4369,0.0,No
d4370,0.0,No
d4371,0.0,No
d4372,0.0,No
d4373,0.0,No
d4374,0.0,No
d4375,0.0,No
d4376,0.0,No
d4377,0.0,No
d4378,0.0,No
d4379,0.0,No
d4380,0.0,No
d4381,0.0,No
d4382,0.0,No
d4383,0.0,No
d4384,0.0,No
d4385,0.0,No
d4386,0.0,No
d4387,0.0,No
d4388,0.0,No
d4389,0.0,No
d4390,0.0,No
d4391,0.0,No
d4392,0.0,No
d4393,0.0,No
d4394,0.0,No
d4395,0.0,No
d4396,0.0,No
d4397,0.0,No
d4398,0.0,No
d4399,0.0,No
d4400,0.0,No
d4401,0.0,No
d4402,0.0,No
d4403,0.0,No
d4404,0.0,No
d4405,0.0,No
d4406,0.0,No
d4407,0.0,No
d4408,0.0,No
d4409,0.0,No
d4410,0.0,No
d4411,0.0,No
d4412,0.0,No
d4413,0.0,No
d4414,0.0,No
d4415,0.0,No
d4416,0.0,No
d4417,0.0,No
d4418,0.0,No
d4419,0.0,No
d4420,0.0,No
d4421,0.0,No
d4422,0.0,No
d4423,0.0,No
d4424,0.0,No
d4425,0.0,No
d4426,0.0,No
d4427,0.0,No
d4428,0.0,No
d4429,0.0,No
d4430,0.0,No
d4431,0.0,No
d4432,0.0,No
d4433,0.0,No
d4434,0.0,No
d4435,0.0,No
d4436,0.0,No
d4437,0.0,No
d4438,0.0,No
d4439,0.0,No
d4440,0.0,No
d4441,0.0,No
d4442,0.0,No
d4443,0.0,No
d4444,0.0,No
d4445,0.0,No
d4446,0.0,No
d4447,0.0,No
d4448,0.0,No
d4449,0.0,No
d4450,0.0,No
d4451,0.0,No
d4452,0.0,No
d4453,0.0,No
d4454,0.0,No
d4455,0.0,No
d4456,0.0,No
d4457,0.0,No
d4458,0.0,No
d4459,0.0,No
d4460,0.0,No
d4461,0.0,No
d4462,0.0,No
d4463,0.0,No
d4464,0.0,No
d4465,0.0,No
d4466,0.0,No
d4467,0.0,No
d4468,0.0,No
d4469,0.0,No
d4470,0.0,No
d4471,0.0,No
d4472,0.0,No
d4473,0.0,No
d4474,0.0,No
d4475,0.0,No
d4476,0.0,No
d4477,0.0,No
d4478,0.0,No
d4479,0.0,No
d4480,0.0,No
d4481,0.0,No
d4482,0.0,No
d4483,0.0,No
d4484,0.0,No
d4485,0.0,No
d4486,0.0,No
d4487,0.0,No
d4488,0.0,No
d4489,0.0,No
d4490,0.0,No
d4491,0.0,No
d4492,0.0,No
d4493,0.0,No
d4494,0.0,No
d4495,0.0,No
d4496,0.0,No
d4497,0.0,No
d4498,0.0,No
d4499,0.0,No
d4500,0.0,No
d4501,0.0,No
d4502,0.0,No
d4503,0.0,No
d4504,0.0,No
d4505,0.0,No
d4506,0.0,No
d4507,0.0,No
d4508,0.0,No
d4509,0.0,No
d4510,0.0,No
d4511,0.0,No
d4512,0.0,No
d4513,0.0,No
d4514,0.0,No
d4515,0.0,No
d4516,0.0,No
d4517,0.0,No
d4518,0.0,No
d4519,0.0,No
d4520,0.0,No
d4521,0.0,No
d4522,0.0,No
d4523,0.0,No
d4524,0.0,No
d4525,0.0,No
d4526,0.0,No
d4527,0.0,No
d4528,0.0,No
d4529,0.0,No
d4530,0.0,No
d4531,0.0,No
d4532,0.0,No
d4533,0.0,No
d4534,0.0,No
d4535,0.0,No
d4536,0.0,No
d4537,0.0,No
d4538,0.0,No
d4539,0.0,No
d4540,0.0,No
d4541,0.0,No
d4542,0.0,No
d4543,0.0,No
d4544,0.0,No
d4545,0.0,No
d4546,0.0,No
d4547,0.0,No
d4548,0.0,No
d4549,0.0,No
d4550,0.0,No
d4551,0.0,No
d4552,0.0,No
d4553,0.0,No
d4554,0.0,No
d4555,0.0,No
d4556,0.0,No
d4557,0.0,No
d4558,0.0,No
d4559,0.0,No
d4560,0.0,No
d4561,0.0,No
d4562,0.0,No
d4563,0.0,No
d4564,0.0,No
d4565,0.0,No
d4566,0.0,No
d4567,0.0,No
d4568,0.0,No
d4569,0.0,No
d4570,0.0,No
d4571,0.0,No
d4572,0.0,No
d4573,0.0,No
d4574,0.0,No
d4575,0.0,No
d4576,0.0,No
d4577,0.0,No
d4578,0.0,No
d4579,0.0,No
d4580,0.0,No
d4581,0.0,No
d4582,0.0,No
d4583,0.0,No
d4584,0.0,No
d4585,0.0,No
d4586,0.0,No
d4587,0.0,No
d4588,0.0,No
d4589,0.0,No
d4590,0.0,No
d4591,0.0,No
d4592,0.0,No
d4593,0.0,No
d4594,0.0,No
d4595,0.0,No
d4596,0.0,No
d4597,0.0,No
d4598,0.0,No
d4599,0.0,No
d4600,0.0,No
d4601,0.0,No
d4602,0.0,No
d4603,0.0,No
d4604,0.0,No
d4605,0.0,No
d4606,0.0,No
d4607,0.0,No
d4608,0.0,No
d4609,0.0,No
d4610,0.0,No
d4611,0.0,No
d4612,0.0,No
d4613,0.0,No
d4614,0.0,No
d4615,0.0,No
d4616,0.0,No
d4617,0.0,No
d4618,0.0,No
d4619,0.0,No
d4620,0.0,No
d4621,0.0,No
d4622,0.0,No
d4623,0.0,No
d4624,0.0,No
d4625,0.0,No
d4626,0.0,No
d4627,0.0,No
d4628,0.0,No
d4629,0.0,No
d4630,0.0,No
d4631,0.0,No
d4632,0.0,No
d4633,0.0,No
d4634,0.0,No
d4635,0.0,No
d4636,0.0,No
d4637,0.0,No
d4638,0.0,No
d4639,0.0,No
d4640,0.0,No
d4641,0.0,No
d4642,0.0,No
d4643,0.0,No
d4644,0.0,No
d4645,0.0,No
d4646,0.0,No
d4647,0.0,No
d4648,0.0,No
d4649,0.0,No
d4650,0.0,No
d4651,0.0,No
d4652,0.0,No
d4653,0.0,No
d4654,0.0,No
d4655,0.0,No
d4656,0.0,No
d4657,0.0,No
d4658,0.0,No
d4659,0.0,No
d4660,0.0,No
d4661,0.0,No
d4662,0.0,No
d4663,0.0,No
d4664,0.0,No
d4665,0.0,No
d4666,0.0,No
d4667,0.0,No
d4668,0.0,No
d4669,0.0,No
d4670,0.0,No
d4671,0.0,No
d4672,0.0,No
d4673,0.0,No
d4674,0.0,No
d4675,0.0,No
d4676,0.0,No
d4677,0.0,No
d4678,0.0,No
d4679,0.0,No
d4680,0.0,No
d4681,0.0,No
d4682,0.0,No
d4683,0.0,No
d4684,0.0,No
d4685,0.0,No
d4686,0.0,No
d4687,0.0,No
d4688,0.0,No
d4689,0.0,No
d4690,0.0,No
d4691,0.0,No
d4692,0.0,No
d4693,0.0,No
d4694,0.0,No
d4695,0.0,No
d4696,0.0,No
d4697,0.0,No
d4698,0.0,No
d4699,0.0,No
d4700,0.0,No
d4701,0.0,No
d4702,0.0,No
d4703,0.0,No
d4704,0.0,No
d4705,0.0,No
d4706,0.0,No
d4707,0.0,No
d4708,0.0,No
d4709,0.0,No
d4710,0.0,No
d4711,0.0,No
d4712,0.0,No
d4713,0.0,No
d4714,0.0,No
d4715,0.0,No
d4716,0.0,No
d4717,0.0,No
d4718,0.0,No
d4719,0.0,No
d4720,0.0,No
d4721,0.0,No
d4722,0.0,No
d4723,0.0,No
d4724,0.0,No
d4725,0.0,No
d4726,0.0,No
d4727,0.0,No
d4728,0.0,No
d4729,0.0,No
d4730,0.0,No
d4731,0.0,No
d4732,0.0,No
d4733,0.0,No
d4734,0.0,No
d4735,0.0,No
d4736,0.0,No
d4737,0.0,No
d4738,0.0,No
d4739,0.0,No
d4740,0.0,No
d4741,0.0,No
d4742,0.0,No
d4743,0.0,No
d4744,0.0,No
d4745,0.0,No
d4746,0.0,No
d4747,0.0,No
d4748,0.0,No
d4749,0.0,No
d4750,0.0,No
d4751,0.0,No
d4752,0.0,No
d4753,0.0,No
d4754,0.0,No
d4755,0.0,No
d4756,0.0,No
d4757,0.0,No
d4758,0.0,No
d4759,0.0,No
d4760,0.0,No
d4761,0.0,No
d4762,0.0,No
d4763,0.0,No
d4764,0.0,No
d4765,0.0,No
d4766,0.0,No
d4767,0.0,No
d4768,0.0,No
d4769,0.0,No
d4770,0.0,No
d4771,0.0,No
d4772,0.0,No
d4773,0.0,No
d4774,0.0,No
d4775,0.0,No
d4776,0.0,No
d4777,0.0,No
d4778,0.0,No
d4779,0.0,No
d4780,0.0,No
d4781,0.0,No
d4782,0.0,No
d4783,0.0,No
d4784,0.0,No
d4785,0.0,No
d4786,0.0,No
d4787,0.0,No
d4788,0.0,No
d4789,0.0,No
d4790,0.0,No
d4791,0.0,No
d4792,0.0,No
d4793,0.0,No
d4794,0.0,No
d4795,0.0,No
d4796,0.0,No
d4797,0.0,No
d4798,0.0,No
d4799,0.0,No
d4800,0.0,No
d4801,0.0,No
d4802,0.0,No
d4803,0.0,No
d4804,0.0,No
d4805,0.0,No
d4806,0.0,No
d4807,0.0,No
d4808,0.0,No
d4809,0.0,No
d4810,0.0,No
d4811,0.0,No
d4812,0.0,No
d4813,0.0,No
d4814,0.0,No
d4815,0.0,No
d4816,0.0,No
d4817,0.0,No
d4818,0.0,No
d4819,0.0,No
d4820,0.0,No
d4821,0.0,No
d4822,0.0,No
d4823,0.0,No
d4824,0.0,No
d4825,0.0,No
d4826,0.0,No
d4827,0.0,No
d4828,0.0,No
d4829,0.0,No
d4830,0.0,No
d4831,0.0,No
d4832,0.0,No
d4833,0.0,No
d4834,0.0,No
d4835,0.0,No
d4836,0.0,No
d4837,0.0,No
d4838,0.0,No
d4839,0.0,No
d4840,0.0,No
d4841,0.0,No
d4842,0.0,No
d4843,0.0,No
d4844,0.0,No
d4845,0.0,No
d4846,0.0,No
d4847,0.0,No
d4848,0.0,No
d4849,0.0,No
d4850,0.0,No
d4851,0.0,No
d4852,0.0,No
d4853,0.0,No
d4854,0.0,No
d4855,0.0,No
d4856,0.0,No
d4857,0.0,No
d4858,0.0,No
d4859,0.0,No
d4860,0.0,No
d4861,0.0,No
d4862,0.0,No
d4863,0.0,No
d4864,0.0,No
d4865,0.0,No
d4866,0.0,No
d4867,0.0,No
d4868,0.0,No
d4869,0.0,No
d4870,0.0,No
d4871,0.0,No
d4872,0.0,No
d4873,0.0,No
d4874,0.0,No
d4875,0.0,No
d4876,0.0,No
d4877,0.0,No
d4878,0.0,No
d4879,0.0,No
d4880,0.0,No
d4881,0.0,No
d4882,0.0,No
d4883,0.0,No
d4884,0.0,No
d4885,0.0,No
d4886,0.0,No
d4887,0.0,No
d4888,0.0,No
d4889,0.0,No
d4890,0.0,No
d4891,0.0,No
d4892,0.0,No
d4893,0.0,No
d4894,0.0,No
d4895,0.0,No
d4896,0.0,No
d4897,0.0,No
d4898,0.0,No
d4899,0.0,No
d4900,0.0,No
d4901,0.0,No
d4902,0.0,No
d4903,0.0,No
d4904,0.0,No
d4905,0.0,No
d4906,0.0,No
d4907,0.0,No
d4908,0.0,No
d4909,0.0,No
d4910,0.0,No
d4911,0.0,No
d4912,0.0,No
d4913,0.0,No
d4914,0.0,No
d4915,0.0,No
d4916,0.0,No
d4917,0.0,No
d4918,0.0,No
d4919,0.0,No
d4920,0.0,No
d4921,0.0,No
d4922,0.0,No
d4923,0.0,No
d4924,0.0,No
d4925,0.0,No
d4926,0.0,No
d4927,0.0,No
d4928,0.0,No
d4929,0.0,No
d4930,0.0,No
d4931,0.0,No
d4932,0.0,No
d4933,0.0,No
d4934,0.0,No
d4935,0.0,No
d4936,0.0,No
d4937,0.0,No
d4938,0.0,No
d4939,0.0,No
d4940,0.0,No
d4941,0.0,No
