,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,
n22,-15.76005412185936,-22.732922708989957,-18.01073209149367,-0.0,-0.0,-0.0,-0.0,796.4828447493143,-14.317907460084218,-21.2333924055805,-16.62728672092079,-17.499292071053052,-17.814781659663026,-13.127588637584472,96.4828447493143,96.4828447493143,96.4828447493143,-0.0,-0.0,-0.0,
n23,-15.848322007074792,-22.81077025149234,-18.07561122701686,-0.0,-0.0,-0.0,-0.0,796.4503925186499,-14.257285534190295,-21.154413151823473,-16.563676999980288,-17.451326410972847,-17.80922690680164,-13.109035348584804,96.45039251864993,96.45039251864993,96.45039251864993,-0.0,-0.0,-0.0,
n24,-15.31089457245058,-22.314219720103235,-17.612803396379693,-0.0,-0.0,-0.0,-0.0,796.5969946958633,-14.767067009492997,-21.641326373352985,-16.920033790301346,-17.648289942188573,-17.93520951150238,-13.249061528440398,96.59699469586329,96.59699469586329,96.59699469586329,-0.0,-0.0,-0.0,
n25,-15.974915771664682,-22.854773781487243,-18.112899730950588,-0.0,-0.0,-0.0,-0.0,796.3739214317461,-14.129768858306056,-21.058336339102148,-16.475035850590704,-17.40860210402713,-17.792649635064084,-13.055221453114992,96.37392143174615,96.37392143174615,96.37392143174615,-0.0,-0.0,-0.0,
n26,-16.07911358913255,-23.04319724426031,-18.291325035275324,-0.0,-0.0,-0.0,-0.0,796.4098909896128,-14.020883316649554,-20.91801093428273,-16.327274782439545,-17.364718277727878,-17.692157121585115,-12.984470510281804,96.40989098961273,96.40989098961273,96.40989098961273,-0.0,-0.0,-0.0,
n27,-15.920445955402956,-22.256938380242946,-17.666137324153127,-0.0,-0.0,-0.0,-0.0,796.2730933868518,-14.344935005286144,-21.42045953370134,-16.6991669506497,-17.48405758706966,-17.992997437012505,-13.303971193121287,96.27309338685171,96.27309338685171,96.27309338685171,-0.0,-0.0,-0.0,
n28,-15.78717709115395,-22.66377442301041,-17.967815494904784,-0.0,-0.0,-0.0,-0.0,797.6339544092049,-14.173392976540951,-21.170255511619168,-16.50549505180185,-16.93943294976342,-17.111117669043466,-12.406726286583696,97.63395440920486,97.63395440920486,97.63395440920486,-0.0,-0.0,-0.0,
n29,-15.748533782713453,-22.826656644449454,-18.12998910943502,-0.0,-0.0,-0.0,-0.0,797.1306827816518,-14.25912204679311,-21.301380413958768,-16.595290161140166,-17.15029748160397,-17.526408162175116,-12.872012536470987,97.13068278165176,97.13068278165176,97.13068278165176,-0.0,-0.0,-0.0,
n30,-14.282483832102704,-23.956171724240583,-18.753229016909,-0.0,-0.0,-0.0,-0.0,797.0672058504376,-13.623922609388663,-19.865479544601687,-15.275526980555389,-17.54853093619736,-17.346518535290695,-12.661262027668778,97.06720585043763,97.06720585043763,97.06720585043763,-0.0,-0.0,-0.0,
n31,-14.711348322760614,-24.0996900961401,-18.871260232952263,-0.0,-0.0,-0.0,-0.0,796.8483714076314,-13.199486332070922,-19.630973847459263,-15.10260559215689,-17.34044255950431,-17.333939220261147,-12.677581624098412,96.84837140763135,96.84837140763135,96.84837140763135,-0.0,-0.0,-0.0,
n32,-15.773875861824411,-23.05516698567351,-18.327895159963546,-0.0,-0.0,-0.0,-0.0,797.7815336196695,-13.904665012328984,-20.778400905145205,-16.23679358696711,-16.833293329895145,-17.069292928690174,-12.257714935544248,97.78153361966947,97.78153361966947,97.78153361966947,-0.0,-0.0,-0.0,
n33,-15.604317477069696,-23.0188478637602,-18.07999610383168,-0.0,-0.0,-0.0,-0.0,797.0700395822051,-12.368225114426329,-18.655975694730575,-14.462614366531872,-17.186480118741645,-17.29488565869233,-12.56554307066532,97.0700395822051,97.0700395822051,97.0700395822051,-0.0,-0.0,-0.0,
n34,-15.021854644448107,-23.806812022239836,-18.580643040181286,-0.0,-0.0,-0.0,-0.0,796.7024862428486,-12.914350506950578,-19.340824180721338,-15.036173114326456,-17.22035202340635,-17.323049284065323,-12.649650927242236,96.70248624284864,96.70248624284864,96.70248624284864,-0.0,-0.0,-0.0,
n35,-16.31900766388932,-23.398590389993185,-18.35156042848041,-0.0,-0.0,-0.0,-0.0,796.9814357935063,-15.996710793410411,-23.40729699032566,-18.2989402242664,-16.863338450659775,-16.459460521704404,-11.914791809281043,96.98143579350626,96.98143579350626,96.98143579350626,-0.0,-0.0,-0.0,
n36,-16.650172545084292,-23.48993219690026,-18.594202742907974,-0.0,-0.0,-0.0,-0.0,797.0284249452955,-15.679889536644472,-23.497490890595838,-18.369683675061804,-16.750546279797852,-16.30432015134456,-11.750365468807832,97.0284249452955,97.0284249452955,97.0284249452955,-0.0,-0.0,-0.0,
n37,-16.840008798757363,-23.354125528807774,-18.307116143791582,-0.0,-0.0,-0.0,-0.0,797.2409288943265,-15.75234301088301,-23.39631681065383,-18.28796004459457,-16.585612945623417,-16.35125375166445,-11.8038468974672,97.24092889432654,97.24092889432654,97.24092889432654,-0.0,-0.0,-0.0,
n38,-14.944691659667544,-23.244230713393353,-18.318969826712195,-0.0,-0.0,-0.0,-0.0,797.2269782734121,-14.387684979849226,-20.68301004127813,-15.946664886039002,-17.38875851322284,-17.42941627373423,-12.761758853034832,97.22697827341214,97.22697827341214,97.22697827341214,-0.0,-0.0,-0.0,
n39,-16.78259426663631,-22.97398448003643,-18.118124613073498,-0.0,-0.0,-0.0,-0.0,797.6588372087996,-15.247611659266633,-23.167064022483235,-18.064876277940574,-16.127615020436686,-16.523456860037957,-11.973693541863325,97.65883720879954,97.65883720879954,97.65883720879954,-0.0,-0.0,-0.0,
n40,-17.475226375001217,-23.21109396167837,-19.006333531376516,-0.0,-0.0,-0.0,-0.0,796.4711930398287,-15.177986002508593,-22.65605681736484,-17.68414497134828,-16.802583846265467,-16.477469395862855,-11.84028481643226,96.47119303982869,96.47119303982869,96.47119303982869,-0.0,-0.0,-0.0,
n41,-17.15148761444322,-22.95864432311863,-18.248197442181333,-0.0,-0.0,-0.0,-0.0,796.5251299138337,-14.893534628864373,-22.326559441264394,-17.44901001036407,-17.0401033487262,-17.558034749715517,-13.052530573469683,96.52512991383364,96.52512991383364,96.52512991383364,-0.0,-0.0,-0.0,
n42,-17.061739329816415,-23.090964436136268,-18.379067943251325,-0.0,-0.0,-0.0,-0.0,796.4053334177429,-14.709294606270783,-22.07616287863631,-17.175228005338067,-17.063630437690286,-17.70110527803278,-13.13520736268127,96.40533341774285,96.40533341774285,96.40533341774285,-0.0,-0.0,-0.0,
n43,-15.6812933914039,-22.994816482970656,-18.26689238528976,-0.0,-0.0,-0.0,-0.0,797.7029228309996,-13.87971260437257,-20.841235992159046,-16.218505465184872,-16.912791075508235,-17.150209950551154,-12.339033973895095,97.7029228309996,97.7029228309996,97.7029228309996,-0.0,-0.0,-0.0,
n44,-16.074998061565736,-23.00656496904681,-18.2619265553352,-0.0,-0.0,-0.0,-0.0,797.9626218604701,-13.867433290970613,-20.78965891467623,-16.115236402750078,-16.653114926164893,-16.94192125583454,-12.078371198129563,97.9626218604701,97.9626218604701,97.9626218604701,-0.0,-0.0,-0.0,
n45,-15.876151892622108,-22.783687899140535,-18.16740086405027,-0.0,-0.0,-0.0,-0.0,796.6878002575878,-14.21417859625017,-21.081452565370206,-16.44328563880461,-17.37780973507887,-17.67333127889541,-13.064455696927984,96.68780025758777,96.68780025758777,96.68780025758777,-0.0,-0.0,-0.0,
n46,-15.734127389136395,-22.608899218744174,-17.867250332033166,-0.0,-0.0,-0.0,-0.0,796.4158061761509,-14.37541825722348,-21.336956558399987,-16.712523675270127,-17.497331064565206,-17.87841359675599,-13.184134440707682,96.41580617615092,96.41580617615092,96.41580617615092,-0.0,-0.0,-0.0,
n47,-15.954929064412786,-22.68402321820626,-18.001573600856442,-0.0,-0.0,-0.0,-0.0,796.3090499554597,-14.19342134226158,-21.157308517456688,-16.489868407876102,-17.45079006339914,-17.841317169109203,-13.1274432451972,96.30904995545971,96.30904995545971,96.30904995545971,-0.0,-0.0,-0.0,
n48,-15.858412828200123,-23.463024337827797,-18.27473089995818,-0.0,-0.0,-0.0,-0.0,796.2697583857934,-12.706050642195502,-19.102536584436525,-14.769269306127317,-17.31868339458809,-17.359105580396175,-12.588056774040139,96.26975838579338,96.26975838579338,96.26975838579338,-0.0,-0.0,-0.0,
n49,-15.924995234612451,-23.574711972409723,-18.386418534540105,-0.0,-0.0,-0.0,-0.0,796.1875095326121,-12.725332695892433,-19.0383233841466,-14.738554289150336,-17.265385903318858,-17.36886597958914,-12.637912582796423,96.18750953261207,96.18750953261207,96.18750953261207,-0.0,-0.0,-0.0,
n50,-15.69600235374361,-23.253708384840895,-18.160500906727233,-0.0,-0.0,-0.0,-0.0,796.1167438145848,-12.66042964424442,-18.888301814054998,-14.612629273523318,-17.307013394358346,-17.325469073391165,-12.640914288803701,96.11674381458477,96.11674381458477,96.11674381458477,-0.0,-0.0,-0.0,
n51,-15.797772502786957,-23.1648464770466,-18.071638998932936,-0.0,-0.0,-0.0,-0.0,796.045613357345,-12.616601230472936,-18.699369699912175,-14.501873535600343,-17.345904013084564,-17.394524909838054,-12.7112233978187,96.04561335734506,96.04561335734506,96.04561335734506,-0.0,-0.0,-0.0,
n52,-15.689920166685166,-23.112795801523852,-18.06453617324503,-0.0,-0.0,-0.0,-0.0,796.3793632497446,-12.491347335458139,-18.641510778675535,-14.598746445917813,-17.22134878957397,-17.328747792779268,-12.576619400951474,96.37936324974461,96.37936324974461,96.37936324974461,-0.0,-0.0,-0.0,
n53,-15.0963974055898,-23.757250308056378,-18.565972534395332,-0.0,-0.0,-0.0,-0.0,796.6559715203509,-12.944966907702833,-19.28729989905262,-15.019127988366884,-17.23668077047422,-17.329329785044177,-12.618429395875781,96.65597152035099,96.65597152035099,96.65597152035099,-0.0,-0.0,-0.0,
n54,-15.102122122269675,-23.636737801588538,-18.477889161532378,-0.0,-0.0,-0.0,-0.0,796.7409525862626,-12.804284319221692,-19.186877374504935,-14.929139362171943,-17.256839271396732,-17.32294712292554,-12.665489122183537,96.74095258626255,96.74095258626255,96.74095258626255,-0.0,-0.0,-0.0,
n55,-15.441326447190002,-23.15701745684911,-18.068944743889634,-0.0,-0.0,-0.0,-0.0,797.0983228999276,-12.472990234907728,-18.82357959109284,-14.62264064020478,-17.210489216970743,-17.344396814671228,-12.56100404126217,97.0983228999275,97.0983228999275,97.0983228999275,-0.0,-0.0,-0.0,
n56,-16.949536657057624,-23.703984499852748,-18.554173604986023,-0.0,-0.0,-0.0,-0.0,797.130792149065,-15.950351034472877,-23.86990146150974,-18.64604188368682,-16.58465972159832,-16.090069187454777,-11.551563310847726,97.13079214906496,97.13079214906496,97.13079214906496,-0.0,-0.0,-0.0,
n57,-17.172929674740175,-23.45326319650148,-18.303452301634756,-0.0,-0.0,-0.0,-0.0,797.2621425738298,-16.03771150126925,-24.120622449784257,-18.896763187038086,-16.56142849095668,-15.98733894827333,-11.43687392456151,97.2621425738298,97.2621425738298,97.2621425738298,-0.0,-0.0,-0.0,
n58,-16.97211909473214,-23.7424628009029,-18.592651906036174,-0.0,-0.0,-0.0,-0.0,797.2289783324758,-16.028303189045157,-23.832931582433453,-18.668758188336955,-16.53389634009809,-16.101430758433686,-11.55749268234631,97.22897833247572,97.22897833247572,97.22897833247572,-0.0,-0.0,-0.0,
n59,-17.04764564367875,-23.4917888855869,-18.315309198249118,-0.0,-0.0,-0.0,-0.0,797.2487479330243,-16.020712599953658,-24.17352773245873,-18.91970478417418,-16.470891864378967,-15.909476521141027,-11.359011497429208,97.24874793302435,97.24874793302435,97.24874793302435,-0.0,-0.0,-0.0,
n60,-17.10473527471319,-23.578390935290606,-19.163774042774673,-0.0,-0.0,-0.0,-0.0,796.6636424155258,-15.413915684886126,-22.961309213529017,-17.916290100587698,-16.769357655691543,-16.434438821915744,-11.864245984932735,96.6636424155258,96.6636424155258,96.6636424155258,-0.0,-0.0,-0.0,
n61,-17.152716152364867,-23.531723111005842,-19.18606286522879,-0.0,-0.0,-0.0,-0.0,796.6373555061879,-15.359492059068508,-22.908451203677885,-17.860617661293308,-16.797548594278812,-16.438038868353672,-11.870909600399939,96.63735550618787,96.63735550618787,96.63735550618787,-0.0,-0.0,-0.0,
n62,-17.00041616769416,-23.562918722532054,-19.054171752940697,-0.0,-0.0,-0.0,-0.0,796.6378972751814,-15.399961276543095,-22.835540336583755,-17.758661805815755,-16.750251843691068,-16.4663655750647,-11.917940050556505,96.63789727518144,96.63789727518144,96.63789727518144,-0.0,-0.0,-0.0,
n63,-16.963920141458836,-24.147033913612777,-18.941200032901637,-0.0,-0.0,-0.0,-0.0,797.5890951702236,-16.512130142234668,-24.305584509030496,-18.929968923925465,-16.49019286804271,-15.583394198682461,-11.032252368162933,97.58909517022359,97.58909517022359,97.58909517022359,-0.0,-0.0,-0.0,
n64,-17.33076498016554,-23.940339969123265,-18.653670002512058,-0.0,-0.0,-0.0,-0.0,797.7612303898222,-16.253183401602456,-24.744928660901206,-19.367301574085886,-16.294144414801952,-15.363683645113337,-10.813218621401518,97.76123038982223,97.76123038982223,97.76123038982223,-0.0,-0.0,-0.0,
n65,-17.332966370420923,-24.09844518123666,-18.811775214625452,-0.0,-0.0,-0.0,-0.0,797.7095782530549,-16.164534378873338,-24.619649037378,-19.20919636197249,-16.304062698110062,-15.331743891179796,-10.781223613518788,97.7095782530549,97.7095782530549,97.7095782530549,-0.0,-0.0,-0.0,
n66,-17.70365780018507,-24.064696646631646,-18.738853553394698,-0.0,-0.0,-0.0,-0.0,797.9092881924305,-15.878031174045395,-24.90127039556475,-19.47963039556475,-16.1892247867979,-15.229153969099224,-10.678688945387405,97.90928819243047,97.90928819243047,97.90928819243047,-0.0,-0.0,-0.0,
n67,-17.606692372442577,-24.04227612116547,-18.716433027928524,-0.0,-0.0,-0.0,-0.0,797.8434607353317,-15.863530269556204,-24.891233969527043,-19.469593969527043,-16.18395952741043,-15.10649681353599,-10.556031789824171,97.8434607353318,97.8434607353318,97.8434607353318,-0.0,-0.0,-0.0,
n68,-17.398883725629922,-24.097955062302624,-18.77211196906568,-0.0,-0.0,-0.0,-0.0,797.3765669477598,-15.847627797924257,-24.895986344021143,-19.474346344021143,-16.29622593009129,-15.574374271989615,-11.023909248277796,97.3765669477598,97.3765669477598,97.3765669477598,-0.0,-0.0,-0.0,
n69,-17.94531526667695,-24.20311900955702,-18.981086937319603,-0.0,-0.0,-0.0,-0.0,798.0416794521582,-15.856775141143064,-24.642225134233552,-19.227913023165957,-16.078553191365323,-15.311282615379866,-10.763109865577498,98.04167945215822,98.04167945215822,98.04167945215822,-0.0,-0.0,-0.0,
n70,-17.97226042417707,-24.096064012442323,-18.874031940204905,-0.0,-0.0,-0.0,-0.0,798.1103339705335,-15.898033283681011,-24.520117555809744,-19.098312653744152,-16.044639707287818,-15.3650105223049,-10.830347826237379,98.11033397053347,98.11033397053347,98.11033397053347,-0.0,-0.0,-0.0,
n71,-17.62425174472587,-23.747905931735872,-18.525873859498454,-0.0,-0.0,-0.0,-0.0,798.2325130851352,-15.965495579983044,-24.50561468171308,-19.20061141327953,-15.968072457597753,-15.550694832015006,-11.000229808303187,98.23251308513525,98.23251308513525,98.23251308513525,-0.0,-0.0,-0.0,
n72,-17.044172392546244,-23.46639973411188,-18.321307741372785,-0.0,-0.0,-0.0,-0.0,798.5009326376069,-15.815498211364304,-24.142684236072643,-18.92412688939906,-15.724548484030024,-15.928234718161592,-11.377769694449773,98.50093263760681,98.50093263760681,98.50093263760681,-0.0,-0.0,-0.0,
n73,-17.055740740769366,-23.457902653582504,-18.312248199304584,-0.0,-0.0,-0.0,-0.0,798.3997091760169,-15.815294411338812,-24.134755900171825,-18.91556660060067,-15.709573676700304,-15.9151342310396,-11.36466920732778,98.39970917601694,98.39970917601694,98.39970917601694,-0.0,-0.0,-0.0,
n74,-17.190964690818458,-23.81400089295022,-18.69895954556995,-0.0,-0.0,-0.0,-0.0,798.2093420659384,-15.791560863355224,-23.968937130238025,-18.663933861804473,-15.904927764967777,-15.750289670538121,-11.197716147246208,98.20934206593837,98.20934206593837,98.20934206593837,-0.0,-0.0,-0.0,
n75,-17.417503904907594,-24.120709934713773,-18.914876054002633,-0.0,-0.0,-0.0,-0.0,797.8887202035246,-15.979414729775687,-24.490711064910535,-19.074242944935012,-16.21093836375408,-15.434831811436352,-10.884366656454757,97.88872020352454,97.88872020352454,97.88872020352454,-0.0,-0.0,-0.0,
n76,-17.151120791828582,-23.86935506980901,-18.66352118909787,-0.0,-0.0,-0.0,-0.0,797.903367193185,-16.033495488611095,-24.189178886330396,-18.902375073973104,-16.14938975913042,-15.61705625366509,-11.066449162073408,97.90336719318496,97.90336719318496,97.90336719318496,-0.0,-0.0,-0.0,
n77,-17.2586197815426,-23.622947355550085,-18.417113474838946,-0.0,-0.0,-0.0,-0.0,797.7851403988664,-15.994943831338796,-24.34821700875038,-19.06141319639309,-16.21787503879564,-15.68829759612626,-11.13783257241444,97.78514039886635,97.78514039886635,97.78514039886635,-0.0,-0.0,-0.0,
n78,-16.962235489863367,-23.85927267496777,-18.688719500773583,-0.0,-0.0,-0.0,-0.0,797.9850997455517,-16.07078797719764,-23.95475503052305,-18.66778611252207,-15.997630648560547,-15.770202315297503,-11.219901712965973,97.98509974555168,97.98509974555168,97.98509974555168,-0.0,-0.0,-0.0,
n79,-16.768471423283877,-23.42957213258371,-18.338315976045596,-0.0,-0.0,-0.0,-0.0,798.2125560326708,-15.909146996799429,-23.736221259286648,-18.578151093214608,-15.719745017349322,-15.965921050615929,-11.407784369590079,98.21255603267088,98.21255603267088,98.21255603267088,-0.0,-0.0,-0.0,
n80,-16.64438622482942,-23.264219469815593,-18.172963313277478,-0.0,-0.10154148181022878,-0.0,-0.0,798.276052018671,-15.884934439587544,-23.901573922054766,-18.743503755982726,-15.631652807000103,-16.041153425425044,-11.490688401713225,98.27605201867097,98.27605201867097,98.27605201867097,-0.0,-0.0,-0.0,
n81,-16.669180360536338,-23.58946948791419,-18.498213331376075,-0.0,-0.0,-0.0,-0.0,798.1098640316802,-15.746808479100483,-23.616144567877136,-18.41825373788413,-15.74024340617174,-16.065611525446734,-11.472975869704287,98.10986403168027,98.10986403168027,98.10986403168027,-0.0,-0.0,-0.0,
n82,-16.833885507853473,-23.728204470679668,-18.636948314141552,-0.0,-0.0,-0.0,-0.0,798.5230686444861,-15.915486451015568,-23.75503317576619,-18.531216255878824,-15.615452885307578,-16.03152760989994,-11.414434385426974,98.52306864448612,98.52306864448612,98.52306864448612,-0.0,-0.0,-0.0,
n83,-16.583574410149218,-23.491355409232792,-18.451749460695545,-0.0,-0.0,-0.0,-0.0,798.0670352771176,-15.810070740398823,-23.42385080436324,-18.273651021359168,-15.753957554950489,-16.181344836837905,-11.590890773507367,98.06703527711763,98.06703527711763,98.06703527711763,-0.0,-0.0,-0.0,
n84,-16.69477769177209,-23.51588502168644,-18.476279073149193,-0.0,-0.0,-0.0,-0.0,798.0292351608294,-15.696762290530053,-23.495997910853582,-18.39239866590096,-15.798535128637692,-16.133563718497847,-11.574344684300192,98.02923516082944,98.02923516082944,98.02923516082944,-0.0,-0.0,-0.0,
n85,-17.26440965970158,-23.458012755709113,-18.287459581514927,-0.0,-0.0,-0.0,-0.0,797.7862265906107,-16.01542165798886,-24.140561430773925,-18.893397208277822,-16.057318589008574,-15.869145659569512,-11.318680635857692,97.78622659061065,97.78622659061065,97.78622659061065,-0.0,-0.0,-0.0,
n86,-17.140656682400344,-23.35149061756986,-18.220060710873977,-0.0,-0.0,-0.0,-0.0,797.6645290185073,-15.83404366719691,-23.99086643573369,-18.787659107267395,-16.177634990293743,-16.11206368156573,-11.56159865785391,97.66452901850735,97.66452901850735,97.66452901850735,-0.0,-0.0,-0.0,
n87,-17.3932132538282,-23.835231849190208,-18.664678674996022,-0.0,-0.0,-0.0,-0.0,797.6100179632936,-15.972434572825355,-23.973235379861592,-18.6864315675043,-16.20257812213962,-15.840271405305204,-11.289806381593385,97.61001796329356,97.61001796329356,97.61001796329356,-0.0,-0.0,-0.0,
n88,-17.404301590022968,-23.92783890566662,-18.757285731472432,-0.0,-0.0,-0.0,-0.0,797.5414012380495,-15.976603373229407,-23.818548619638836,-18.591087228401836,-16.272767603994716,-15.91457972725216,-11.364136328146794,97.54140123804952,97.54140123804952,97.54140123804952,-0.0,-0.0,-0.0,
n89,-17.265286245263912,-23.914557750211223,-18.764746855344498,-0.0,-0.0,-0.0,-0.0,797.4555654536341,-15.881002219207746,-23.665601061260524,-18.50988481790956,-16.35914070554862,-15.969763503401847,-11.419420335252472,97.45556545363411,97.45556545363411,97.45556545363411,-0.0,-0.0,-0.0,
n90,-17.27324637436336,-23.646887953782084,-18.515458047086202,-0.0,-0.0,-0.0,-0.0,797.5480573630243,-15.828984962777493,-23.695469099521464,-18.53153951729574,-16.314957307252374,-16.066495470884732,-11.516781270766915,97.54805736302431,97.54805736302431,97.54805736302431,-0.0,-0.0,-0.0,
n91,-17.23557206323323,-23.71325641390851,-18.58182650721263,-0.0,-0.0,-0.0,-0.0,797.4935680984183,-15.856029356729033,-23.699767498543295,-18.43518364471216,-16.360392106312403,-16.110213265357263,-11.557396238444234,97.49356809841831,97.49356809841831,97.49356809841831,-0.0,-0.0,-0.0,
