,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,
n28,-16.07599081957025,-23.134309162515695,-18.33559605396369,-0.0,-0.0,-0.0,-0.0,797.6339544092049,-14.52812530524966,-21.717288994036736,-16.917238130823502,-16.939587763341375,-17.147969110895595,-12.350085969881881,97.63395440920486,97.63395440920486,97.63395440920486,-0.0,-0.0,-0.0,
n29,-16.037347511129756,-23.313536669243494,-18.51116517829293,-0.0,-0.0,-0.0,-0.0,797.1306827816518,-14.600108358671559,-21.808005377342333,-16.98299904721812,-17.14352498889467,-17.549836660528623,-12.809693015173067,97.13068278165176,97.13068278165176,97.13068278165176,-0.0,-0.0,-0.0,
n30,-14.58168843795287,-24.51771855120416,-19.205287829178303,-0.0,-0.0,-0.0,-0.0,797.0672058504376,-13.960093537677196,-20.288664458285105,-15.612250421469444,-17.54853093619736,-17.136763624542034,-12.644891238291297,97.06720585043763,97.06720585043763,97.06720585043763,-0.0,-0.0,-0.0,
n31,-15.010552928610782,-24.623540198354846,-19.28546422923312,-0.0,-0.0,-0.0,-0.0,796.8483714076314,-13.531525995213162,-20.003471957138288,-15.471284508328651,-17.34593687783752,-17.08585465896124,-12.684096756151543,96.84837140763135,96.84837140763135,96.84837140763135,-0.0,-0.0,-0.0,
n32,-16.073080467674576,-23.544531594778537,-18.718565192316014,-0.0,-0.0,-0.0,-0.0,797.7815336196695,-14.210291895403202,-21.325434295340145,-16.58851182482004,-16.833948946009617,-17.103830736295112,-12.216205752478325,97.78153361966947,97.78153361966947,97.78153361966947,-0.0,-0.0,-0.0,
n33,-15.903522082919862,-23.662781834615924,-18.44053533881346,-0.0,-0.0,-0.0,-0.0,797.0700395822051,-12.838827110354778,-19.21248224811665,-14.93314018804777,-17.293345465417932,-16.94702992392188,-12.729218929499822,97.0700395822051,97.0700395822051,97.0700395822051,-0.0,-0.0,-0.0,
n34,-15.321059250298273,-24.332574095506207,-19.032533255286047,-0.0,-0.0,-0.0,-0.0,796.7024862428486,-13.244784720914335,-19.755800037727596,-15.32551950059057,-17.27035636082968,-17.1024079721595,-12.662123635547207,96.70248624284864,96.70248624284864,96.70248624284864,-0.0,-0.0,-0.0,
n35,-16.658950438693154,-23.626308719758793,-18.709347803205596,-0.0,-0.0,-0.0,-0.0,796.9814357935063,-16.378653036064296,-23.921901904956073,-18.713431181111407,-16.863338450659775,-16.45035468555276,-11.8800397321401,96.98143579350626,96.98143579350626,96.98143579350626,-0.0,-0.0,-0.0,
n36,-16.990115319888126,-23.794383792749045,-18.88842809663466,-0.0,-0.0,-0.0,-0.0,797.0284249452955,-16.21982187765824,-24.00493352680084,-18.81203797204016,-16.723517273063326,-16.286425914566355,-11.705258163577033,97.0284249452955,97.0284249452955,97.0284249452955,-0.0,-0.0,-0.0,
n37,-17.179951573561198,-23.81214300650709,-18.664930654559022,-0.0,-0.0,-0.0,-0.0,797.2409288943265,-16.13308755737149,-23.995117429132424,-18.689982051902955,-16.58570991120116,-16.35125375166445,-11.801706807445694,97.24092889432654,97.24092889432654,97.24092889432654,-0.0,-0.0,-0.0,
n38,-15.233505388083847,-23.770003247652454,-18.630476067735046,-0.0,-0.0,-0.0,-0.0,797.2269782734121,-14.712181251917983,-21.140109244553347,-16.33026304463324,-17.38875851322284,-17.426393878328525,-12.631577339376104,97.22697827341214,97.22697827341214,97.22697827341214,-0.0,-0.0,-0.0,
n39,-17.093174523413378,-23.59674233607986,-18.375303412740283,-0.0,-0.0,-0.0,-0.0,797.6588372087996,-15.971680832978771,-23.828359107664166,-18.56492249593816,-16.14401237336426,-16.524028143746712,-11.973414328978347,97.65883720879954,97.65883720879954,97.65883720879954,-0.0,-0.0,-0.0,
n40,-17.81516914980505,-23.211831249919456,-19.431755974910192,-0.0,-0.0,-0.0,-0.0,796.4711930398287,-15.539940182486758,-23.180618416157603,-18.045608533269053,-16.601905572323265,-16.476007555650924,-11.804452014195558,96.47119303982869,96.47119303982869,96.47119303982869,-0.0,-0.0,-0.0,
n41,-17.43406172232939,-23.41730824890302,-18.57473581935851,-0.0,-0.0,-0.0,-0.0,796.5251299138337,-15.223918710548473,-22.769110952895204,-17.73901955573074,-16.963025673344866,-17.532784131121904,-12.911660620227936,96.52512991383364,96.52512991383364,96.52512991383364,-0.0,-0.0,-0.0,
n42,-17.344313437702585,-23.51080268791925,-18.707055932376147,-0.0,-0.0,-0.0,-0.0,796.4053334177429,-14.995665143209662,-22.49565970820902,-17.51032720395902,-17.07476918995088,-17.65379491797709,-13.03216219031388,96.40533341774285,96.40533341774285,96.40533341774285,-0.0,-0.0,-0.0,
n43,-15.980497997254066,-23.481018367492442,-18.663963301452878,-0.0,-0.0,-0.0,-0.0,797.7029228309996,-14.225253252564883,-21.388269382353986,-16.726300343849864,-16.912791075508235,-17.18514977464596,-12.271596058230518,97.7029228309996,97.7029228309996,97.7029228309996,-0.0,-0.0,-0.0,
n44,-16.3742026674159,-23.422795632432567,-18.658997471498317,-0.0,-0.0,-0.0,-0.0,797.9626218604701,-14.353483234768262,-21.388301564461276,-16.673432652884646,-16.652965198936666,-17.023954770997577,-12.059235664813432,97.9626218604701,97.9626218604701,97.9626218604701,-0.0,-0.0,-0.0,
n45,-16.158726000508278,-23.222324188231987,-18.4956154903005,-0.0,-0.0,-0.0,-0.0,796.6878002575878,-14.531664351151845,-21.553030259279005,-16.85173838387496,-17.45227911615634,-17.688300278312443,-13.081219051752702,96.68780025758777,96.68780025758777,96.68780025758777,-0.0,-0.0,-0.0,
n46,-16.016701497022567,-23.013401209076477,-18.238685642060183,-0.0,-0.0,-0.0,-0.0,796.4158061761509,-14.661319947708856,-21.80866525563708,-17.015450950891843,-17.460461730464225,-17.822604910621735,-13.145122264015537,96.41580617615092,96.41580617615092,96.41580617615092,-0.0,-0.0,-0.0,
n47,-16.237503172298954,-23.103662987868397,-18.254212747166125,-0.0,-0.0,-0.0,-0.0,796.3090499554597,-14.510907097163258,-21.626946300813838,-16.8583788358503,-17.390767872666686,-17.818102463448408,-13.126013349814075,96.30904995545971,96.30904995545971,96.30904995545971,-0.0,-0.0,-0.0,
n48,-16.176657037514293,-24.015835757030548,-18.810348451187586,-0.0,-0.0,-0.0,-0.0,796.2697583857934,-13.007335911404795,-19.37865590309212,-14.934521678262975,-17.308390361817974,-17.11729371221788,-12.689773085089437,96.26975838579338,96.26975838579338,96.26975838579338,-0.0,-0.0,-0.0,
n49,-16.2955233638855,-24.125227897086916,-18.81649535006098,-0.0,-0.0,-0.0,-0.0,796.1875095326121,-13.059060652985606,-19.470251950956133,-15.026117726126985,-17.35724158734545,-17.15683034148487,-12.69255741568885,96.18750953261207,96.18750953261207,96.18750953261207,-0.0,-0.0,-0.0,
n50,-16.066530483016656,-23.775166873034895,-18.590577722248106,-0.0,-0.0,-0.0,-0.0,796.1167438145848,-13.013365396282927,-19.282013042705245,-14.936026018691933,-17.32169365577986,-17.1139902933515,-12.611611368689886,96.11674381458477,96.11674381458477,96.11674381458477,-0.0,-0.0,-0.0,
n51,-16.168300632060003,-23.68958401524381,-18.50171581445381,-0.0,-0.0,-0.0,-0.0,796.045613357345,-12.92450348848863,-19.151466463272115,-14.86310610858028,-17.390504770811155,-17.041047341658096,-12.572720749963672,96.04561335734506,96.04561335734506,96.04561335734506,-0.0,-0.0,-0.0,
n52,-16.060448295958214,-23.663311726201044,-18.59425438109861,-0.0,-0.0,-0.0,-0.0,796.3793632497446,-12.717774135977239,-19.05819196772452,-14.845384354868568,-17.25890266611043,-17.0740494294269,-12.58831886953249,96.37936324974461,96.37936324974461,96.37936324974461,-0.0,-0.0,-0.0,
n53,-15.395602011439966,-24.28301238132275,-18.988999353157663,-0.0,-0.0,-0.0,-0.0,796.6559715203509,-13.33519871287275,-19.71540239466737,-15.356135901342823,-17.269559972892527,-17.101611584222347,-12.639500665735268,96.65597152035099,96.65597152035099,96.65597152035099,-0.0,-0.0,-0.0,
n54,-15.401326728119841,-24.219098503270356,-18.93284391367816,-0.0,-0.0,-0.0,-0.0,796.7409525862626,-13.146538420232615,-19.606363197132488,-15.291942532723606,-17.254975904598002,-17.0945020554508,-12.655013767752084,96.74095258626255,96.74095258626255,96.74095258626255,-0.0,-0.0,-0.0,
n55,-15.740531053040169,-23.829771295087948,-18.57735710691053,-0.0,-0.0,-0.0,-0.0,797.0983228999276,-12.931464328699567,-19.361564472987695,-15.025973605508202,-17.236560392250322,-16.942490894518727,-12.686822120534123,97.0983228999275,97.0983228999275,97.0983228999275,-0.0,-0.0,-0.0,
n56,-17.383944479726594,-24.17086379607854,-18.935263429527236,-0.0,-0.0,-0.0,-0.0,797.130792149065,-16.370824951662197,-24.394463060302506,-19.091725443795113,-16.619883936850062,-16.03955551278855,-11.455263659480444,97.13079214906496,97.13079214906496,97.13079214906496,-0.0,-0.0,-0.0,
n57,-17.474183592990727,-23.920142492727273,-18.68454212617597,-0.0,-0.0,-0.0,-0.0,797.2621425738298,-16.390517083315554,-24.645184048577022,-19.324936141506207,-16.51483561731804,-15.98733894827333,-11.43687392456151,97.2621425738298,97.2621425738298,97.2621425738298,-0.0,-0.0,-0.0,
n58,-17.31965207636043,-24.20934209712869,-18.973741730577387,-0.0,-0.0,-0.0,-0.0,797.2289783324758,-16.370531294393345,-24.357493181226218,-19.08702635958871,-16.51589434569829,-16.103519053925332,-11.535547670495088,97.22897833247572,97.22897833247572,97.22897833247572,-0.0,-0.0,-0.0,
n59,-17.457371560589227,-23.931581800915612,-18.712507421065983,-0.0,-0.0,-0.0,-0.0,797.2487479330243,-16.61302343909539,-24.66765646480455,-19.36597630763384,-16.534610966610646,-15.909476521141027,-11.359011497429208,97.24874793302435,97.24874793302435,97.24874793302435,-0.0,-0.0,-0.0,
n60,-17.444245295528347,-23.578390935290606,-19.521588553542113,-0.0,-0.0,-0.0,-0.0,796.6636424155258,-15.746857283000036,-23.48587081232178,-18.26405104148606,-16.613374938391114,-16.467277213538036,-11.81592138026341,96.6636424155258,96.6636424155258,96.6636424155258,-0.0,-0.0,-0.0,
n61,-17.483806210324076,-23.531723111005842,-19.54387737599623,-0.0,-0.0,-0.0,-0.0,796.6373555061879,-15.802529722294425,-23.43193504442667,-18.31972348078045,-16.643066906014788,-16.47097230366427,-11.835076798163238,96.63735550618787,96.63735550618787,96.63735550618787,-0.0,-0.0,-0.0,
n62,-17.347463104148023,-23.562918722532054,-19.411986263708137,-0.0,-0.0,-0.0,-0.0,796.6378972751814,-15.694325835614466,-23.36010193537652,-18.20196471654079,-16.686634652290937,-16.51064181907357,-11.880145573475792,96.63789727518144,96.63789727518144,96.63789727518144,-0.0,-0.0,-0.0,
n63,-17.409040936773422,-24.601993074118806,-19.382918694269176,-0.0,-0.0,-0.0,-0.0,797.5890951702236,-17.025964016053027,-25.13380615052928,-19.635703578117198,-16.49019286804271,-15.58672311996389,-11.033628395857722,97.58909517022359,97.58909517022359,97.58909517022359,-0.0,-0.0,-0.0,
n64,-17.776658963105337,-24.677487976129182,-19.23329996332622,-0.0,-0.0,-0.0,-0.0,797.7612303898222,-16.703478948605483,-25.57315030239999,-20.018544028850506,-16.294144414801952,-15.363683645113337,-10.813218621401518,97.76123038982223,97.76123038982223,97.76123038982223,-0.0,-0.0,-0.0,
n65,-17.750686828676113,-24.835593188242576,-19.391405175439616,-0.0,-0.0,-0.0,-0.0,797.7095782530549,-16.72581276399303,-25.5437831025859,-19.945569172267934,-16.289557626336425,-15.331690281514676,-10.781223613518788,97.7095782530549,97.7095782530549,97.7095782530549,-0.0,-0.0,-0.0,
n66,-18.14628565396348,-24.921327926571283,-19.464290612482742,-0.0,-0.0,-0.0,-0.0,797.9092881924305,-16.555140646888866,-25.863737305992306,-20.294694217445407,-16.12378487391452,-15.229153969099224,-10.678688945387405,97.90928819243047,97.90928819243047,97.90928819243047,-0.0,-0.0,-0.0,
n67,-18.173025099258247,-24.996863122986476,-19.515965367277087,-0.0,-0.0,-0.0,-0.0,797.8434607353317,-16.529013695724156,-25.963758898154097,-20.36790744285007,-16.17766499287889,-15.10649681353599,-10.556031789824171,97.8434607353318,97.8434607353318,97.8434607353318,-0.0,-0.0,-0.0,
n68,-17.868870119812627,-24.299952940032362,-19.28573131936829,-0.0,-0.0,-0.0,-0.0,797.3765669477598,-16.841349872067546,-25.122940785032405,-20.051422667052904,-16.224753467944236,-15.574374271989615,-11.023909248277796,97.3765669477598,97.3765669477598,97.3765669477598,-0.0,-0.0,-0.0,
n69,-18.392648017387973,-25.021681912529036,-19.620568395823216,-0.0,-0.0,-0.0,-0.0,798.0416794521582,-16.42309144149421,-25.604692044661107,-20.040699683351473,-16.171674576819928,-15.31324318076825,-10.760817591668047,98.04167945215822,98.04167945215822,98.04167945215822,-0.0,-0.0,-0.0,
n70,-18.419266640782272,-24.91462691541434,-19.51351339870852,-0.0,-0.0,-0.0,-0.0,798.1103339705335,-16.42803597191734,-25.4825844662373,-19.94645259387369,-16.114647248064454,-15.38171702937883,-10.82457922588907,98.11033397053347,98.11033397053347,98.11033397053347,-0.0,-0.0,-0.0,
n71,-18.0768381713332,-24.566468834707887,-19.165355318002067,-0.0,-0.0,-0.0,-0.0,798.2325130851352,-16.348783178669002,-25.425309918932996,-19.919099936935876,-15.981999874916584,-15.550694832015006,-11.000229808303187,98.23251308513525,98.23251308513525,98.23251308513525,-0.0,-0.0,-0.0,
n72,-17.496349493943917,-24.017931677352205,-18.75322578864236,-0.0,-0.0,-0.0,-0.0,798.5009326376069,-16.327166371538684,-24.76235720137695,-19.409407824438862,-15.708713069113148,-15.928234718161592,-11.377769694449773,98.50093263760681,98.50093263760681,98.50093263760681,-0.0,-0.0,-0.0,
n73,-17.407149424464297,-24.009434596822828,-18.756951322569336,-0.0,-0.0,-0.0,-0.0,798.3997091760169,-16.43179175403857,-24.754428865476132,-19.415212190400133,-15.69819506146165,-15.9151342310396,-11.36466920732778,98.39970917601694,98.39970917601694,98.39970917601694,-0.0,-0.0,-0.0,
n74,-17.65857891793698,-24.35279337879189,-19.1436626688347,-0.0,-0.0,-0.0,-0.0,798.2093420659384,-16.472031063314176,-24.90344327625684,-19.479604403395356,-15.844406995034408,-15.74793666641991,-11.198930269975264,98.20934206593837,98.20934206593837,98.20934206593837,-0.0,-0.0,-0.0,
n75,-17.86317966537683,-24.815172460500133,-19.457407247700214,-0.0,-0.0,-0.0,-0.0,797.8887202035246,-16.606104442781287,-25.45317797533809,-19.88413488679119,-16.2031241531695,-15.434831811436352,-10.884366461079633,97.88872020352454,97.88872020352454,97.88872020352454,-0.0,-0.0,-0.0,
n76,-17.796933072791518,-24.56381759559537,-19.206052382795452,-0.0,-0.0,-0.0,-0.0,797.903367193185,-16.539327217142674,-25.12155679729393,-19.593730462455973,-16.14938975913042,-15.617057285503899,-11.066591229953271,97.90336719318496,97.90336719318496,97.90336719318496,-0.0,-0.0,-0.0,
n77,-17.758928031276113,-24.317409881336445,-18.959644668536527,-0.0,-0.0,-0.0,-0.0,797.7851403988664,-16.532446748665773,-25.128479435833842,-19.67097338178053,-16.211762002808623,-15.68829759612626,-11.13783257241444,97.78514039886635,97.78514039886635,97.78514039886635,-0.0,-0.0,-0.0,
n78,-17.63723039199678,-24.49235029021861,-19.217230421767617,-0.0,-0.0,-0.0,-0.0,797.9850997455517,-16.63410309031806,-24.843488933612445,-19.376380020997036,-15.997630648560547,-15.769302408443263,-11.218558347236991,97.98509974555168,97.98509974555168,97.98509974555168,-0.0,-0.0,-0.0,
n79,-17.230047378708697,-23.968364618425383,-18.759233908468193,-0.0,-0.0,-0.0,-0.0,798.2125560326708,-16.24703235402699,-24.481153184975955,-19.051072864167075,-15.719745017349322,-15.956213146860536,-11.413034310038592,98.21255603267088,98.21255603267088,98.21255603267088,-0.0,-0.0,-0.0,
n80,-17.108797494802353,-23.803011955657265,-18.593881245700075,-0.0,-0.0,-0.0,-0.0,798.276052018671,-16.335944251472068,-24.506933487311542,-19.216425526935193,-15.631747291402524,-16.041153425425044,-11.490688401713225,98.27605201867097,98.27605201867097,98.27605201867097,-0.0,-0.0,-0.0,
n81,-17.19809534630634,-24.128261973755862,-18.919131263798672,-0.0,-0.0,-0.0,-0.0,798.1098640316802,-16.204235145447345,-24.295772341825,-18.99930394982092,-15.73801324047162,-16.065989441588055,-11.502104307914536,98.10986403168027,98.10986403168027,98.10986403168027,-0.0,-0.0,-0.0,
n82,-17.18948608924097,-24.26699695652134,-19.05786624656415,-0.0,-0.0,-0.0,-0.0,798.5230686444861,-16.40167230285042,-24.370078520754287,-19.102080994278047,-15.615452885307578,-16.038562820544133,-11.462808267999424,98.52306864448612,98.52306864448612,98.52306864448612,-0.0,-0.0,-0.0,
n83,-17.005195219916622,-24.013946830042965,-18.863495128325443,-0.0,-0.0,-0.0,-0.0,798.0670352771176,-16.14813036316787,-24.081829101261988,-18.789171653068234,-15.749349792583152,-16.181915319749695,-11.601908724132008,98.06703527711763,98.06703527711763,98.06703527711763,-0.0,-0.0,-0.0,
n84,-17.073606613078944,-24.038476442496613,-18.88802474077909,-0.0,-0.0,-0.0,-0.0,798.0292351608294,-16.1787057533884,-24.167664004778043,-18.81925205937324,-15.798535128637692,-16.13365740688447,-11.569077441529366,98.02923516082944,98.02923516082944,98.02923516082944,-0.0,-0.0,-0.0,
n85,-17.69159764324562,-24.091090370959954,-18.81597050250896,-0.0,-0.0,-0.0,-0.0,797.7862265906107,-16.49351429382104,-24.851854925046343,-19.48720493532252,-16.10597085336898,-15.869145659569512,-11.318680635857692,97.78622659061065,97.78622659061065,97.78622659061065,-0.0,-0.0,-0.0,
n86,-17.537002190933485,-23.953511341026978,-18.690374160174485,-0.0,-0.0,-0.0,-0.0,797.6645290185073,-16.306700652416602,-24.66726600143711,-19.31607907259536,-16.177634990293743,-16.11206368156573,-11.5615992364514,97.66452901850735,97.66452901850735,97.66452901850735,-0.0,-0.0,-0.0,
n87,-17.731279407176,-24.46830946444105,-19.193189595990056,-0.0,-0.0,-0.0,-0.0,797.6100179632936,-16.472549437488798,-24.753520685347056,-19.29880739991317,-16.30715436989223,-15.839768854218432,-11.289741887186972,97.61001796329356,97.61001796329356,97.61001796329356,-0.0,-0.0,-0.0,
n88,-17.744244364826802,-24.50542799334066,-19.266722448271246,-0.0,-0.0,-0.0,-0.0,797.5414012380495,-16.4775927772585,-24.598560257587454,-19.248525340903466,-16.308589031587847,-15.91457972725216,-11.364136328146794,97.54140123804952,97.54140123804952,97.54140123804952,-0.0,-0.0,-0.0,
n89,-17.605229020067746,-24.381437046437014,-19.14583667988571,-0.0,-0.0,-0.0,-0.0,797.4555654536341,-16.40580742363227,-24.448791919191002,-19.086575775489898,-16.39496213314175,-15.969763503401847,-11.419298479690026,97.45556545363411,97.45556545363411,97.45556545363411,-0.0,-0.0,-0.0,
n90,-17.620365103540905,-24.248908677239204,-18.98577149638671,-0.0,-0.0,-0.0,-0.0,797.5480573630243,-16.364765845663353,-24.4364735422478,-19.020681736383136,-16.29480407118364,-16.066547006882733,-11.51576309946316,97.54805736302431,97.54805736302431,97.54805736302431,-0.0,-0.0,-0.0,
n91,-17.560454606374865,-24.256608266762782,-19.052139956513138,-0.0,-0.0,-0.0,-0.0,797.4935680984183,-16.386927713280258,-24.37656304508176,-19.05110800302138,-16.35106425331206,-16.11053014869719,-11.559658308594633,97.49356809841831,97.49356809841831,97.49356809841831,-0.0,-0.0,-0.0,
