#daily flow (m3),P (mg),N (mg)
2.3948859781847605e6,1.7365007719378722e8,8.641136359759882e9
1.6218514034138613e6,6.4535363885233454e7,3.211394364868024e9
1.680628124596034e6,1.1123379581468147e8,5.535191305303605e9
2.3891929732134333e6,1.8357746518712842e8,9.135140823984638e9
2.2751568349585785e6,1.643015513734283e8,8.175937105708829e9
2.6017420693740416e6,2.010768229695672e8,1.0005939957794e10
2.8675515103435507e6,2.254329567843837e8,1.1217944449191473e10
1.8645226718096149e6,7.446611361476557e7,3.70556611505833e9
1.2598642360406304e6,2.4684042108350903e7,1.2283217906680336e9
2.0046463618400309e6,1.477818310507201e8,7.7339798159559765e9
2.300019503696309e6,1.667319078591515e8,8.725708707831213e9
2.7449565923950677e6,2.106198429940435e8,1.1022529650459435e10
2.924677383953579e6,2.2509210908428237e8,1.1779917842480394e10
2.7525220606217906e6,1.0565932321513636e8,5.529550333105387e9
2.4948647796676913e6,1.9048085278932685e8,9.968580442700891e9
2.086019596698993e6,1.3821700619053444e8,7.233416506610857e9
2.628188266809781e6,1.6929248530524084e8,8.859713369598127e9
2.7676567917107884e6,1.7670746933893338e8,9.247767411454813e9
2.922262719758289e6,1.8921612668367144e8,9.90239256219957e9
2.9831449661431606e6,1.9334091899773836e8,1.0118258479377544e10
2.8097113740722598e6,1.7820064477790612e8,9.32591090598719e9
3.318756513334022e6,1.1301994469950576e8,5.914759378007985e9
2.571964427169196e6,1.6480528338019893e8,8.624881192518915e9
2.864332296205431e6,1.941839901329104e8,9.810321611747805e9
2.964042119271911e6,2.0126357359694466e8,1.0167987506922016e10
1.828433433808378e6,8.155253334798294e7,4.120095481861801e9
2.4409462008724315e6,1.641227874626068e8,8.291606984297017e9
1.6461364396506608e6,5.7950732591269776e7,2.9277147099903965e9
2.3313320131922583e6,1.563399756326559e8,7.89841346178636e9
2.7882826104631517e6,1.887843205610661e8,9.537526233196238e9
1.9865268794958817e6,1.3069276902731599e8,6.602697244043008e9
2.5623794842873407e6,2.0962547596956465e8,1.0590437120328821e10
2.864471669503809e6,2.3565393081894505e8,1.1905414286852716e10
2.9640880783140445e6,2.4423694397142586e8,1.2339034583593277e10
1.8717378374054935e6,8.113845775952639e7,4.0991760708869205e9
1.1875345022367043e6,3.339645852461368e7,1.6872142682597492e9
3.061026656050586e6,1.0945387725404474e8,5.52969241583713e9
2.4810937476654113e6,1.6424891347213537e8,8.896463002218842e9
2.83766729135027e6,1.8915320853892067e8,1.0245392106066973e10
2.9552492005716963e6,1.9736552438127154e8,1.0690208223930698e10
2.9940224231537245e6,2.0007357659931946e8,1.0836888563280565e10
2.3735798323481125e6,1.434594560235035e8,7.770412088893724e9
2.73951297331266e6,1.8229778097907862e8,9.874071186121449e9
2.922882323338119e6,1.951049128600538e8,1.056776329363705e10
2.98334928352219e6,2.0174432018214297e8,1.0927383581826338e10
3.0032885660325685e6,2.0315382767849573e8,1.1003728874026884e10
3.0098636441548746e6,2.0361861982423478e8,1.1028904115925764e10
3.012031809047064e6,2.0377188735867482e8,1.103720577784098e10
3.0127467722630557e6,2.0382242809463325e8,1.103994329237337e10
1.9370255197931193e6,9.735992029281361e7,5.273453020016078e9
2.3978400051164473e6,1.5823236942328778e8,8.570579802139877e9
2.8003137849592264e6,1.559137666305515e8,1.2017339914256218e10
2.9429316950378157e6,1.6423910035683656e8,1.2659030301516636e10
2.9899606641052207e6,1.6698442078730378e8,1.2870630915750093e10
3.005468701842726e6,1.6788970392834413e8,1.2940407276488695e10
3.010582554840932e6,1.6818822557133952e8,1.2963416380387383e10
2.187777572397106e6,5.9400672303596154e7,4.578415913067823e9
2.397738976411837e6,1.3241342484945628e8,1.0206007910753202e10
2.810180638679895e6,1.5221164599194753e8,1.1731992166721464e10
2.94618533939543e6,1.5993388966843385e8,1.2327198280758522e10
2.991033569603319e6,1.6248033813898227e8,1.2523470473433022e10
3.0058224977962254e6,1.6332004225669912e8,1.2588192210506536e10
3.954668829224754e6,1.217331961797982e8,9.38280967073252e9
2.2180708717384203e6,1.0950051993485445e8,8.439953682621646e9
2.6981332843069206e6,1.4584968225671256e8,1.1241632127446339e10
2.9092371639524754e6,1.4605135717863423e8,1.131598519540387e10
2.978849723976593e6,1.497087930325987e8,1.159936147328385e10
3.0018048137705266e6,1.5091485079594222e8,1.1692806218053358e10
3.009374369426359e6,1.513125543747882e8,1.1723620089949638e10
3.011870468258518e6,1.5144369911879146e8,1.173378111830476e10
3.012693569331182e6,1.514869447539693e8,1.1737131768219225e10
3.012964991026146e6,1.5150120521843666e8,1.1738236661784813e10
2.9727366778096245e6,1.7344974079139826e8,1.3438798083481497e10
2.445383210820166e6,1.3197650707272272e8,1.022547293654673e10
2.773090664887129e6,1.6184044794059375e8,1.2539315952219046e10
2.933954735053734e6,1.716882317885831e8,1.330231725795211e10
2.0345629910724605e6,9.579927378563726e7,7.422479221215346e9
2.5782196323038726e6,1.4991082434517652e8,1.1615014757075953e10
2.8696950375273777e6,1.6775437874904895e8,1.2997524316508806e10
2.7004552585864514e6,1.3194478908786227e8,1.1569494575515244e10
2.8869024535535495e6,1.4547702077643117e8,1.2756059669884064e10
2.9714847415287243e6,1.4993934184917706e8,1.314733544365458e10
2.9195554967873823e6,1.4614375746003732e8,1.2814522050229694e10
2.9756521335357665e6,1.5015920160488474e8,1.3166613705938513e10
2.9604325764540187e6,1.4882828851011962e8,1.3049913441101881e10
2.8360218805372776e6,1.4068081627137682e8,1.2335507540558687e10
2.9415063935392327e6,1.4189618347779307e8,1.24420762379593e10
2.989490663808262e6,1.4431743942655247e8,1.2654382519690914e10
3.005313716894376e6,1.451158606841332e8,1.2724391577816013e10
3.010531447779149e6,1.4537914408665136e8,1.2747477414841595e10
3.012252020631792e6,1.4546596310528767e8,1.2755090085050917e10
3.0128193881343775e6,1.454945921108569e8,1.2757600401122702e10
3.0130064804057074e6,1.4550403266861436e8,1.2758428190401232e10
3.0130681750178095e6,1.5901678004403007e8,1.416895897428291e10
2.933267841935316e6,1.5351252473317277e8,1.3678510308035727e10
2.980173847922469e6,1.5720284619004798e8,1.4007331035696686e10
3.0022414502635007e6,1.5841974814540923e8,1.4115761315044966e10
1.9824918606932322e6,8.066378284659263e7,7.187429084825975e9
2.5445486359229963e6,1.3318060924312136e8,1.186686454104586e10
2.858591858085241e6,1.5049829537917283e8,1.3409931784158697e10
2.962149181094378e6,1.3980612259728318e8,1.2457221274924444e10
2.9962977262372435e6,1.4149148419112715e8,1.2607392969216047e10
3.007558379771823e6,1.420472406050348e8,1.265691283640347e10
3.011271636588338e6,1.422305040618073e8,1.2673242260252802e10
3.0124961015932383e6,1.422909361031617e8,1.267862696942906e10
3.0128998750520404e6,1.423108638710133e8,1.2680402604208364e10
3.0130330213693143e6,1.423174351521193e8,1.2680988128656626e10
3.013076927033288e6,1.6629477609483868e8,1.315178147302389e10
3.013091405145551e6,1.6629561101839232e8,1.3151847504756105e10
3.0130961793754734e6,1.6629588633860952e8,1.3151869279050022e10
2.094795389565234e6,9.487155072623655e7,7.50312145973111e9
1.636107723530639e6,6.668860314382397e7,5.274212190457429e9
1.525224594910467e6,6.202555096593662e7,4.905424639332508e9
1.3898363695091023e6,5.0178158029332474e7,3.968447985066454e9
1.4308151597532483e6,5.605008210781072e7,4.432841780950281e9
2.3857308779334114e6,1.2889572414873004e8,1.0193996688413593e10
2.806220908155243e6,1.5291693890604794e8,1.2093766330152971e10
1.8802787621614274e6,7.600944862730621e7,6.01137138343574e9
2.1336065321622663e6,1.0877567483648582e8,8.602759140276846e9
2.649763266938032e6,1.434073262600648e8,1.1341678078494678e10
2.205516515009331e6,1.0659494143072462e8,8.430291129693413e9
1.7591907775204782e6,6.660289666822484e7,5.625176949610259e9
2.453696564190487e6,1.1770422923669724e8,9.941115931820902e9
2.8253328769415477e6,1.3711470915418306e8,1.1580494842870659e10
2.951181865737153e6,1.4351541197699046e8,1.2121088237171768e10
2.992681199151668e6,1.456260757421346e8,1.2299351612400171e10
3.006365811879436e6,1.4632207767392534e8,1.2358134851860405e10
3.0108783813619018e6,1.465515877915747e8,1.2377518919041965e10
3.012366423715688e6,1.6788103916175494e8,1.4178971171082115e10
2.3283867754487284e6,1.1581314748998338e8,9.781398111972406e9
1.98504914407436e6,9.465423303756298e7,7.994349142474441e9
1.6457553356749262e6,6.848589934050858e7,5.784212423411782e9
2.4500083635453777e6,1.351335687711553e8,1.141317081082347e10
2.827416730481555e6,1.571109710647475e8,1.3269347988973242e10
2.9518690268631303e6,1.643581293780177e8,1.3881431696038687e10
