#TIME,N(kg),P(kg),Rnat(mH2O),DIN (P),DIN (NP),DON (P),DON (NP),DIP (P),DIP (NP),DOP (P),DOP (NP)
1,47111.07843662733,1516.154250923376,1.4912355604173981,5428.940278125,38328.76074537722,1047.143475,458.1773466021024,299.1838500000003,629.0868751673751,2.991838500000003,42.01105575337389
2,43922.845652183285,1447.5033203323667,1.3893988398812793,5428.940278125,35711.28339965848,1047.143475,428.4007862831308,299.1838500000003,606.4861241210565,2.991838500000003,39.2807925813049
3,60595.636000741295,1295.4416391223663,1.5374146335247612,5428.940278125,51413.14826306125,1047.143475,613.6500806302449,299.1838500000003,404.02836550343494,2.991838500000003,27.37155367406473
4,59783.31898739759,1304.1706152005213,1.578733225498359,5428.940278125,50395.14828709424,1047.143475,600.702497528433,299.1838500000003,396.2612212126088,2.991838500000003,27.197354895780798
5,69649.29111158817,1439.4899474687577,1.8486735888116164,5428.940278125,58745.4537422319,1047.143475,694.732152010407,299.1838500000003,424.28791171372137,2.991838500000003,31.77383368161429
6,45850.605884796314,1098.5541881905679,1.2198065521551205,5428.940278125,38507.88219439094,1047.143475,464.9660398131259,299.1838500000003,352.35136865757755,2.991838500000003,21.799615472596468
7,59187.701190515545,1306.4168546755377,1.5829833823373634,5428.940278125,49784.41742049972,1047.143475,593.3429126585648,299.1838500000003,396.73935677077185,2.991838500000003,27.266908121809365
8,50056.33313456193,1154.5580822730888,1.318987481427999,5428.940278125,42141.509635512884,1047.143475,506.8555463761436,299.1838500000003,361.1473566251736,2.991838500000003,22.927779516948124
9,66016.60127033606,1389.919369634145,1.77979415639117,5428.940278125,55511.46350024065,1047.143475,657.7340662113072,299.1838500000003,402.3342530726819,2.991838500000003,29.462460757842585
10,75558.7571751284,1015.029314427428,1.7339209028566331,5428.940278125,65179.33733335655,1047.143475,773.2939711048305,299.1838500000003,69.0926396933651,2.991838500000003,4.98474897651266
11,80451.81598710659,1052.4194044731607,1.8301619996729037,5428.940278125,69517.31651713146,1047.143475,822.5355366883781,299.1838500000003,70.49130053703428,2.991838500000003,5.247235206536393
12,87206.17002469399,1013.1732155598891,1.9315115896525297,5428.940278125,75670.02786045035,1047.143475,892.9253970376978,299.1838500000003,0.0,2.991838500000003,0.0
13,85133.23802670834,992.4945865815469,1.8737119562190558,5428.940278125,73919.22736686208,1047.143475,873.5915509172148,299.1838500000003,0.0,2.991838500000003,0.0
14,61430.133272219966,772.6501363171702,1.3237874740868045,5428.940278125,53354.94862768688,1047.143475,641.6082510710614,299.1838500000003,0.0,2.991838500000003,0.0
15,72800.72191410157,903.4369882437303,1.6362060157786695,5428.940278125,62960.480909357015,1047.143475,749.138789654886,299.1838500000003,0.0,2.991838500000003,0.0
