#daily flow (m3),P (mg),N (mg)
2.300019503696309e6,1.838802329245886e8,8.330762300128138e9
2.7449565923950677e6,2.3228202859048173e8,1.0523623643507524e10
2.924677383953579e6,2.4824276276421767e8,1.124673063778383e10
2.7525220606217906e6,1.1652635187180986e8,5.279269683888514e9
2.4948647796676913e6,2.1007174948279238e8,9.517378693069895e9
2.086019596698993e6,1.5243258245401162e8,6.906014806604285e9
2.628188266809781e6,1.8670416496767482e8,8.458701590983366e9
2.7676567917107884e6,1.9488177781187797e8,8.829191380472977e9
2.922262719758289e6,2.086769466890153e8,9.45418663405572e9
2.9831449661431606e6,2.132259726146162e8,9.66028194446814e9
2.8097113740722598e6,1.965285258821245e8,8.903797913884563e9
3.318756513334022e6,1.2464401099533491e8,5.647043247778266e9
2.571964427169196e6,1.8175545571489406e8,8.234498478872514e9
2.864332296205431e6,2.147070899059687e8,9.308712817224386e9
2.964042119271911e6,2.2253490703069055e8,9.64809099812982e9
1.828433433808378e6,9.01717340220485e7,3.909432038830204e9
2.4409462008724315e6,1.8146875063816035e8,7.867651160150067e9
1.6461364396506608e6,6.407548399883129e7,2.778018552768786e9
2.3313320131922583e6,1.7286338168806946e8,7.494561905027015e9
2.7882826104631517e6,2.0873673498931992e8,9.049865662431656e9
1.9865268794958817e6,1.445055490434698e8,6.265096588706547e9
2.5623794842873407e6,2.317805699881476e8,1.0048940459195631e10
2.864471669503809e6,2.605599445989705e8,1.1296681898142971e10
2.9640880783140445e6,2.7005008729988253e8,1.1708130877475502e10
1.8717378374054935e6,8.971389522422712e7,3.889582252372901e9
1.1875345022367043e6,3.692609477268091e7,1.6009457901508338e9
3.061026656050586e6,1.2102194134571019e8,5.246955268517534e9
2.4810937476654113e6,1.7951729243580636e8,8.5264813015624075e9
2.83766729135027e6,2.0673666044197688e8,9.819311809397469e9
2.9552492005716963e6,2.1571238316355586e8,1.0245629134681992e10
2.9940224231537245e6,2.1867217261775652e8,1.0386209404668112e10
2.3735798323481125e6,1.567952723414638e8,7.447260036360804e9
2.73951297331266e6,1.9924396068514448e8,9.463433200111414e9
2.922882323338119e6,2.132416279484412e8,1.0128276383553871e10
2.98334928352219e6,2.2049822648930225e8,1.0472940961166761e10
3.0032885660325685e6,2.2203876008592874e8,1.0546111243137012e10
3.0098636441548746e6,2.2254675874348247e8,1.0570239509534523e10
3.012031809047064e6,2.2271427384126517e8,1.0578195926042332e10
3.0127467722630557e6,2.2276951278248656e8,1.0580819594175089e10
1.9370255197931193e6,1.0641037991217463e8,5.0541432655450325e9
2.3978400051164473e6,1.729414577795052e8,8.214150770735314e9
2.8003137849592264e6,1.559137666305515e8,1.160621694925419e10
2.9429316950378157e6,1.6423910035683656e8,1.222595458686235e10
2.9899606641052207e6,1.6698442078730378e8,1.24303161721143e10
3.005468701842726e6,1.6788970392834413e8,1.2497705426844536e10
3.010582554840932e6,1.6818822557133952e8,1.2519927370599266e10
2.187777572397106e6,5.9400672303596154e7,4.421784583786713e9
2.397738976411837e6,1.3241342484945628e8,9.85685208566704e9
2.810180638679895e6,1.5221164599194753e8,1.1330631180065742e10
2.94618533939543e6,1.5993388966843385e8,1.1905474809215446e10
2.991033569603319e6,1.6248033813898227e8,1.2095032370667433e10
3.0058224977962254e6,1.6332004225669912e8,1.2157539924516077e10
3.954668829224754e6,1.217331961797982e8,9.061816126453632e9
2.2180708717384203e6,1.0950051993485445e8,8.151216007958483e9
2.6981332843069206e6,1.4584968225671256e8,1.0857046756251587e10
2.9092371639524754e6,1.4605135717863423e8,1.1164842516643578e10
2.978849723976593e6,1.497087930325987e8,1.1444433861175175e10
3.0018048137705266e6,1.5091485079594222e8,1.153663050524495e10
3.009374369426359e6,1.513125543747882e8,1.1567032809693857e10
3.011870468258518e6,1.5144369911879146e8,1.1577058121624996e10
3.012693569331182e6,1.514869447539693e8,1.158036401836995e10
3.012964991026146e6,1.5150120521843666e8,1.1581454154354086e10
2.9727366778096245e6,1.7344974079139826e8,1.3259301918845203e10
2.445383210820166e6,1.3197650707272272e8,1.0088895754398396e10
2.773090664887129e6,1.6184044794059375e8,1.2371833778098686e10
2.933954735053734e6,1.716882317885831e8,1.3124644008175968e10
2.0345629910724605e6,9.579927378563726e7,7.323340403590102e9
2.5782196323038726e6,1.4991082434517652e8,1.1459878070882883e10
2.8696950375273777e6,1.6775437874904895e8,1.2823922053115332e10
2.7004552585864514e6,1.3194478908786227e8,1.1356794212833548e10
2.8869024535535495e6,1.4547702077643117e8,1.25215447997258e10
2.9714847415287243e6,1.4993934184917706e8,1.2905627130563581e10
2.9195554967873823e6,1.4614375746003732e8,1.2578932373439077e10
2.9756521335357665e6,1.5015920160488474e8,1.2924550969985489e10
2.9604325764540187e6,1.4882828851011962e8,1.280999619115032e10
2.8360218805372776e6,1.4068081627137682e8,1.2108724346996162e10
2.9415063935392327e6,1.4189618347779307e8,1.2213333823063498e10
2.989490663808262e6,1.4431743942655247e8,1.2421736941797873e10
3.005313716894376e6,1.451158606841332e8,1.2490458912405275e10
3.010531447779149e6,1.4537914408665136e8,1.2513120325885288e10
3.012252020631792e6,1.4546596310528767e8,1.2520593040307957e10
3.0128193881343775e6,1.454945921108569e8,1.2523057205259186e10
3.0130064804057074e6,1.4550403266861436e8,1.2523869775974916e10
3.0130681750178095e6,1.5901678004403007e8,1.3639987128148268e10
2.933267841935316e6,1.5351252473317277e8,1.3167848454674013e10
2.980173847922469e6,1.5720284619004798e8,1.3484393269356905e10
3.0022414502635007e6,1.5841974814540923e8,1.3588775505009956e10
1.9824918606932322e6,8.066378284659263e7,6.919099729164571e9
2.5445486359229963e6,1.3318060924312136e8,1.1423837127705183e10
2.858591858085241e6,1.5049829537917283e8,1.2909296812649437e10
2.962149181094378e6,1.3980612259728318e8,1.1992153986109175e10
2.9962977262372435e6,1.4149148419112715e8,1.213671929827272e10
3.007558379771823e6,1.420472406050348e8,1.218439043291642e10
3.011271636588338e6,1.422305040618073e8,1.2200110227964119e10
3.0124961015932383e6,1.422909361031617e8,1.2205293908994339e10
3.0128998750520404e6,1.423108638710133e8,1.2207003253737164e10
3.0130330213693143e6,1.423174351521193e8,1.2207566918714386e10
3.013076927033288e6,1.6629477609483868e8,1.3221391905361015e10
3.013091405145551e6,1.6629561101839232e8,1.3221458286589415e10
3.0130961793754734e6,1.6629588633860952e8,1.3221480176131447e10
2.094795389565234e6,9.487155072623655e7,7.54283437084974e9
1.636107723530639e6,6.668860314382397e7,5.302127814783193e9
1.525224594910467e6,6.202555096593662e7,4.931388325745753e9
1.3898363695091023e6,5.0178158029332474e7,3.989452392759396e9
1.4308151597532483e6,5.605008210781072e7,4.45630415625563e9
2.3857308779334114e6,1.2889572414873004e8,1.0247952003758453e10
2.806220908155243e6,1.5291693890604794e8,1.2157776844968235e10
1.8802787621614274e6,7.600944862730621e7,6.043188682240338e9
2.1336065321622663e6,1.0877567483648582e8,8.648292270847418e9
2.649763266938032e6,1.434073262600648e8,1.1401707901533625e10
2.205516515009331e6,1.0659494143072462e8,8.474911412616261e9
1.7591907775204782e6,6.660289666822484e7,5.3669918567790365e9
2.453696564190487e6,1.1770422923669724e8,9.484837318242186e9
2.8253328769415477e6,1.3711470915418306e8,1.1048971805849537e10
2.951181865737153e6,1.4351541197699046e8,1.1564752975230103e10
2.992681199151668e6,1.456260757421346e8,1.1734834395207315e10
3.006365811879436e6,1.4632207767392534e8,1.1790919594006266e10
3.0108783813619018e6,1.465515877915747e8,1.1809413968787117e10
3.012366423715688e6,1.6788103916175494e8,1.3528182934400831e10
2.3283867754487284e6,1.1581314748998338e8,9.332450247366348e9
1.98504914407436e6,9.465423303756298e7,7.627423480586067e9
1.6457553356749262e6,6.848589934050858e7,5.518727900014246e9
2.4500083635453777e6,1.351335687711553e8,1.0889327633677687e10
2.827416730481555e6,1.571109710647475e8,1.2660309753726221e10
2.9518690268631303e6,1.643581293780177e8,1.3244299964330168e10
