#TIME,N(kg),P(kg),Rnat(mH2O),DIN (P),DIN (NP),DON (P),DON (NP),DIP (P),DIP (NP),DOP (P),DOP (NP)
1,47111.07843662733,2018.2370016376242,1.4912355604173981,5428.940278125,38328.76074537722,1047.143475,458.1773466021024,299.1838500000003,1099.7390023299697,2.991838500000003,73.44167930502735
2,43922.84565218327,1929.7449259400823,1.3893988398812793,5428.940278125,35711.28339965847,1047.143475,428.40078628313074,299.1838500000003,1059.3938756801867,2.991838500000003,68.61464662989037
3,59550.65134160495,2120.6534795814077,1.5374146335247612,5428.940278125,50380.4890773492,1047.143475,601.3246072059486,299.1838500000003,1176.8819898861661,2.991838500000003,79.72976975037521
4,57577.180336349455,2540.5998276645873,1.578733225498359,5428.940278125,48214.996711017666,1047.143475,574.7154225568701,299.1838500000003,1553.2786423181535,2.991838500000003,106.60914625430215
5,67855.8084347251,2693.9735856943003,1.8486735888116164,5428.940278125,56972.93314785469,1047.143475,673.7700695245385,299.1838500000003,1591.3716421861318,2.991838500000003,119.17374143474645
6,46040.91907163478,2155.2873903268223,1.2198065521551205,5428.940278125,38695.924847439404,1047.143475,467.23657360313103,299.1838500000003,1347.514834401849,2.991838500000003,83.36935186457966
7,58564.47560849362,2542.6216748982397,1.5829833823373634,5428.940278125,49168.5321108447,1047.143475,586.0026402916563,299.1838500000003,1553.4465703689823,2.991838500000003,106.76451474630068
8,49989.33684073367,2269.4885625260285,1.318987481427999,5428.940278125,42075.30956078865,1047.143475,506.0593272721128,299.1838500000003,1409.520859291037,2.991838500000003,89.48475710402445
9,67990.20896079777,2674.343847289997,1.77979415639117,5428.940278125,57461.96049894257,1047.143475,680.8447579711021,299.1838500000003,1599.1195603568,2.991838500000003,117.10163112957609
10,71786.59404540263,1340.2358182249677,1.7339209028566331,5428.940278125,61451.402780240176,1047.143475,729.0653944954308,299.1838500000003,372.41564008901946,2.991838500000003,26.868252378397916
11,74556.28284016569,1384.6037122507782,1.8301619996729037,5428.940278125,63690.72416803831,1047.143475,753.5947388406265,299.1838500000003,379.66157486764797,2.991838500000003,28.261268653540295
12,83703.28290147836,1013.1732155598891,1.9315115896525297,5428.940278125,72207.99361375265,1047.143475,852.0725205197764,299.1838500000003,0.0,2.991838500000003,0.0
13,84024.99671745201,992.4945865815469,1.8737119562190558,5428.940278125,72823.9304854018,1047.143475,860.6471231211715,299.1838500000003,0.0,2.991838500000003,0.0
14,57488.30566976161,772.6501363171702,1.3237874740868045,5428.940278125,49459.959365675226,1047.143475,594.76991062436,299.1838500000003,0.0,2.991838500000003,0.0
15,72585.16705018989,903.4369882437303,1.6362060157786695,5428.940278125,62747.46067852929,1047.143475,746.6041565709356,299.1838500000003,0.0,2.991838500000003,0.0
