#daily flow (m3),P (mg),N (mg)
2.887909114601272e6,3.3129576073021656e8,9.303207019984781e9
2.8919960158540667e6,3.293827661369298e8,9.249487694720156e9
2.3073681996902567e6,2.3753425179919866e8,6.670264400469236e9
2.4142652784654056e6,2.647956283547146e8,7.435798584144628e9
2.789229820251906e6,3.1944434084189945e8,8.970404051245424e9
2.939276702245693e6,3.3746502707771015e8,9.476447878442055e9
2.988755411953737e6,4.423998996805712e8,1.0026033430107756e10
3.00507126391842e6,4.449243069838539e8,1.008324364202732e10
2.325981160023159e6,3.0733857429798096e8,6.965161661424623e9
2.717216960782779e6,4.0038715950973636e8,9.073905869167173e9
1.8395730865402184e6,1.9801643871105513e8,4.487612758640758e9
2.4043995536447624e6,3.4889091732462007e8,7.906855320453913e9
2.725956207847854e6,3.986425311567696e8,9.03436765452791e9
1.739129618267274e6,1.699261707831655e8,3.8510078102466564e9
2.3678799490727508e6,3.608861466812601e8,8.17870115635559e9
2.496920397232525e6,3.704388146020404e8,8.39519163926396e9
2.4823801102378704e6,3.6646341619081753e8,8.305097863479436e9
2.768073154639982e6,4.256952862190372e8,9.647459625901888e9
2.929000129810549e6,4.533772222937834e8,1.0274810619190777e10
2.651261012022955e6,3.938127708944831e8,8.924911621911144e9
2.8640802924391893e6,4.211608528601836e8,1.060819983671844e10
1.9649497439185628e6,2.2566080465988427e8,5.683944495053638e9
2.3155414065347128e6,3.2743374148994696e8,8.247401294352695e9
2.7632752420679647e6,4.056360302568202e8,1.0217160594852444e10
2.930718050293091e6,4.3142362606011665e8,1.0866698574776487e10
2.9859331536713387e6,4.3992721473763746e8,1.108088697193586e10
3.004140610135946e6,4.427313156297112e8,1.1151516667035545e10
2.9698267940811673e6,3.792355686673463e8,9.552185751106169e9
2.995529401367588e6,3.840202552481154e8,9.672702439825367e9
3.0073050208037323e6,3.855980295758994e8,9.712443420623346e9
3.0111880902015856e6,3.861183085507899e8,9.725548207782454e9
3.0124685517543983e6,3.86289873144627e8,9.729869576883997e9
3.0128907903549084e6,3.863464474274235e8,9.731294569956e9
3.0130300256450037e6,3.863651030800985e8,9.731764468547754e9
3.013075939178215e6,4.8376002489755297e8,1.0334007546447382e10
3.0130910793954004e6,4.83762564807964e8,1.0334061803624504e10
2.0289997996762274e6,2.582330157697144e8,5.516334125109295e9
3.125157943754258e6,2.389807280972922e8,5.10506970503796e9
1.5186240998880486e6,1.692550736590823e8,3.6156009559447803e9
2.3948859781847605e6,3.80052984326878e8,8.118633632275703e9
1.6218514034138613e6,1.4124299876833865e8,3.017211303195162e9
1.680628124596034e6,2.43447839128797e8,5.200495446592701e9
2.3891929732134333e6,4.0178020434550023e8,8.582767178000806e9
2.2751568349585785e6,3.595926701450459e8,7.681563534963478e9
2.6017420693740416e6,4.400795432026763e8,9.400911787733326e9
2.8675515103435507e6,4.93385717853297e8,1.053963012484358e10
1.8645226718096149e6,1.6297757632974184e8,3.481502019622075e9
1.2598642360406304e6,5.402383932176404e7,1.154048979878813e9
2.0046463618400309e6,3.172030385480684e8,7.306171341724243e9
2.300019503696309e6,3.5787801125354725e8,8.243042316436395e9
2.7449565923950677e6,4.520802977011304e8,1.0412813604626413e10
2.924677383953579e6,4.8314397275415087e8,1.112830653773279e10
2.7525220606217906e6,2.2679011443071714e8,5.22368083932769e9
2.4948647796676913e6,4.0885340816534287e8,9.417164058002064e9
2.086019596698993e6,2.9667283204528326e8,6.83329691064404e9
2.628188266809781e6,3.6337410600729567e8,8.369634451760952e9
2.7676567917107884e6,3.7928983427747416e8,8.736223114664404e9
2.922262719758289e6,4.0613876482392097e8,9.354637389043015e9
2.9831449661431606e6,4.149923339406326e8,9.558562588652006e9
2.8097113740722598e6,3.824948276312576e8,8.810044067638285e9
3.318756513334022e6,2.4258915741078985e8,5.587581877527185e9
2.571964427169196e6,3.537426508068689e8,8.147792119207776e9
2.864332296205431e6,4.22044843231705e8,9.296253869075125e9
2.964042119271911e6,4.3743180531431043e8,9.635177820137838e9
1.828433433808378e6,1.7724852665989447e8,3.9041995848893414e9
2.4409462008724315e6,3.5670899572099626e8,7.857120954762334e9
1.6461364396506608e6,1.259517215343274e8,2.774300402925062e9
2.3313320131922583e6,3.39793617700258e8,7.48453104898821e9
2.7882826104631517e6,4.10309052364537e8,9.037753159955761e9
1.9865268794958817e6,2.8405127105431116e8,6.256711271092669e9
2.5623794842873407e6,4.5560579470218784e8,1.0035490777097322e10
2.864471669503809e6,5.1217675680339605e8,1.1281562216529501e10
2.9640880783140445e6,5.3083131446242374e8,1.1692460505170393e10
1.8717378374054935e6,1.7634856334831247e8,3.884376365742159e9
1.1875345022367043e6,7.258478463063532e7,1.5988030555987096e9
3.061026656050586e6,2.3789007752476162e8,5.239932649502906e9
2.4810937476654113e6,3.4540922084870833e8,8.78138580657368e9
2.83766729135027e6,3.9778200659784514e8,1.0112866293105436e10
2.9552492005716963e6,4.150521946100851e8,1.0551928642150166e10
2.9940224231537245e6,4.2074712547373575e8,1.0696711647457903e10
2.3735798323481125e6,3.01689782178464e8,7.669900544926854e9
2.73951297331266e6,3.83365303059459e8,9.746348469642307e9
2.922882323338119e6,4.102982145217e8,1.043106755694143e10
2.98334928352219e6,4.24260635712444e8,1.0786036098222805e10
3.0032885660325685e6,4.2722477639260876e8,1.0861393851653734e10
3.0098636441548746e6,4.2820221660528666e8,1.0886243447704746e10
3.012031809047064e6,4.285245324035055e8,1.08944377262731e10
3.0127467722630557e6,4.286308176498397e8,1.0897139830609848e10
1.9370255197931193e6,2.0474421108385736e8,5.205240047651825e9
2.3978400051164473e6,3.3275665744245523e8,8.459717958681715e9
2.8003137849592264e6,2.05867172132371e8,1.1026793130118292e10
2.9429316950378157e6,2.1685986988015744e8,1.1615591250533619e10
2.9899606641052207e6,2.2048476693595573e8,1.1809750375265566e10
3.005468701842726e6,2.2168009486788043e8,1.187377531761777e10
3.010582554840932e6,2.2207426023115715e8,1.1894887862541227e10
2.187777572397106e6,7.843212754188426e7,4.2010332983216777e9
2.397738976411837e6,1.7483752663556165e8,9.364762811004475e9
2.810180638679895e6,2.009789244603855e8,1.0764965587196062e10
2.94618533939543e6,2.1117530738763756e8,1.1311110968461536e10
2.991033569603319e6,2.145376156490678e8,1.1491205139156412e10
3.0058224977962254e6,2.1564635361286736e8,1.1550592092577354e10
3.954668829224754e6,1.6073544622620577e8,8.609417887539577e9
2.2180708717384203e6,1.445835276331241e8,7.744278180535181e9
2.6981332843069206e6,1.9257864325567964e8,1.0315024189936506e10
2.9092371639524754e6,1.9215081978656018e8,1.0346679516472193e10
2.978849723976593e6,1.969626839912623e8,1.0605782323622013e10
3.0018048137705266e6,1.9854942027645105e8,1.0691222770028864e10
3.009374369426359e6,1.9907265450161362e8,1.0719397184511301e10
3.011870468258518e6,1.9924519360400695e8,1.0728687838584526e10
3.012693569331182e6,1.9930208923587328e8,1.0731751478226875e10
3.012964991026146e6,1.9932085085501102e8,1.0732761728719921e10
2.9727366778096245e6,2.2819719397793555e8,1.2287656307012444e10
2.445383210820166e6,1.7363340208864722e8,9.349578454890583e9
2.773090664887129e6,2.129235588572708e8,1.1465222097152748e10
2.933954735053734e6,2.25879684538168e8,1.2162866168327066e10
2.0345629910724605e6,1.2603723339833646e8,6.786683827651328e9
2.5782196323038726e6,1.972284842075992e8,1.0620094777021389e10
2.8696950375273777e6,2.2070415518282074e8,1.1884181208110115e10
2.7004552585864514e6,1.3194478908786227e8,1.0900615846120739e10
2.8869024535535495e6,1.4547702077643117e8,1.2018580869199934e10
2.9714847415287243e6,1.4993934184917706e8,1.2387235426400078e10
2.9195554967873823e6,1.4614375746003732e8,1.207366330563983e10
2.9756521335357665e6,1.5015920160488474e8,1.2405399135278309e10
2.9604325764540187e6,1.4882828851011962e8,1.2295445779250391e10
2.8360218805372776e6,1.4068081627137682e8,1.1622342539589077e10
2.9415063935392327e6,1.4189618347779307e8,1.1722750074594456e10
2.989490663808262e6,1.4431743942655247e8,1.1922782081504448e10
3.005313716894376e6,1.451158606841332e8,1.1988743636124605e10
3.010531447779149e6,1.4537914408665136e8,1.2010494788628242e10
3.012252020631792e6,1.4546596310528767e8,1.2017667339941818e10
3.0128193881343775e6,1.454945921108569e8,1.2020032524606735e10
3.0130064804057074e6,1.4550403266861436e8,1.2020812456078062e10
3.0130681750178095e6,1.5901678004403007e8,1.3462425490138023e10
2.933267841935316e6,1.5351252473317277e8,1.2996432989342852e10
2.980173847922469e6,1.5720284619004798e8,1.3308857109829283e10
3.0022414502635007e6,1.5841974814540923e8,1.341188052596384e10
1.9824918606932322e6,8.066378284659263e7,6.829028773090767e9
2.5445486359229963e6,1.3318060924312136e8,1.127512472690155e10
2.858591858085241e6,1.5049829537917283e8,1.2741247102185696e10
2.962149181094378e6,1.3980612259728318e8,1.1836043391206165e10
2.9962977262372435e6,1.4149148419112715e8,1.1978726791503809e10
3.007558379771823e6,1.420472406050348e8,1.2025777356298458e10
3.011271636588338e6,1.422305040618073e8,1.2041292515335018e10
3.0124961015932383e6,1.422909361031617e8,1.2046408716617203e10
3.0128998750520404e6,1.423108638710133e8,1.2048095809575653e10
3.0130330213693143e6,1.423174351521193e8,1.2048652136915699e10
3.013076927033288e6,1.6629477609483868e8,1.237300619008796e10
3.013091405145551e6,1.6629561101839232e8,1.2373068311788593e10
3.0130961793754734e6,1.6629588633860952e8,1.237308879673004e10
2.094795389565234e6,9.487155072623655e7,7.058828376722541e9
1.636107723530639e6,6.668860314382397e7,4.961902706049364e9
1.525224594910467e6,6.202555096593662e7,4.6149527006637535e9
1.3898363695091023e6,5.0178158029332474e7,3.733458587719353e9
1.4308151597532483e6,5.605008210781072e7,4.170353568288697e9
2.3857308779334114e6,1.2889572414873004e8,9.590364954450338e9
2.806220908155243e6,1.5291693890604794e8,1.1377640814013262e10
1.8802787621614274e6,7.600944862730621e7,5.655411435380753e9
2.1336065321622663e6,1.0877567483648582e8,8.093351635503398e9
2.649763266938032e6,1.434073262600648e8,1.0670087041746931e10
2.205516515009331e6,1.0659494143072462e8,7.93109622037823e9
1.7591907775204782e6,6.660289666822484e7,5.351100789096108e9
2.453696564190487e6,1.1770422923669724e8,9.456753766821218e9
2.8253328769415477e6,1.3711470915418306e8,1.1016257025674913e10
2.951181865737153e6,1.4351541197699046e8,1.1530511024213612e10
2.992681199151668e6,1.456260757421346e8,1.1700088851968477e10
3.006365811879436e6,1.4632207767392534e8,1.1756007988713692e10
3.0108783813619018e6,1.465515877915747e8,1.1774447603701862e10
3.012366423715688e6,1.6788103916175494e8,1.3488127485021666e10
2.3283867754487284e6,1.1581314748998338e8,9.304817897162361e9
1.98504914407436e6,9.465423303756298e7,7.60483952554927e9
1.6457553356749262e6,6.848589934050858e7,5.502387558734983e9
2.4500083635453777e6,1.351335687711553e8,1.0857085542192158e10
2.827416730481555e6,1.571109710647475e8,1.2622823980586994e10
2.9518690268631303e6,1.643581293780177e8,1.3205085060942465e10
