Objective Value ($):,1.7729900170522637e6
Investment Cost ($): ,117806.26740999994
Transportation Cost ($): ,963605.3274177422
Operating Cost ($)): ,90014.40448140407
Total Revenue ($): ,20.84267816873196
Total Supply Cost ($): ,0.0
Total Technologies Installed: ,0
Total Pellet Generated (t): ,0.0
Total Struvite Generated (t): ,0.0
P from fertilizers (t): ,13.85287874420387
N from fertilizers (t): ,164.97073959216422
Total excess P (t): ,51.033370316070744
Total excess N (t): ,114.11063390341401
