Objective Value ($):,3.7352652951081907e6
Investment Cost ($): ,117806.26740999994
Transportation Cost ($): ,1.1693175725240386e6
Operating Cost ($)): ,120108.08160008631
Total Revenue ($): ,55.58243928925327
Total Supply Cost ($): ,0.0
Total Technologies Installed: ,0
Total Pellet Generated (t): ,0.0
Total Struvite Generated (t): ,0.0
P from fertilizers (t): ,22.977078758467595
N from fertilizers (t): ,390.200771382836
Total excess P (t): ,10.07275860100583
Total excess N (t): ,166.81674409562237
