#daily flow (m3),P (mg),N (mg)
2.3948859781847605e6,1.6284870561712855e8,8.642831813896341e9
1.6218514034138613e6,6.052113909233931e7,3.2120244639236374e9
1.680628124596034e6,1.0431483798930864e8,5.536277350310181e9
2.3891929732134333e6,1.72158590824208e8,9.136933205409063e9
2.2751568349585785e6,1.540816762332325e8,8.177541284350175e9
2.6017420693740416e6,1.8856945461450142e8,1.000790319637563e10
2.8675515103435507e6,2.1141058966999647e8,1.1220145491916306e10
1.8645226718096149e6,6.983417692909884e7,3.7062931742246394e9
1.2598642360406304e6,2.314864681722963e7,1.2285627963846643e9
2.0046463618400309e6,1.2383253648181957e8,7.752465581090434e9
2.300019503696309e6,1.3971159320367044e8,8.746564904206573e9
2.7449565923950677e6,1.7648711756997758e8,1.1048875710205496e10
2.924677383953579e6,1.8861403064076656e8,1.1808074212127241e10
2.7525220606217906e6,8.853633700202408e7,5.542767069014895e9
2.4948647796676913e6,1.596118209147571e8,9.9924073521541e9
2.086019596698993e6,1.1581777231886478e8,7.25070582489755e9
2.628188266809781e6,1.4185720743617076e8,8.880889864030027e9
2.7676567917107884e6,1.4807053064603952e8,9.269871432987627e9
2.922262719758289e6,1.5855205436223456e8,9.926061269324505e9
2.9831449661431606e6,1.620083892247815e8,1.0142443149401327e10
2.8097113740722598e6,1.4932172438687825e8,9.348201706167103e9
3.318756513334022e6,9.47041075730844e7,5.928896840904269e9
2.571964427169196e6,1.380971945026909e8,8.645496390881414e9
2.864332296205431e6,1.7109245348117748e8,1.0009999396309696e10
2.964042119271911e6,1.7733016290128645e8,1.0374945168371553e10
1.828433433808378e6,7.185465191317637e7,4.2039552746963654e9
2.4409462008724315e6,1.4460600155516216e8,8.460373083779394e9
1.6461364396506608e6,5.105947721686863e7,2.987304967094719e9
2.3313320131922583e6,1.3774868870430753e8,8.059176560491983e9
2.7882826104631517e6,1.6633488971702695e8,9.731651582375921e9
1.9865268794958817e6,1.1515133914916223e8,6.737087533169168e9
2.5623794842873407e6,1.8469770330316204e8,1.0805993256551407e10
2.864471669503809e6,2.0763096467788443e8,1.214773526705825e10
2.9640880783140445e6,2.151933223033202e8,1.2590181404950697e10
1.8717378374054935e6,7.148981643777387e7,4.182610073232333e9
1.1875345022367043e6,2.942509329758668e7,1.7215555692384942e9
3.061026656050586e6,9.643808632011598e7,5.642242928919272e9
2.4810937476654113e6,1.5457630162166235e8,9.10052036176519e9
2.83766729135027e6,1.7801398376238084e8,1.0480389729297642e10
2.9552492005716963e6,1.8574267665796542e8,1.0935408553840673e10
2.9940224231537245e6,1.882912517907635e8,1.1085453286740835e10
2.3735798323481125e6,1.350111344787113e8,7.948641321460783e9
2.73951297331266e6,1.715622720533997e8,1.0100551855316622e10
2.922882323338119e6,1.836151924575148e8,1.081015511536132e10
2.98334928352219e6,1.8986360535177988e8,1.1178023981263899e10
3.0032885660325685e6,1.911901070088589e8,1.1256120398460564e10
3.0098636441548746e6,1.9162752756399295e8,1.1281873082584131e10
3.012031809047064e6,1.9177176917954814e8,1.129036515896067e10
3.0127467722630557e6,1.918193335736165e8,1.1293165463613924e10
1.9370255197931193e6,9.162639853685302e7,5.394409730417484e9
2.3978400051164473e6,1.489140716077484e8,8.767162408482391e9
2.8003137849592264e6,1.559137666305515e8,1.2567411697288183e10
2.9429316950378157e6,1.6423910035683656e8,1.3238474289878012e10
2.9899606641052207e6,1.6698442078730378e8,1.3459760535706524e10
3.005468701842726e6,1.6788970392834413e8,1.3532730781900545e10
3.010582554840932e6,1.6818822557133952e8,1.355679308550048e10
2.187777572397106e6,5.9400672303596154e7,4.787984538298727e9
2.397738976411837e6,1.3241342484945628e8,1.0673169280004847e10
2.810180638679895e6,1.5221164599194753e8,1.2269002677842134e10
2.94618533939543e6,1.5993388966843385e8,1.2891453264512566e10
2.991033569603319e6,1.6248033813898227e8,1.3096709458285007e10
3.0058224977962254e6,1.6332004225669912e8,1.316439371464873e10
3.954668829224754e6,1.217331961797982e8,9.812290644247017e9
2.2180708717384203e6,1.0950051993485445e8,8.826277145553688e9
2.6981332843069206e6,1.4584968225671256e8,1.1756197303488178e10
2.9092371639524754e6,1.4605135717863423e8,1.2013544468767506e10
2.978849723976593e6,1.497087930325987e8,1.2314389110830814e10
3.0018048137705266e6,1.5091485079594222e8,1.241359413604745e10
3.009374369426359e6,1.513125543747882e8,1.2446307489227798e10
3.011870468258518e6,1.5144369911879146e8,1.2457094881035473e10
3.012693569331182e6,1.514869447539693e8,1.2460652077430805e10
3.012964991026146e6,1.5150120521843666e8,1.2461825080731379e10
2.9727366778096245e6,1.7344974079139826e8,1.4267215412076227e10
2.445383210820166e6,1.3197650707272272e8,1.0855808991980434e10
2.773090664887129e6,1.6184044794059375e8,1.3312285868056303e10
2.933954735053734e6,1.716882317885831e8,1.4122321402556198e10
2.0345629910724605e6,9.579927378563726e7,7.880028353942263e9
2.5782196323038726e6,1.4991082434517652e8,1.2331007321059212e10
2.8696950375273777e6,1.6775437874904895e8,1.3798739894400566e10
2.7004552585864514e6,1.3194478908786227e8,1.2263731372547308e10
2.8869024535535495e6,1.4547702077643117e8,1.3521497256648811e10
2.9714847415287243e6,1.4993934184917706e8,1.3936251846902246e10
2.9195554967873823e6,1.4614375746003732e8,1.3583467718995182e10
2.9756521335357665e6,1.5015920160488474e8,1.3956686916769518e10
2.9604325764540187e6,1.4882828851011962e8,1.3832983958985138e10
2.8360218805372776e6,1.4068081627137682e8,1.3075709559655182e10
2.9415063935392327e6,1.4189618347779307e8,1.3188672997177275e10
2.989490663808262e6,1.4431743942655247e8,1.341371888754582e10
3.005313716894376e6,1.451158606841332e8,1.3487928895328552e10
3.010531447779149e6,1.4537914408665136e8,1.35124000165123e10
3.012252020631792e6,1.4546596310528767e8,1.3520469491100454e10
3.0128193881343775e6,1.454945921108569e8,1.3523130440700596e10
3.0130064804057074e6,1.4550403266861436e8,1.3524007902138405e10
3.0130681750178095e6,1.5901678004403007e8,1.4687799440922516e10
2.933267841935316e6,1.5351252473317277e8,1.4179391472561441e10
2.980173847922469e6,1.5720284619004798e8,1.452025299306329e10
3.0022414502635007e6,1.5841974814540923e8,1.4632653784065746e10
1.9824918606932322e6,8.066378284659263e7,7.450619137608164e9
2.5445486359229963e6,1.3318060924312136e8,1.230140666564375e10
2.858591858085241e6,1.5049829537917283e8,1.3900978111353693e10
2.962149181094378e6,1.3980612259728318e8,1.2913381146023354e10
2.9962977262372435e6,1.4149148419112715e8,1.3069051843599792e10
3.007558379771823e6,1.420472406050348e8,1.3120385034620401e10
3.011271636588338e6,1.422305040618073e8,1.313731241107199e10
3.0124961015932383e6,1.422909361031617e8,1.3142894298109148e10
3.0128998750520404e6,1.423108638710133e8,1.3144734953274153e10
3.0130330213693143e6,1.423174351521193e8,1.3145341918519758e10
3.013076927033288e6,1.6629477609483868e8,1.3887355187282536e10
3.013091405145551e6,1.6629561101839232e8,1.3887424912142305e10
3.0130961793754734e6,1.6629588633860952e8,1.3887447904263502e10
2.094795389565234e6,9.487155072623655e7,7.922767948838962e9
1.636107723530639e6,6.668860314382397e7,5.56919670329172e9
1.525224594910467e6,6.202555096593662e7,5.179783016512879e9
1.3898363695091023e6,5.0178158029332474e7,4.190401644363867e9
1.4308151597532483e6,5.605008210781072e7,4.680768793744905e9
2.3857308779334114e6,1.2889572414873004e8,1.0764142719399363e10
2.806220908155243e6,1.5291693890604794e8,1.2770165693774805e10
1.8802787621614274e6,7.600944862730621e7,6.347584905943828e9
2.1336065321622663e6,1.0877567483648582e8,9.083907911389376e9
2.649763266938032e6,1.434073262600648e8,1.1976013456347185e10
2.205516515009331e6,1.0659494143072462e8,8.901793836096313e9
1.7591907775204782e6,6.660289666822484e7,5.9211027891956e9
2.453696564190487e6,1.1770422923669724e8,1.0464092027487211e10
2.8253328769415477e6,1.3711470915418306e8,1.2189714373187412e10
2.951181865737153e6,1.4351541197699046e8,1.2758746971359955e10
2.992681199151668e6,1.456260757421346e8,1.2946388316286793e10
3.006365811879436e6,1.4632207767392534e8,1.3008263988153444e10
3.0108783813619018e6,1.465515877915747e8,1.3028667800385994e10
3.012366423715688e6,1.6788103916175494e8,1.492488974143918e10
2.3283867754487284e6,1.1581314748998338e8,1.0295971871079565e10
1.98504914407436e6,9.465423303756298e7,8.414910931573182e9
1.6457553356749262e6,6.848589934050858e7,6.088504703116278e9
2.4500083635453777e6,1.351335687711553e8,1.2013587861660925e10
2.827416730481555e6,1.571109710647475e8,1.3967413663984411e10
2.9518690268631303e6,1.643581293780177e8,1.461169749320288e10
