Objective Value ($):,3.0710052661344777e6
Investment Cost ($): ,117806.26740999994
Transportation Cost ($): ,1.1623124989469578e6
Operating Cost ($)): ,120008.45597158911
Total Revenue ($): ,55.581416524485775
Total Supply Cost ($): ,0.0
Total Technologies Installed: ,0
Total Pellet Generated (t): ,0.0
Total Struvite Generated (t): ,0.0
P from fertilizers (t): ,34.82003865413471
N from fertilizers (t): ,312.72954373609286
Total excess P (t): ,21.91571850984159
Total excess N (t): ,89.3455165059432
