#daily flow (m3),P (mg),N (mg)
2.864471669503809e6,1.964099622924549e8,1.2220198756088354e10
2.9640880783140445e6,2.0356362734601858e8,1.2665284167076132e10
1.8717378374054935e6,6.762629154385121e7,4.2075601163881764e9
1.1875345022367043e6,2.7834872674203545e7,1.731824966814561e9
3.061026656050586e6,9.122628181724194e7,5.675899952191226e9
2.4810937476654113e6,1.3812871331685144e8,9.410792593076004e9
2.83766729135027e6,1.5907252451729423e8,1.0837707088860739e10
2.9552492005716963e6,1.659788509987048e8,1.1308239279713299e10
2.9940224231537245e6,1.6825624669385052e8,1.146339962273494e10
2.3735798323481125e6,1.2064536473797566e8,8.219641503940526e9
2.73951297331266e6,1.533073028907992e8,1.0444919060381784e10
2.922882323338119e6,1.640777403360274e8,1.1178715463025726e10
2.98334928352219e6,1.6966129502262956e8,1.1559126413261515e10
3.0032885660325685e6,1.708466511553792e8,1.1639885441897718e10
3.0098636441548746e6,1.712375282680099e8,1.1666516135458948e10
3.012031809047064e6,1.713664219506402e8,1.1675297739838402e10
3.0127467722630557e6,1.71408925287073e8,1.167819351779852e10
1.9370255197931193e6,8.187695269569641e7,5.578326196413584e9
2.3978400051164473e6,1.3306896911207494e8,9.066069167064327e9
2.8003137849592264e6,1.4453509556606987e8,1.2481569954465704e10
2.9429316950378157e6,1.5225284193159354e8,1.3148048852029186e10
2.9899606641052207e6,1.5479780739136142e8,1.3367823601500128e10
3.005468701842726e6,1.5563702247885692e8,1.3440295424211382e10
3.010582554840932e6,1.5591375785079572e8,1.346419337017531e10
2.187777572397106e6,5.5065579093044214e7,4.7552801957280655e9
2.397738976411837e6,1.2274982144582856e8,1.0600266165624285e10
2.810180638679895e6,1.4110315769514626e8,1.2185199218710854e10
2.94618533939543e6,1.482618278490794e8,1.2803398154805359e10
2.991033569603319e6,1.506224351321868e8,1.3007252345538282e10
3.0058224977962254e6,1.5140085718897036e8,1.3074474284388432e10
3.954668829224754e6,1.1284904164429675e8,9.745267763937891e9
2.2180708717384203e6,1.0150911273166096e8,8.765989233367916e9
2.6981332843069206e6,1.352054935162098e8,1.167589656298533e10
2.9092371639524754e6,1.434744695994285e8,1.198567320087244e10
2.978849723976593e6,1.4706737472115e8,1.2285819887254517e10
3.0018048137705266e6,1.4825215315282416e8,1.2384794758094849e10
3.009374369426359e6,1.4864283976563618e8,1.2417432216718636e10
3.011870468258518e6,1.487716706299986e8,1.242819458191674e10
3.012693569331182e6,1.4881415325179335e8,1.243174352566241e10
3.012964991026146e6,1.4882816210878187e8,1.2432913807610487e10
2.9727366778096245e6,1.7038944411702278e8,1.4234115656720896e10
2.445383210820166e6,1.2964795204665273e8,1.0830623655428034e10
2.773090664887129e6,1.5898498224573466e8,1.3281401536900839e10
2.933954735053734e6,1.6865901466565922e8,1.408955779943023e10
2.0345629910724605e6,9.410901931978388e7,7.861746790008786e9
2.5782196323038726e6,1.4726584145213094e8,1.2302399543449966e10
2.8696950375273777e6,1.6479456938262817e8,1.3766726996191298e10
2.7004552585864514e6,1.3194478908786227e8,1.2700865136645176e10
2.8869024535535495e6,1.4547702077643117e8,1.4003463373851048e10
2.9714847415287243e6,1.4993934184917706e8,1.4433001656743107e10
2.9195554967873823e6,1.4614375746003732e8,1.4067642738255482e10
2.9756521335357665e6,1.5015920160488474e8,1.4454165123110538e10
2.9604325764540187e6,1.4882828851011962e8,1.4326052843405802e10
2.8360218805372776e6,1.4068081627137682e8,1.3541785826692276e10
2.9415063935392327e6,1.4189618347779307e8,1.3658775782013023e10
2.989490663808262e6,1.4431743942655247e8,1.3891843305778704e10
3.005313716894376e6,1.451158606841332e8,1.3968698487289593e10
3.010531447779149e6,1.4537914408665136e8,1.3994041867738468e10
3.012252020631792e6,1.4546596310528767e8,1.4002398974181385e10
3.0128193881343775e6,1.454945921108569e8,1.4005154771824057e10
3.0130064804057074e6,1.4550403266861436e8,1.4006063509878216e10
3.0130681750178095e6,1.5901678004403007e8,1.5127042628089222e10
2.933267841935316e6,1.5351252473317277e8,1.4603430562116243e10
2.980173847922469e6,1.5720284619004798e8,1.4954485651862413e10
3.0022414502635007e6,1.5841974814540923e8,1.5070247823300278e10
1.9824918606932322e6,8.066378284659263e7,7.673432208383777e9
2.5445486359229963e6,1.3318060924312136e8,1.2669284038437708e10
2.858591858085241e6,1.5049829537917283e8,1.431669116319137e10
2.962149181094378e6,1.3980612259728318e8,1.3299559805017998e10
2.9962977262372435e6,1.4149148419112715e8,1.345988588297507e10
3.007558379771823e6,1.420472406050348e8,1.3512754208957321e10
3.011271636588338e6,1.422305040618073e8,1.3530187803839577e10
3.0124961015932383e6,1.422909361031617e8,1.3535936618935802e10
3.0128998750520404e6,1.423108638710133e8,1.3537832319463074e10
3.0130330213693143e6,1.423174351521193e8,1.3538457436192163e10
3.013076927033288e6,1.6629477609483868e8,1.4166126290764349e10
3.013091405145551e6,1.6629561101839232e8,1.4166197415262554e10
3.0130961793754734e6,1.6629588633860952e8,1.4166220868921526e10
2.094795389565234e6,9.487155072623655e7,8.081807502011099e9
1.636107723530639e6,6.668860314382397e7,5.680991288333056e9
1.525224594910467e6,6.202555096593662e7,5.283760613962966e9
1.3898363695091023e6,5.0178158029332474e7,4.2745186612240014e9
1.4308151597532483e6,5.605008210781072e7,4.774729311365313e9
2.3857308779334114e6,1.2889572414873004e8,1.0980219279943493e10
2.806220908155243e6,1.5291693890604794e8,1.302651063016408e10
1.8802787621614274e6,7.600944862730621e7,6.475004650366792e9
2.1336065321622663e6,1.0877567483648582e8,9.266255881772114e9
2.649763266938032e6,1.434073262600648e8,1.221641679028051e10
2.205516515009331e6,1.0659494143072462e8,9.08048609658726e9
1.7591907775204782e6,6.660289666822484e7,5.986771872837774e9
2.453696564190487e6,1.1770422923669724e8,1.0580145972006866e10
2.8253328769415477e6,1.3711470915418306e8,1.2324906650917793e10
2.951181865737153e6,1.4351541197699046e8,1.2900250210175608e10
2.992681199151668e6,1.456260757421346e8,1.3089972626080849e10
3.006365811879436e6,1.4632207767392534e8,1.3152534541509872e10
3.0108783813619018e6,1.465515877915747e8,1.3173164645988955e10
3.012366423715688e6,1.6788103916175494e8,1.509041698656136e10
2.3283867754487284e6,1.1581314748998338e8,1.0410161247966105e10
1.98504914407436e6,9.465423303756298e7,8.508238054827194e9
1.6457553356749262e6,6.848589934050858e7,6.156030388590661e9
2.4500083635453777e6,1.351335687711553e8,1.2146826775798607e10
2.827416730481555e6,1.571109710647475e8,1.41223218438996e10
2.9518690268631303e6,1.643581293780177e8,1.4773751221874199e10
