node,product,amount(tonne/week),time
ag_node1,p1,783.2532628889999,1
ag_node1,p1,783.2532628889999,2
ag_node1,p2,687.6230036681277,1
ag_node1,p2,687.6230036681277,2
ag_node1,p2,586.6508603229978,3
ag_node1,p2,595.8801943614131,4
ag_node1,p2,1089.3311471449863,5
ag_node1,p2,1089.3311471449863,6
ag_node1,p2,1089.3311471449863,7
ag_node1,p2,1089.3311471449863,8
ag_node1,p2,1089.3311471449863,9
ag_node2,p1,163.59087135599998,3
ag_node2,p1,163.59087135599998,4
ag_node2,p1,163.59087135599998,5
ag_node2,p1,163.59087135599998,6
ag_node2,p1,163.59087135599998,7
ag_node2,p1,163.59087135599998,8
ag_node2,p1,163.59087135599998,9
ag_node2,p1,163.59087135599998,10
ag_node2,p1,163.59087135599998,11
ag_node2,p1,163.59087135599998,12
ag_node2,p1,163.59087135599998,13
ag_node2,p1,163.59087135599998,14
ag_node2,p1,163.59087135599998,15
ag_node2,p2,1380.7718929175599,3
ag_node2,p2,1380.7718929175599,4
ag_node2,p2,1380.7718929175599,5
ag_node2,p2,1380.7718929175599,6
ag_node2,p2,1380.7718929175599,7
ag_node2,p2,1380.7718929175599,8
ag_node2,p2,1380.7718929175599,9
ag_node2,p2,1380.7718929175599,10
ag_node2,p2,1380.7718929175599,11
ag_node2,p2,1380.7718929175599,12
ag_node2,p2,1380.7718929175599,13
ag_node2,p2,1380.7718929175599,14
ag_node2,p2,1380.7718929175599,15
ag_node3,p3,1136.2336367432363,4
ag_node3,p3,1136.2336367432363,5
ag_node3,p3,1136.2336367432363,6
ag_node3,p3,1136.2336367432363,7
ag_node3,p3,1136.2336367432363,8
ag_node3,p3,1136.2336367432363,9
ag_node3,p3,1136.2336367432363,10
ag_node3,p3,1136.2336367432363,11
ag_node4,p2,462.23310811027045,4
ag_node4,p2,462.23310811027045,5
ag_node4,p2,462.23310811027045,6
ag_node4,p2,462.23310811027045,7
ag_node4,p2,462.23310811027045,8
ag_node4,p2,462.23310811027045,9
ag_node4,p2,462.23310811027045,10
ag_node4,p2,462.23310811027045,11
ag_node5,p2,2215.9616351940713,3
ag_node5,p2,256.66631337,4
ag_node5,p2,256.66631337,5
ag_node5,p2,2215.9616351940713,6
ag_node5,p2,1808.6151408763194,7
ag_node5,p2,256.66631337,8
ag_node5,p2,2215.9616351940713,9
ag_node5,p2,2172.616383271465,10
ag_node5,p2,481.45762671,11
ag_node5,p2,513.33262671,12
ag_node5,p2,1283.803200766859,13
ag_node5,p2,481.45762671,14
ag_node5,p2,1639.9428626531412,15
ag_node5,p3,70.79023160999999,3
ag_node5,p3,2737.344688215903,4
ag_node5,p3,2737.344688215903,5
ag_node5,p3,70.79023160999999,6
ag_node5,p3,625.1791477201792,7
ag_node5,p3,2737.344688215903,8
ag_node5,p3,70.79023160999999,9
ag_node5,p3,129.78209128499998,10
ag_node5,p3,2431.4090430294373,11
ag_node5,p3,2388.0279241355365,12
ag_node5,p3,1339.4357491578928,13
ag_node5,p3,2431.4090430294373,14
ag_node5,p3,854.738117310917,15
ag_node6,p1,99.09766042354185,3
ag_node6,p1,99.09766042354185,4
ag_node6,p1,99.09766042354185,5
ag_node6,p1,99.09766042354185,6
ag_node6,p1,99.09766042354185,7
ag_node6,p1,99.09766042354185,8
ag_node6,p1,163.590871356,9
ag_node6,p1,188.37736701900002,10
ag_node6,p1,188.37736701900002,11
ag_node6,p1,163.590871356,12
ag_node6,p1,163.590871356,13
ag_node6,p1,163.590871356,14
ag_node6,p1,163.590871356,15
ag_node6,p2,366.66616194000005,3
ag_node6,p2,1641.7859364737012,4
ag_node6,p2,1641.7859364737012,5
ag_node6,p2,366.66616194000005,6
ag_node6,p2,1641.7859364737012,7
ag_node6,p2,366.66616194000005,8
ag_node6,p2,1608.709217539929,9
ag_node6,p2,1595.9969345175066,10
ag_node6,p2,366.66616194000005,11
ag_node6,p2,1608.709217539929,12
ag_node6,p2,1608.709217539929,13
ag_node6,p2,696.6657077100001,14
ag_node6,p2,1006.9455786782767,15
ag_node6,p3,1853.3914854052202,3
ag_node6,p3,117.98371934999999,4
ag_node6,p3,117.98371934999999,5
ag_node6,p3,1853.3914854052202,6
ag_node6,p3,117.98371934999999,7
ag_node6,p3,1853.3914854052202,8
ag_node6,p3,117.98371934999999,9
ag_node6,p3,117.98371934999999,10
ag_node6,p3,1791.0737399026407,11
ag_node6,p3,117.98371934999999,12
ag_node6,p3,117.98371934999999,13
ag_node6,p3,1359.2533016666275,14
ag_node6,p3,936.9697574200732,15
ag_node7,p1,89.27970659545814,1
ag_node7,p1,89.27970659545814,2
ag_node7,p1,89.27970659545814,3
ag_node7,p1,89.27970659545814,4
ag_node7,p1,89.27970659545814,5
ag_node7,p1,89.27970659545814,6
ag_node7,p1,89.27970659545814,7
ag_node7,p1,89.27970659545814,8
ag_node8,p1,14.871897396,1
ag_node8,p1,14.871897396,2
ag_node8,p2,468.4519124449941,1
ag_node8,p2,468.4519124449941,2
ag_node8,p2,748.2066827812633,3
ag_node8,p2,748.2066827812633,4
ag_node8,p2,748.2066827812633,5
ag_node8,p2,748.2066827812633,6
ag_node8,p2,748.2066827812633,7
ag_node8,p2,748.2066827812633,8
ag_node8,p2,748.2066827812633,9
ag_node8,p3,47.193487739999995,1
ag_node8,p3,47.193487739999995,2
ag_node8,p8,92.72191002180259,1
ag_node8,p8,92.72191002180259,2
ag_node9,p1,421.370426223,3
ag_node9,p1,371.79743490299995,4
ag_node9,p1,371.79743490299995,5
ag_node9,p1,371.79743490299995,6
ag_node9,p1,371.79743490299995,7
ag_node9,p1,371.79743490299995,8
