,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,
n1,-15.67923197620399,-21.481107834706748,-16.7267585723539,-0.0,-0.0,-0.0,-0.0,797.4242058563158,-14.206891488994147,-21.257161971120365,-16.587196390199797,-16.42903478604985,-15.88241122664369,-11.332448481784164,97.42420585631584,97.42420585631584,97.42420585631584,-0.0,-0.0,-0.0,
n2,-15.715283429142342,-21.45538559374447,-16.838648191270106,-0.0,-0.0,-0.0,-0.0,797.4767111364057,-14.151819458294758,-21.184822219356608,-16.47775962986768,-16.372685357654703,-15.880726428679809,-11.330261404967988,97.47671113640574,97.47671113640574,97.47671113640574,-0.0,-0.0,-0.04516037543686887,
n3,-15.741627265021943,-21.93709897514915,-17.35942399173772,-0.0,-0.0,-0.0,-0.0,796.7296543177149,-13.721237451699478,-20.558267189214636,-15.912026616385587,-16.599410004884486,-16.362465657071414,-11.712840602463336,96.72965431771486,96.72965431771486,96.72965431771486,-0.0,-0.0,-0.0,
n4,-15.107998965297996,-21.532519327004255,-16.866223543690886,-0.0,-0.0,-0.0,-0.0,797.5325822697752,-14.674031986764438,-21.328481323920613,-16.685272920337777,-16.55618516591013,-15.598082895502131,-11.047617871790312,97.5325822697752,97.5325822697752,97.5325822697752,-0.0,-0.0,-0.0,
n5,-15.382725618800338,-21.50523808990153,-16.83965088806474,-0.0,-0.0,-0.0,-0.0,797.6586233742238,-14.42860554904949,-21.40529625272027,-16.66136125272027,-16.409664284042215,-15.584549589379497,-11.034084565667678,97.65862337422374,97.65862337422374,97.65862337422374,-0.0,-0.0,-0.0,
n6,-16.043970237873143,-21.144351042251,-16.560529251995955,-0.0,-0.0,-0.0,-0.0,797.7028444423858,-14.056267173660245,-21.49798766254384,-16.767649363874835,-16.237400405484692,-15.237122160848555,-10.70445146442375,97.70284444238578,97.70284444238578,97.70284444238578,-0.0,-0.0,-0.0,
n7,-16.122885002666496,-21.094239776685654,-16.77790571143087,-0.0,-0.0,-0.0,-0.0,797.573568966007,-14.133438409534808,-21.30741635256903,-16.613069260897117,-16.236710128940146,-15.330791675916398,-10.832717627867378,97.57356896600699,97.57356896600699,97.57356896600699,-0.0,-0.0,-0.0,
n8,-16.296086871872454,-21.490632490424595,-16.757770901838207,-0.0,-0.0,-0.0,-0.0,798.0864600854142,-14.015998729032013,-21.4582967066509,-16.73476745430277,-16.175133065780255,-15.346825086910348,-10.798624344339384,98.08646008541416,98.08646008541416,98.08646008541416,-0.0,-0.0,-0.0,
n9,-14.81439230869888,-21.115393684303363,-16.56576714174967,-0.0,-0.0,-0.0,-0.0,798.4145609975778,-14.486440110224713,-20.76492210414919,-16.285884110368908,-15.40449719665548,-16.223218512129403,-11.444958405353425,98.41456099757787,98.41456099757787,98.41456099757787,-0.0,-0.0,-0.0,
n10,-14.65170306935699,-20.910206549979236,-16.346838381208766,-0.0,-0.0,-0.0,-0.0,798.2389124875506,-14.055952404736498,-20.571626880950333,-16.054578066582803,-15.63380837402416,-16.37146059982842,-11.674551848280473,98.23891248755054,98.23891248755054,98.23891248755054,-0.0,-0.0,-0.0,
