#TIME,N(kg),P(kg),Rnat(mH2O),DIN (P),DIN (NP),DON (P),DON (NP),DIP (P),DIP (NP),DOP (P),DOP (NP)
1,47111.07843662732,1889.3716322142022,1.4912355604173981,5428.940278125,38328.760745377214,1047.143475,458.1773466021023,299.1838500000003,978.9406674928393,2.991838500000003,65.3746447187356
2,43922.845652183285,1815.7682046710925,1.3893988398812793,5428.940278125,35711.28339965848,1047.143475,428.4007862831308,299.1838500000003,952.350144986383,2.991838500000003,61.68165605470439
3,50610.15854266394,1804.0877366520767,1.5374146335247612,5428.940278125,41545.448358905276,1047.143475,495.8725267088693,299.1838500000003,880.4017774327813,2.991838500000003,59.64423927442909
4,51868.9785581078,1974.5825222042477,1.578733225498359,5428.940278125,42574.03434562684,1047.143475,507.4760097060511,299.1838500000003,1023.6147711777226,2.991838500000003,70.25571193439339
5,60756.476246023194,2154.974832780491,1.8486735888116164,5428.940278125,49956.5773875588,1047.143475,590.7936411185268,299.1838500000003,1089.9249464281695,2.991838500000003,81.62168427889966
6,41054.25811165574,1668.1658847071967,1.2198065521551205,5428.940278125,33768.757306686966,1047.143475,407.7431543765306,299.1838500000003,888.7750836388282,2.991838500000003,54.98759700797474
7,52442.67006147913,1977.6958525896166,1.5829833823373634,5428.940278125,43118.828418100304,1047.143475,513.9007860215658,299.1838500000003,1024.8498822452736,2.991838500000003,70.43538056138654
8,43660.19845745072,1762.6188442491275,1.318987481427999,5428.940278125,35821.38997850002,1047.143475,430.8405262778045,299.1838500000003,932.9092755583363,2.991838500000003,59.22662255982406
9,58490.161660586906,2085.22029316081,1.77979415639117,5428.940278125,48073.15752855456,1047.143475,569.6004281482479,299.1838500000003,1050.193231076954,2.991838500000003,76.90440628023562
10,63051.05315964334,1200.376647936823,1.7339209028566331,5428.940278125,52818.286027797316,1047.143475,626.6412611790022,299.1838500000003,241.9677472293573,2.991838500000003,17.45697494991551
11,64107.58943241396,1241.9230559387406,1.8301619996729037,5428.940278125,53364.21500419516,1047.143475,631.410494932046,299.1838500000003,246.86596525927342,2.991838500000003,18.37622194987734
12,72502.7180884109,1013.1732155598891,1.9315115896525297,5428.940278125,61138.05684410874,1047.143475,721.4444770962217,299.1838500000003,0.0,2.991838500000003,0.0
13,69889.60254489265,992.4945865815469,1.8737119562190558,5428.940278125,58853.63987621538,1047.143475,695.5435597482326,299.1838500000003,0.0,2.991838500000003,0.0
14,48814.628646288686,772.6501363171702,1.3237874740868045,5428.940278125,40889.346371967775,1047.143475,491.7058808588805,299.1838500000003,0.0,2.991838500000003,0.0
15,62759.83775868316,903.4369882437303,1.6362060157786695,5428.940278125,53037.66394440046,1047.143475,631.0715991930392,299.1838500000003,0.0,2.991838500000003,0.0
