Objective Value ($):,2.104912694550916e6
Investment Cost ($): ,117806.26740999994
Transportation Cost ($): ,1.06818732797621e6
Operating Cost ($)): ,109636.33688796824
Total Revenue ($): ,46.099315768454076
Total Supply Cost ($): ,0.0
Total Technologies Installed: ,0
Total Pellet Generated (t): ,0.0
Total Struvite Generated (t): ,0.0
P from fertilizers (t): ,37.29937609536783
N from fertilizers (t): ,233.5796931007561
Total excess P (t): ,36.197924541543365
Total excess N (t): ,43.85628619081882
