To,Latitude,Longitude
n59,43.1701012,-89.5677032
n1135,43.1669,-89.4823
n191,43.1641006,-89.4777985
n1137,43.1645,-89.4938
n84,43.1635017,-89.490303
n1145,43.1701,-89.5003
n192,43.169899,-89.4971008
n1150,43.1616,-89.4876
n83,43.1633987,-89.4853973
n1153,43.1639,-89.5368
n87,43.1660995,-89.5354004
n1161,43.1606,-89.5044
n190,43.1599007,-89.5000992
n1166,43.1596,-89.4883
n81,43.1576004,-89.4906998
n1169,43.1609,-89.5223
n85,43.1629982,-89.520401
n1186,43.1564,-89.5305
n77,43.1553993,-89.5304031
n1201,43.1536,-89.5165
n78,43.1519012,-89.5138016
n1207,43.1531,-89.4744
n189,43.1525993,-89.471199
n1210,43.1498,-89.4895
n79,43.1489983,-89.4925003
n1210,43.1498,-89.4895
n80,43.1484985,-89.4857025
n1211,43.1501,-89.5237
n76,43.1486015,-89.5262985
n1220,43.1516,-89.5511
n63,43.1534996,-89.5519028
n1246,43.1411,-89.5314
n75,43.1408997,-89.5356979
n1249,43.1384,-89.5083
n74,43.1399994,-89.5052032
n1250,43.1414,-89.5594
n177,43.1393013,-89.5586014
n1259,43.136,-89.4773
n82,43.1371994,-89.4744034
n1264,43.1352,-89.493
n73,43.1360016,-89.4901962
n1272,43.1381,-89.5784
n68,43.1394997,-89.5828018
n1290,43.1368,-89.5501
n64,43.1405983,-89.5477982
n1290,43.1368,-89.5501
n65,43.1389008,-89.5539017
n1299,43.1276,-89.4759
n188,43.1282997,-89.4730988
n1303,43.1277,-89.4889
n72,43.1293983,-89.4878998
n1310,43.1295,-89.5482
n66,43.1297989,-89.5431976
n1318,43.1243,-89.5188
n71,43.1263008,-89.5169983
n1321,43.1249,-89.5332
n69,43.1242981,-89.5355988
n1323,43.1243,-89.5477
n67,43.1263008,-89.5513992
n1337,43.1204,-89.5306
n70,43.1228981,-89.5306015
