To,Latitude,Longtitude,From,Flow
n64,43.1263008,-89.5169983,n62,0.2664647699999705
n62,43.1242981,-89.5355988,
n64,43.1263008,-89.5169983,n63,73.33323240000001
n63,43.1228981,-89.5306015,
n64,43.1263008,-89.5169983,n275,691.4157074864643
n275,43.1297989,-89.5431976,
n71,43.1576004,-89.4906998,n68,109.99984857
n68,43.1519012,-89.5138016,
n74,43.1635017,-89.490303,n73,238.33300524000003
n73,43.1633987,-89.4853973,
n75,43.1629982,-89.520401,n60,51.33326268
n60,43.1534996,-89.5519028,
n75,43.1629982,-89.520401,n280,366.666162
n280,43.1553993,-89.5304031,
n82,43.1908989,-89.5143967,n155,73.33323240000001
n155,43.196701,-89.530899,
n84,43.1767998,-89.4833984,n170,36.66661620000001
n170,43.169899,-89.4971008,
n87,43.2167015,-89.5633011,n57,73.33323240000001
n57,43.2052002,-89.5856018,
n87,43.2167015,-89.5633011,n58,14.666646476999999
n58,43.2067986,-89.5863037,
n87,43.2167015,-89.5633011,n59,183.33308097
n59,43.2117996,-89.5792007,
n87,43.2167015,-89.5633011,n172,36.66661620000001
n172,43.2069016,-89.5643997,
n93,43.2275009,-89.4402008,n94,25.666631333999998
n94,43.2290001,-89.4532013,
n93,43.2275009,-89.4402008,n111,73.33323240000001
n111,43.2363014,-89.4637985,
n93,43.2275009,-89.4402008,n121,36.66661620000001
n121,43.2391014,-89.4505005,
n97,43.2271996,-89.4910965,n98,219.99969717
n98,43.2233009,-89.4953003,
n119,43.2061996,-89.4910965,n120,36.66661620000001
n120,43.1985016,-89.5158997,
n126,43.2602005,-89.4029999,n291,68.92297464000004
n291,43.2456017,-89.4372025,
n129,43.2681999,-89.2957993,n127,80.41030114036334
n127,43.2733994,-89.3263016,
n129,43.2681999,-89.2957993,n128,146.66646477
n128,43.2765999,-89.3035965,
n129,43.2681999,-89.2957993,n177,219.99969717
n177,43.277401,-89.3097992,
n130,43.2755013,-89.2863998,n131,146.66646477
n131,43.2748985,-89.2835007,
n134,43.2190018,-89.4064026,n92,109.99984857
n92,43.225399,-89.4225998,
n134,43.2190018,-89.4064026,n135,18.333308097
n135,43.2200012,-89.4132004,
n139,43.2537994,-89.3167038,n132,146.66646477
n132,43.2481003,-89.392601,
n139,43.2537994,-89.3167038,n136,36.66661620000001
n136,43.2327003,-89.4228973,
n139,43.2537994,-89.3167038,n163,36.66661620000001
n163,43.2369003,-89.3796005,
n139,43.2537994,-89.3167038,n164,21.999969717
n164,43.2700005,-89.346199,
n139,43.2537994,-89.3167038,n291,99.86706203462268
n291,43.2456017,-89.4372025,
n143,43.2246017,-89.2434998,n142,73.33323240000001
n142,43.2235985,-89.2497025,
n143,43.2246017,-89.2434998,n145,15.102556196271948
n145,43.2318993,-89.2662964,
n143,43.2246017,-89.2434998,n152,36.66661620000001
n152,43.25,-89.254097,
n162,43.214901,-89.3760986,n137,109.99984857
n137,43.2249985,-89.4007034,
n162,43.214901,-89.3760986,n175,73.33323240000001
n175,43.2088013,-89.3968964,
n162,43.214901,-89.3760986,n181,9.748535270794378
n181,43.2033997,-89.414299,
n167,43.1525993,-89.471199,n72,18.333308097
n72,43.1371994,-89.4744034,
n167,43.1525993,-89.471199,n166,18.333308097
n166,43.1282997,-89.4730988,
n167,43.1525993,-89.471199,n169,36.66661620000001
n169,43.1641006,-89.4777985,
n167,43.1525993,-89.471199,n279,591.3176528477051
n279,43.1360016,-89.4901962,
n179,43.2346001,-89.3013,n138,307.99957589999997
n138,43.2388,-89.3188019,
n179,43.2346001,-89.3013,n140,109.99984857
n140,43.2153015,-89.3125,
n179,43.2346001,-89.3013,n148,219.99969717
n148,43.2263985,-89.2979965,
n179,43.2346001,-89.3013,n176,36.66661620000001
n176,43.2331009,-89.3785019,
n179,43.2346001,-89.3013,n180,18.333308097
n180,43.2226982,-89.2975998,
n189,43.2535624625,-89.29241895625,n127,212.92262839963666
n127,43.2733994,-89.3263016,
n189,43.2535624625,-89.29241895625,n149,146.66646477
n149,43.2550011,-89.2838974,
