Objective Value ($):,2.606946168762143e6
Investment Cost ($): ,117806.26740999994
Transportation Cost ($): ,1.128995494078986e6
Operating Cost ($)): ,118328.19945849347
Total Revenue ($): ,55.17924387867806
Total Supply Cost ($): ,0.0
Total Technologies Installed: ,0
Total Pellet Generated (t): ,0.0
Total Struvite Generated (t): ,0.0
P from fertilizers (t): ,41.41625580485178
N from fertilizers (t): ,267.78504364901767
Total excess P (t): ,29.617955958728054
Total excess N (t): ,47.49609688815412
