#TIME,N(kg),P(kg),Rnat(mH2O),DIN (P),DIN (NP),DON (P),DON (NP),DIP (P),DIP (NP),DOP (P),DOP (NP)
1,47111.07843662733,1836.9953765579971,1.4912355604173981,5428.940278125,38328.76074537722,1047.143475,458.1773466021024,299.1838500000003,929.843190827216,2.991838500000003,62.09586572815392
2,43922.845652183285,1756.2340955384832,1.3893988398812793,5428.940278125,35711.28339965848,1047.143475,428.4007862831308,299.1838500000003,896.4373842565265,2.991838500000003,58.06030765195141
3,52176.55762080219,1662.0840589192915,1.5374146335247612,5428.940278125,43093.37194073777,1047.143475,514.3480230146155,299.1838500000003,747.4079791973963,2.991838500000003,50.63435977702873
4,53847.14486770059,1740.017024053896,1.578733225498359,5428.940278125,44528.89896646621,1047.143475,530.7776984594684,299.1838500000003,804.1146453198139,2.991838500000003,55.190339641950295
5,60756.4762460232,1877.2124692045547,1.8486735888116164,5428.940278125,49956.577387558806,1047.143475,590.7936411185269,299.1838500000003,831.5142939579815,2.991838500000003,62.26997317315136
6,40556.68288382755,1444.4088903543504,1.2198065521551205,5428.940278125,33277.118406165464,1047.143475,401.80682706983555,299.1838500000003,678.0551161630754,2.991838500000003,41.950570130881445
7,52096.61533261207,1758.0841561996326,1.5829833823373634,5428.940278125,42776.84947822043,1047.143475,509.82499703437423,299.1838500000003,819.3609298894078,2.991838500000003,56.31263652726848
8,43950.230374028586,1546.4723272279145,1.318987481427999,5428.940278125,36107.97500362222,1047.143475,434.28741773347093,299.1838500000003,729.6658580071835,2.991838500000003,46.32352308976406
9,59983.23523833707,1921.7229511618002,1.77979415639117,5428.940278125,49548.74740708889,1047.143475,587.0841273640762,299.1838500000003,897.8516803759483,2.991838500000003,65.74861498223136
10,61505.57653458044,1087.1366802153866,1.7339209028566331,5428.940278125,51290.93010137838,1047.143475,608.5205625350386,299.1838500000003,136.34782151176782,2.991838500000003,9.836932946068673
11,66388.70888889067,1126.1437405920278,1.8301619996729037,5428.940278125,55618.65965596873,1047.143475,658.0852996351855,299.1838500000003,139.10794704633204,2.991838500000003,10.354924816105875
12,72462.83877533855,1013.1732155598891,1.9315115896525297,5428.940278125,61098.642628710186,1047.143475,720.9793794224297,299.1838500000003,0.0,2.991838500000003,0.0
13,71601.4649679084,992.4945865815469,1.8737119562190558,5428.940278125,60545.50748461231,1047.143475,715.5383743670427,299.1838500000003,0.0,2.991838500000003,0.0
14,48584.251008482745,772.6501363171702,1.3237874740868045,5428.940278125,40661.706171543454,1047.143475,488.9684434772629,299.1838500000003,0.0,2.991838500000003,0.0
15,62342.91354341172,903.4369882437303,1.6362060157786695,5428.940278125,52625.642192893225,1047.143475,626.169135428825,299.1838500000003,0.0,2.991838500000003,0.0
