#,Chlorella,Rhodomonas,Oocystis,Microcystis,Planktothrix,Asterionella,Anabaena,Ceratium,
1,2.549301944397602,7.774269598788635e-11,7.278464358078663e-5,1.35497745225263e-10,1.816846249140487e-5,0.028086365354720796,1.7129120958949665e-5,1.071924090660991e-10,
2,0.885988256385703,8.214701495594247e-11,6.435953803784554e-5,1.3775988239955196e-10,3.793207076458674e-6,0.023907765401715478,1.960008780068415e-6,1.1040245730290477e-10,
3,0.5274597114610052,8.876504355130986e-11,5.705247610553704e-5,1.323875136024951e-10,5.654292487170179e-8,0.015071840103745666,9.558681476871177e-9,1.1359525139343272e-10,
4,0.2551759377666566,1.0934682070797167e-10,5.011082325578173e-5,1.3347951739072594e-10,1.3622859528190262e-9,0.009686843614874319,1.5587532587280342e-10,1.1941469900534354e-10,
5,0.13345738610361055,1.5331938596443938e-9,4.386983108521809e-5,1.5661670192759556e-10,3.1706421236024227e-8,0.006425312605418914,3.5615036540066806e-9,2.1867942029078166e-10,
6,0.07780941000809559,4.647419979134378e-8,3.834720086591493e-5,1.5428082338578318e-10,3.4484856202940153e-6,0.004272094309300271,1.1015601569167583e-7,2.8474391185808427e-10,
7,0.34290942568181415,4.140076655676637e-5,3.3939973951651596e-5,1.9223223489723782e-10,0.0006339968884649311,0.0028464209264117643,3.089358416651743e-6,1.9237757386807803e-9,
8,1.4829369329812352,0.03265076531022557,2.9544401406158777e-5,1.8186829529490906e-10,0.3652111225172496,0.0018629705563035029,0.0003955993650220917,6.060359915570195e-8,
9,1.1459452406722501,0.038340575863436095,2.5800272915720327e-5,1.4817126104757513e-10,1.026103677360575,0.0012077790271014046,0.0005920941370765827,3.532393013189417e-8,
10,0.8756994313849041,0.017432699210124993,2.2435796857899508e-5,1.3921692919426113e-10,1.4337272914717327,0.0007707849547725287,0.0004096177639028734,5.519593159890882e-9,
11,1.2694160440425386,0.0080070793976246,1.8802309636364174e-5,1.3521973916052214e-10,1.4857033191546436,0.00048622874918587675,0.00012705908068842673,2.8539543855628737e-10,
12,1.5647709979786535,0.0031755970735679183,1.5974464508535362e-5,1.328407243715172e-10,0.8804630000693319,0.00030474988881247825,1.9595071630161205e-5,1.1282146791832633e-10,
13,1.25146017777994,0.00010414261733986344,1.3574670157385644e-5,1.317186266181959e-10,0.1534548640228435,0.00018893915546583896,8.342065886969767e-7,1.0611605253534636e-10,
14,1.0690159647732398,3.665681213369883e-7,1.1582965131925126e-5,1.306921766449478e-10,0.005523133141056502,0.00011727193237815183,8.331438383779459e-9,1.0472916999469464e-10,
15,0.7179662484621476,1.7176947020368933e-10,9.896880940384308e-6,1.2811174172031014e-10,5.63850583898747e-5,7.285326176439448e-5,7.237594274505384e-11,1.026855495191373e-10,
