Objective Value ($):,2.841796206374606e6
Investment Cost ($): ,117806.26740999994
Transportation Cost ($): ,1.1386183951788233e6
Operating Cost ($)): ,118052.18186498771
Total Revenue ($): ,55.17562469319016
Total Supply Cost ($): ,0.0
Total Technologies Installed: ,0
Total Pellet Generated (t): ,0.0
Total Struvite Generated (t): ,0.0
P from fertilizers (t): ,37.27955136675605
N from fertilizers (t): ,291.61409774817827
Total excess P (t): ,25.51016464126708
Total excess N (t): ,71.40494924629179
