#p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
-1,0,0,0.000255978,0.002981971,0.99676205,0,0,0,0
-1,0,0,0.000255978,0.002981971,0.99676205,0,0,0,0
-1,0,0,0.000255978,0.002981971,0.99676205,0,0,0,0
-1,0,0,0.000255978,0.002981971,0.99676205,0,0,0,0
0,-1,0,0.000327608,0.003816403,0,0.995855989,0,0,0
0,-1,0,0.000327608,0.003816403,0,0.995855989,0,0,0
0,-1,0,0.000327608,0.003816403,0,0.995855989,0,0,0
0,-1,0,0.000327608,0.003816403,0,0.995855989,0,0,0
0,0,-1,0.0004816,0.005610311,0,0,0.993908088,0,0
0,0,-1,0.0004816,0.005610311,0,0,0.993908088,0,0
0,0,-1,0.0004816,0.005610311,0,0,0.993908088,0,0
0,0,-1,0.0004816,0.005610311,0,0,0.993908088,0,0
-0.9,0,-0.1,0.000278541,0.003244805,0.996476654,0,0,0,0
-0.9,0,-0.1,0.000278541,0.003244805,0.996476654,0,0,0,0
-0.9,0,-0.1,0.000278541,0.003244805,0.996476654,0,0,0,0
-0.9,0,-0.1,0.000278541,0.003244805,0.996476654,0,0,0,0
0,-0.9,-0.1,0.000343007,0.003995794,0,0.995661199,0,0,0
0,-0.9,-0.1,0.000343007,0.003995794,0,0.995661199,0,0,0
0,-0.9,-0.1,0.000343007,0.003995794,0,0.995661199,0,0,0
0,-0.9,-0.1,0.000343007,0.003995794,0,0.995661199,0,0,0
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,0,0,0,-1,0,0,0.03482469,0.37625931
0,0,0,0,0,-1,0,0,0.03482469,0.37625931
0,0,0,0,0,-1,0,0,0.03482469,0.37625931
0,0,0,0,0,-1,0,0,0.03482469,0.37625931
0,0,0,0,0,0,-1,0,0.044569532,0.308862468
0,0,0,0,0,0,-1,0,0.044569532,0.308862468
0,0,0,0,0,0,-1,0,0.044569532,0.308862468
0,0,0,0,0,0,-1,0,0.044569532,0.308862468
0,0,0,0,0,0,0,-1,0.065519529,0.319760471
0,0,0,0,0,0,0,-1,0.065519529,0.319760471
0,0,0,0,0,0,0,-1,0.065519529,0.319760471
0,0,0,0,0,0,0,-1,0.065519529,0.319760471
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
