#p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
-1,0,0,0.000170652,0.00430186,0.995527487,0,0,0,0
-1,0,0,0.000170652,0.00430186,0.995527487,0,0,0,0
-1,0,0,0.000170652,0.00430186,0.995527487,0,0,0,0
-1,0,0,0.000170652,0.00430186,0.995527487,0,0,0,0
0,-1,0,0.000218405,0.005505631,0,0.994275964,0,0,0
0,-1,0,0.000218405,0.005505631,0,0.994275964,0,0,0
0,-1,0,0.000218405,0.005505631,0,0.994275964,0,0,0
0,-1,0,0.000218405,0.005505631,0,0.994275964,0,0,0
0,0,-1,0.000321067,0.008093564,0,0,0.991585369,0,0
0,0,-1,0.000321067,0.008093564,0,0,0.991585369,0,0
0,0,-1,0.000321067,0.008093564,0,0,0.991585369,0,0
0,0,-1,0.000321067,0.008093564,0,0,0.991585369,0,0
-0.9,0,-0.1,0.000185694,0.004681031,0.995133276,0,0,0,0
-0.9,0,-0.1,0.000185694,0.004681031,0.995133276,0,0,0,0
-0.9,0,-0.1,0.000185694,0.004681031,0.995133276,0,0,0,0
-0.9,0,-0.1,0.000185694,0.004681031,0.995133276,0,0,0,0
0,-0.9,-0.1,0.000228671,0.005764424,0,0.994006904,0,0,0
0,-0.9,-0.1,0.000228671,0.005764424,0,0.994006904,0,0,0
0,-0.9,-0.1,0.000228671,0.005764424,0,0.994006904,0,0,0
0,-0.9,-0.1,0.000228671,0.005764424,0,0.994006904,0,0,0
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,0,0,0,-1,0,0,0.032814027,0.378269973
0,0,0,0,0,-1,0,0,0.032814027,0.378269973
0,0,0,0,0,-1,0,0,0.032814027,0.378269973
0,0,0,0,0,-1,0,0,0.032814027,0.378269973
0,0,0,0,0,0,-1,0,0.041996233,0.311435767
0,0,0,0,0,0,-1,0,0.041996233,0.311435767
0,0,0,0,0,0,-1,0,0.041996233,0.311435767
0,0,0,0,0,0,-1,0,0.041996233,0.311435767
0,0,0,0,0,0,0,-1,0.061736646,0.323543354
0,0,0,0,0,0,0,-1,0.061736646,0.323543354
0,0,0,0,0,0,0,-1,0.061736646,0.323543354
0,0,0,0,0,0,0,-1,0.061736646,0.323543354
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
