#p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
-1,0,0,0.000255978,0.001979833,0.997764188,0,0,0,0
-1,0,0,0.000255978,0.001979833,0.997764188,0,0,0,0
-1,0,0,0.000255978,0.001979833,0.997764188,0,0,0,0
-1,0,0,0.000255978,0.001979833,0.997764188,0,0,0,0
0,-1,0,0.000327608,0.002533842,0,0.997138551,0,0,0
0,-1,0,0.000327608,0.002533842,0,0.997138551,0,0,0
0,-1,0,0.000327608,0.002533842,0,0.997138551,0,0,0
0,-1,0,0.000327608,0.002533842,0,0.997138551,0,0,0
0,0,-1,0.0004816,0.003724879,0,0,0.995793521,0,0
0,0,-1,0.0004816,0.003724879,0,0,0.995793521,0,0
0,0,-1,0.0004816,0.003724879,0,0,0.995793521,0,0
0,0,-1,0.0004816,0.003724879,0,0,0.995793521,0,0
-0.9,0,-0.1,0.000278541,0.002154338,0.997567121,0,0,0,0
-0.9,0,-0.1,0.000278541,0.002154338,0.997567121,0,0,0,0
-0.9,0,-0.1,0.000278541,0.002154338,0.997567121,0,0,0,0
-0.9,0,-0.1,0.000278541,0.002154338,0.997567121,0,0,0,0
0,-0.9,-0.1,0.000343007,0.002652945,0,0.997004048,0,0,0
0,-0.9,-0.1,0.000343007,0.002652945,0,0.997004048,0,0,0
0,-0.9,-0.1,0.000343007,0.002652945,0,0.997004048,0,0,0
0,-0.9,-0.1,0.000343007,0.002652945,0,0.997004048,0,0,0
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,0,0,0,-1,0,0,0.036473434,0.374610566
0,0,0,0,0,-1,0,0,0.036473434,0.374610566
0,0,0,0,0,-1,0,0,0.036473434,0.374610566
0,0,0,0,0,-1,0,0,0.036473434,0.374610566
0,0,0,0,0,0,-1,0,0.046679636,0.306752364
0,0,0,0,0,0,-1,0,0.046679636,0.306752364
0,0,0,0,0,0,-1,0,0.046679636,0.306752364
0,0,0,0,0,0,-1,0,0.046679636,0.306752364
0,0,0,0,0,0,0,-1,0.068621492,0.316658508
0,0,0,0,0,0,0,-1,0.068621492,0.316658508
0,0,0,0,0,0,0,-1,0.068621492,0.316658508
0,0,0,0,0,0,0,-1,0.068621492,0.316658508
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
