#p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
-1,0,0,0.000170652,0.001979833,0.997849514,0,0,0,0
-1,0,0,0.000170652,0.001979833,0.997849514,0,0,0,0
-1,0,0,0.000170652,0.001979833,0.997849514,0,0,0,0
-1,0,0,0.000170652,0.001979833,0.997849514,0,0,0,0
0,-1,0,0.000218405,0.002533842,0,0.997247753,0,0,0
0,-1,0,0.000218405,0.002533842,0,0.997247753,0,0,0
0,-1,0,0.000218405,0.002533842,0,0.997247753,0,0,0
0,-1,0,0.000218405,0.002533842,0,0.997247753,0,0,0
0,0,-1,0.000321067,0.003724879,0,0,0.995954054,0,0
0,0,-1,0.000321067,0.003724879,0,0,0.995954054,0,0
0,0,-1,0.000321067,0.003724879,0,0,0.995954054,0,0
0,0,-1,0.000321067,0.003724879,0,0,0.995954054,0,0
-0.9,0,-0.1,0.000185694,0.002154338,0.997659968,0,0,0,0
-0.9,0,-0.1,0.000185694,0.002154338,0.997659968,0,0,0,0
-0.9,0,-0.1,0.000185694,0.002154338,0.997659968,0,0,0,0
-0.9,0,-0.1,0.000185694,0.002154338,0.997659968,0,0,0,0
0,-0.9,-0.1,0.000228671,0.002652945,0,0.997118383,0,0,0
0,-0.9,-0.1,0.000228671,0.002652945,0,0.997118383,0,0,0
0,-0.9,-0.1,0.000228671,0.002652945,0,0.997118383,0,0,0
0,-0.9,-0.1,0.000228671,0.002652945,0,0.997118383,0,0,0
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
-1,0,0,0,0,0,0,0,0.040213268,0.391386732
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,-1,0,0,0,0,0,0,0.051465972,0.311534028
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,-1,0,0,0,0,0,0.075657654,0.324342346
0,0,0,0,0,-1,0,0,0.036634287,0.374449713
0,0,0,0,0,-1,0,0,0.036634287,0.374449713
0,0,0,0,0,-1,0,0,0.036634287,0.374449713
0,0,0,0,0,-1,0,0,0.036634287,0.374449713
0,0,0,0,0,0,-1,0,0.0468855,0.3065465
0,0,0,0,0,0,-1,0,0.0468855,0.3065465
0,0,0,0,0,0,-1,0,0.0468855,0.3065465
0,0,0,0,0,0,-1,0,0.0468855,0.3065465
0,0,0,0,0,0,0,-1,0.068924123,0.316355877
0,0,0,0,0,0,0,-1,0.068924123,0.316355877
0,0,0,0,0,0,0,-1,0.068924123,0.316355877
0,0,0,0,0,0,0,-1,0.068924123,0.316355877
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
-0.9,0,-0.1,0,0,0,0,0,0.043757707,0.384682293
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
0,-0.9,-0.1,0,0,0,0,0,0.05388514,0.31281486
