#daily flow (m3),P (mg),N (mg)
2.922262719758289e6,3.1664049776163465e8,8.102992912293514e9
2.9831449661431606e6,3.235430610599152e8,8.279633051119752e9
2.8097113740722598e6,2.982068275726401e8,7.631265827650594e9
3.318756513334022e6,1.891312974949094e8,4.839967009677351e9
2.571964427169196e6,2.7579058866633433e8,7.057622764738249e9
2.864332296205431e6,3.285638919270866e8,7.87366590727553e9
2.964042119271911e6,3.405427141491124e8,8.160724973887176e9
1.828433433808378e6,1.3798881017424068e8,3.306747384449475e9
2.4409462008724315e6,2.7769962789273703e8,6.654760752247742e9
1.6461364396506608e6,9.805400654905206e7,2.3497545147425127e9
2.3313320131922583e6,2.645309266870682e8,6.339187567628958e9
2.7882826104631517e6,3.194275236382739e8,7.654723067604331e9
1.9865268794958817e6,2.211352481167555e8,5.299258703631987e9
2.5623794842873407e6,3.546912502131919e8,8.499778804155059e9
2.864471669503809e6,3.987320098057175e8,9.555166312807833e9
2.9640880783140445e6,4.132546705251222e8,9.903185621681496e9
1.8717378374054935e6,1.3728818451090884e8,3.2899576746405773e9
1.1875345022367043e6,5.650759561546835e7,1.3541412797677734e9
3.061026656050586e6,1.8519854223040608e8,4.438075771150991e9
2.4810937476654113e6,2.700212985003693e8,7.358635377407324e9
2.83766729135027e6,3.1096336593943673e8,8.474390866157803e9
2.9552492005716963e6,3.2446421742496526e8,8.84231681836337e9
2.9940224231537245e6,3.2891619071882915e8,8.963642241066849e9
2.3735798323481125e6,2.358439260189977e8,6.427231730195011e9
2.73951297331266e6,2.996932064458227e8,8.167255855625964e9
2.922882323338119e6,3.207478259709198e8,8.741037512686691e9
2.98334928352219e6,3.316628533430035e8,9.038494442979448e9
3.0032885660325685e6,3.3398005006817853e8,9.101642816433632e9
3.0098636441548746e6,3.347441572763916e8,9.12246630837933e9
3.012031809047064e6,3.3499612544952947e8,9.129332958984781e9
3.0127467722630557e6,3.350792132146913e8,9.131597271361418e9
1.9370255197931193e6,1.600573881654196e8,4.361892804422102e9
2.3978400051164473e6,2.6013024350212663e8,7.089083798942301e9
2.8003137849592264e6,1.679097319345928e8,8.528046059455368e9
2.9429316950378157e6,1.7687561470720893e8,8.983418481098757e9
2.9899606641052207e6,1.7983215938903037e8,9.133579814411068e9
3.005468701842726e6,1.8080709478326777e8,9.183096265013754e9
3.010582554840932e6,1.8112858460507938e8,9.199424562227184e9
2.187777572397106e6,6.397094482917208e7,3.249050294372271e9
2.397738976411837e6,1.4260127987092626e8,7.242643227792572e9
2.810180638679895e6,1.6392277108147907e8,8.325550436355668e9
2.94618533939543e6,1.7223916221020412e8,8.747935522538998e9
2.991033569603319e6,1.7498153377440476e8,8.887219117016737e9
3.0058224977962254e6,1.758858445120467e8,8.933148578840158e9
3.954668829224754e6,1.3109931714064457e8,6.658464652746125e9
2.2180708717384203e6,1.1792546191592775e8,5.9893715463337755e9
2.6981332843069206e6,1.5707131948457062e8,7.977568850539517e9
2.9092371639524754e6,1.5713231527687907e8,8.128428021449605e9
2.978849723976593e6,1.6106724183156487e8,8.331981104805467e9
3.0018048137705266e6,1.623648035411766e8,8.399103751992223e9
3.009374369426359e6,1.627926810039073e8,8.421237780576212e9
3.011870468258518e6,1.6293377573701835e8,8.428536587192013e9
3.012693569331182e6,1.629803024308635e8,8.430943405174232e9
3.012964991026146e6,1.6299564484083465e8,8.4317370654401455e9
2.9727366778096245e6,1.8660942206372043e8,9.653273756556519e9
2.445383210820166e6,1.4198960228166947e8,7.3450980462364025e9
2.773090664887129e6,1.7411932885532206e8,9.007163353061422e9
2.933954735053734e6,1.847142668707778e8,9.555237699821995e9
2.0345629910724605e6,1.0306759199347536e8,5.331669054750912e9
2.5782196323038726e6,1.6128460131741303e8,8.343225074146738e9
2.8696950375273777e6,1.8048195127986583e8,9.336300732055895e9
2.7004552585864514e6,1.3194478908786227e8,8.140457684114848e9
2.8869024535535495e6,1.4547702077643117e8,8.975341427489347e9
2.9714847415287243e6,1.4993934184917706e8,9.250648517043547e9
2.9195554967873823e6,1.4614375746003732e8,9.016476373377426e9
2.9756521335357665e6,1.5015920160488474e8,9.264212971162203e9
2.9604325764540187e6,1.4882828851011962e8,9.182101037799263e9
2.8360218805372776e6,1.4068081627137682e8,8.679435085998611e9
2.9415063935392327e6,1.4189618347779307e8,8.75441830726023e9
2.989490663808262e6,1.4431743942655247e8,8.903799967040384e9
3.005313716894376e6,1.451158606841332e8,8.95305931639677e9
3.010531447779149e6,1.4537914408665136e8,8.969302833188492e9
3.012252020631792e6,1.4546596310528767e8,8.974659214082888e9
3.0128193881343775e6,1.454945921108569e8,8.976425507469582e9
3.0130064804057074e6,1.4550403266861436e8,8.977007951546913e9
3.0130681750178095e6,1.5901678004403007e8,9.605607998145359e9
2.933267841935316e6,1.5351252473317277e8,9.273116554014963e9
2.980173847922469e6,1.5720284619004798e8,9.496035049107574e9
3.0022414502635007e6,1.5841974814540923e8,9.569543537659159e9
1.9824918606932322e6,8.066378284659263e7,4.872596951449714e9
2.5445486359229963e6,1.3318060924312136e8,8.044941703569766e9
2.858591858085241e6,1.5049829537917283e8,9.09103825018433e9
2.962149181094378e6,1.3980612259728318e8,8.445164145810981e9
2.9962977262372435e6,1.4149148419112715e8,8.546970526251538e9
3.007558379771823e6,1.420472406050348e8,8.580541689326112e9
3.011271636588338e6,1.422305040618073e8,8.591611948236237e9
3.0124961015932383e6,1.422909361031617e8,8.595262421473194e9
3.0128998750520404e6,1.423108638710133e8,8.596466183278759e9
3.0130330213693143e6,1.423174351521193e8,8.596863129754047e9
3.013076927033288e6,1.6629477609483868e8,9.524944056386515e9
3.013091405145551e6,1.6629561101839232e8,9.524991878695349e9
3.0130961793754734e6,1.6629588633860952e8,9.525007648340841e9
2.094795389565234e6,9.487155072623655e7,5.434002404830113e9
1.636107723530639e6,6.668860314382397e7,3.819754468903008e9
1.525224594910467e6,6.202555096593662e7,3.5526666374665112e9
1.3898363695091023e6,5.0178158029332474e7,2.8740779434306455e9
1.4308151597532483e6,5.605008210781072e7,3.2104068989412947e9
2.3857308779334114e6,1.2889572414873004e8,7.382820978837633e9
2.806220908155243e6,1.5291693890604794e8,8.758695387540726e9
1.8802787621614274e6,7.600944862730621e7,4.353628916875802e9
2.1336065321622663e6,1.0877567483648582e8,6.230395457054738e9
2.649763266938032e6,1.434073262600648e8,8.214008834072338e9
2.205516515009331e6,1.0659494143072462e8,6.105488564730456e9
1.7591907775204782e6,6.660289666822484e7,3.8643640409466124e9
2.453696564190487e6,1.1770422923669724e8,6.829312442601798e9
2.8253328769415477e6,1.3711470915418306e8,7.955527132396726e9
2.951181865737153e6,1.4351541197699046e8,8.326902058452202e9
2.992681199151668e6,1.456260757421346e8,8.4493647975306835e9
3.006365811879436e6,1.4632207767392534e8,8.489747498166655e9
3.0108783813619018e6,1.465515877915747e8,8.503063895651524e9
3.012366423715688e6,1.6788103916175494e8,9.740619152424124e9
2.3283867754487284e6,1.1581314748998338e8,6.719590063154929e9
1.98504914407436e6,9.465423303756298e7,5.49192952216215e9
1.6457553356749262e6,6.848589934050858e7,3.973617664734588e9
2.4500083635453777e6,1.351335687711553e8,7.84057946436396e9
2.827416730481555e6,1.571109710647475e8,9.115729456110394e9
2.9518690268631303e6,1.643581293780177e8,9.536216542796062e9
