#daily flow (m3),P (mg),N (mg)
2.653470013040371e6,1.3730799846497095e8,6.885884154086091e9
2.887909114601272e6,1.5126091482931206e8,7.585611531737843e9
2.8919960158540667e6,1.503874919047135e8,7.541810084309106e9
2.3073681996902567e6,1.0845188043230495e8,5.438773365705736e9
2.4142652784654056e6,1.2089870664041826e8,6.06297155017622e9
2.789229820251906e6,1.4584986878881365e8,7.31425198528867e9
2.939276702245693e6,1.540776392857034e8,7.726867966304836e9
2.988755411953737e6,1.7174090122982118e8,8.68028048635131e9
3.00507126391842e6,1.727208833357166e8,8.72981160846528e9
2.325981160023159e6,1.1930970999481365e8,6.030256858349277e9
2.717216960782779e6,1.5543143582243022e8,7.855953064608313e9
1.8395730865402184e6,7.68705455564319e7,3.885259083832106e9
2.4043995536447624e6,1.3544044791938886e8,6.845550877621748e9
2.725956207847854e6,1.5475416612624368e8,7.821721900769607e9
1.739129618267274e6,6.59658235318424e7,3.3341029811139646e9
2.3678799490727508e6,1.4009703012398523e8,7.080907972840192e9
2.496920397232525e6,1.4380540302155727e8,7.268339834839291e9
2.4823801102378704e6,1.4226214203441876e8,7.190338973448216e9
2.768073154639982e6,1.652561227010487e8,8.352521075992285e9
2.929000129810549e6,1.7600232913711676e8,8.895665343673042e9
2.651261012022955e6,1.52879239434877e8,7.726957698090648e9
2.8640802924391893e6,1.7141756014691305e8,9.112251969255293e9
1.9649497439185628e6,9.184667637765512e7,4.882405612205379e9
2.3155414065347128e6,1.3326949239181787e8,7.084368681062834e9
2.7632752420679647e6,1.6509876960807425e8,8.776356326583105e9
2.930718050293091e6,1.7559463294540906e8,9.334297714167288e9
2.9859331536713387e6,1.7905569636973792e8,9.518281676936495e9
3.004140610135946e6,1.8019699934236872e8,9.578951308746439e9
2.9698267940811673e6,1.5435346248447442e8,8.205154951920215e9
2.995529401367588e6,1.5630088778331956e8,8.308676609789867e9
3.0073050208037323e6,1.569430610145077e8,8.342813394174629e9
3.0111880902015856e6,1.5715482084894097e8,8.354070169540409e9
3.0124685517543983e6,1.572246497133367e8,8.357782147511367e9
3.0128907903549084e6,1.572476761305789e8,8.359006190810549e9
3.0130300256450037e6,1.5725526920681754e8,8.3594098252097845e9
3.013075939178215e6,1.8303536475705475e8,8.665810169374804e9
3.0130910793954004e6,1.8303632575714698e8,8.6658556679285e9
2.0289997996762274e6,9.77050020694321e7,4.625843763339929e9
3.125157943754258e6,9.042070962034893e7,4.2809689045073166e9
1.5186240998880486e6,6.4039322287394315e7,3.031942002325988e9
2.3948859781847605e6,1.4379678566456348e8,6.808059465390029e9
1.6218514034138613e6,5.344067816355421e7,2.530149148514014e9
1.680628124596034e6,9.211088502753536e7,4.360990266778285e9
2.3891929732134333e6,1.520174931157579e8,7.1972688967180805e9
2.2751568349585785e6,1.3605542450081572e8,6.441544686201582e9
2.6017420693740416e6,1.6650842476965347e8,7.883342121183317e9
2.8675515103435507e6,1.8667734038653573e8,8.838239521967197e9
1.8645226718096149e6,6.16641694134449e7,2.919490378803887e9
1.2598642360406304e6,2.0440451105751578e7,9.677532497282233e8
2.0046463618400309e6,1.2327013846914215e8,6.235443475376185e9
2.300019503696309e6,1.3907707884582815e8,7.035014924402668e9
2.7449565923950677e6,1.756855834416744e8,8.88680371899862e9
2.924677383953579e6,1.877574209079035e8,9.497440334641285e9
2.7525220606217906e6,8.813424025593193e7,4.458144366396218e9
2.4948647796676913e6,1.5888692765622753e8,8.037067765804437e9
2.086019596698993e6,1.152917741697885e8,5.831869339479255e9
2.628188266809781e6,1.412129485538714e8,7.143054835776709e9
2.7676567917107884e6,1.473980533267717e8,7.455919505839148e9
2.922262719758289e6,1.57831974140892e8,7.983704452550182e9
2.9831449661431606e6,1.61272611708422e8,8.157744178131896e9
2.8097113740722598e6,1.4864356464445e8,7.518921912713773e9
3.318756513334022e6,9.42739992719489e7,4.768715286265744e9
2.571964427169196e6,1.3747001210013998e8,6.953723753821207e9
2.864332296205431e6,1.6108671603287357e8,7.757935489149997e9
2.964042119271911e6,1.6695963506353799e8,8.040775242141162e9
1.828433433808378e6,6.76524865525539e7,3.2581434352922945e9
2.4409462008724315e6,1.3614923063645437e8,6.55694630933731e9
1.6461364396506608e6,4.807344415179339e7,2.3152168450361786e9
2.3313320131922583e6,1.2969294349182169e8,6.246011550711606e9
2.7882826104631517e6,1.5660738157077047e8,7.542210762449191e9
1.9865268794958817e6,1.0841712005940048e8,5.221367993923311e9
2.5623794842873407e6,1.7389631090417182e8,8.37484551811476e9
2.864471669503809e6,1.954884015406182e8,9.414720501966604e9
2.9640880783140445e6,2.0260850140803656e8,9.757624478210457e9
1.8717378374054935e6,6.730898719048913e7,3.2416005076251926e9
1.1875345022367043e6,2.7704270713439852e7,1.3342375477128282e9
3.061026656050586e6,9.079824568364917e7,4.372843086564579e9
2.4810937476654113e6,1.3812871331685144e8,7.250196265816512e9
2.83766729135027e6,1.5907252451729423e8,8.349509638910036e9
2.9552492005716963e6,1.659788509987048e8,8.712013721252224e9
2.9940224231537245e6,1.6825624669385052e8,8.831551255253983e9
2.3735798323481125e6,1.2064536473797566e8,6.332518068888941e9
2.73951297331266e6,1.533073028907992e8,8.046900664249301e9
2.922882323338119e6,1.640777403360274e8,8.612226898538324e9
2.98334928352219e6,1.6966129502262956e8,8.90530041212362e9
3.0032885660325685e6,1.708466511553792e8,8.967518211746572e9
3.0098636441548746e6,1.712375282680099e8,8.988034842317707e9
3.012031809047064e6,1.713664219506402e8,8.994800303850313e9
3.0127467722630557e6,1.71408925287073e8,8.99703124862414e9
1.9370255197931193e6,8.187695269569641e7,4.297614612025436e9
2.3978400051164473e6,1.3306896911207494e8,6.98461688222153e9
2.8003137849592264e6,1.4453509556606987e8,8.402402191728028e9
2.9429316950378157e6,1.5225284193159354e8,8.85106560266571e9
2.9899606641052207e6,1.5479780739136142e8,8.999014606146671e9
3.005468701842726e6,1.5563702247885692e8,9.047801529923815e9
3.010582554840932e6,1.5591375785079572e8,9.063889262018225e9
2.187777572397106e6,5.5065579093044214e7,3.201181973472084e9
2.397738976411837e6,1.2274982144582856e8,7.135937224874102e9
2.810180638679895e6,1.4110315769514626e8,8.202889940564493e9
2.94618533939543e6,1.482618278490794e8,8.619052019094202e9
2.991033569603319e6,1.506224351321868e8,8.756283545677473e9
3.0058224977962254e6,1.5140085718897036e8,8.801536327850492e9
3.954668829224754e6,1.1284904164429675e8,6.560365364085595e9
2.2180708717384203e6,1.0150911273166096e8,5.901130019366048e9
2.6981332843069206e6,1.352054935162098e8,7.860035174190335e9
2.9092371639524754e6,1.3554060843240744e8,8.008616471984707e9
2.978849723976593e6,1.3893483283761114e8,8.209169219943505e9
3.0018048137705266e6,1.400540953094297e8,8.275302491528683e9
3.009374369426359e6,1.4042317770684007e8,8.297110268560274e9
3.011870468258518e6,1.405448844731331e8,8.304301492095119e9
3.012693569331182e6,1.4058501788796252e8,8.306672834018378e9
3.012964991026146e6,1.4059825208220604e8,8.307454795876436e9
2.9727366778096245e6,1.6096723682310754e8,9.510986258515093e9
2.445383210820166e6,1.2247867060586008e8,7.236832638021072e9
2.773090664887129e6,1.501934196750514e8,8.874399404759731e9
2.933954735053734e6,1.593324967795165e8,9.414395235411894e9
2.0345629910724605e6,8.89049722448425e7,5.253081223377111e9
2.5782196323038726e6,1.391223247415426e8,8.220247455223364e9
2.8696950375273777e6,1.5568174785966918e8,9.198685358698822e9
2.7004552585864514e6,1.3194478908786227e8,7.927585642037784e9
2.8869024535535495e6,1.4547702077643117e8,8.7406372705306e9
2.9714847415287243e6,1.4993934184917706e8,9.008745111022173e9
2.9195554967873823e6,1.4614375746003732e8,8.780696542264753e9
2.9756521335357665e6,1.5015920160488474e8,9.021954856209229e9
2.9604325764540187e6,1.4882828851011962e8,8.941990140559607e9
2.8360218805372776e6,1.4068081627137682e8,8.452468846196488e9
2.9415063935392327e6,1.4189618347779307e8,8.525491264755007e9
2.989490663808262e6,1.4431743942655247e8,8.67096661113115e9
3.005313716894376e6,1.451158606841332e8,8.718937834107449e9
3.010531447779149e6,1.4537914408665136e8,8.734756584783535e9
3.012252020631792e6,1.4546596310528767e8,8.739972896927086e9
3.0128193881343775e6,1.454945921108569e8,8.741693001942717e9
3.0130064804057074e6,1.4550403266861436e8,8.742260215173706e9
3.0130681750178095e6,1.5901678004403007e8,9.463994689599012e9
2.933267841935316e6,1.5351252473317277e8,9.136405091710495e9
2.980173847922469e6,1.5720284619004798e8,9.356037149793358e9
3.0022414502635007e6,1.5841974814540923e8,9.42846191930581e9
1.9824918606932322e6,8.066378284659263e7,4.800761355447788e9
2.5445486359229963e6,1.3318060924312136e8,7.926336945607028e9
2.858591858085241e6,1.5049829537917283e8,8.957011127176754e9
2.962149181094378e6,1.3980612259728318e8,8.320658998803507e9
2.9962977262372435e6,1.4149148419112715e8,8.420964470778081e9
3.007558379771823e6,1.420472406050348e8,8.454040701780093e9
3.011271636588338e6,1.422305040618073e8,8.464947754364181e9
3.0124961015932383e6,1.422909361031617e8,8.468544409498947e9
3.0128998750520404e6,1.423108638710133e8,8.469730424516176e9
3.0130330213693143e6,1.423174351521193e8,8.47012151889926e9
3.013076927033288e6,1.6629477609483868e8,9.01102307885808e9
3.013091405145551e6,1.6629561101839232e8,9.01106832090108e9
3.0130961793754734e6,1.6629588633860952e8,9.01108323969101e9
2.094795389565234e6,9.487155072623655e7,5.140809309810339e9
1.636107723530639e6,6.668860314382397e7,3.613658565456624e9
1.525224594910467e6,6.202555096593662e7,3.360981531459484e9
1.3898363695091023e6,5.0178158029332474e7,2.7190062771366663e9
1.4308151597532483e6,5.605008210781072e7,3.0371885113055487e9
2.3857308779334114e6,1.2889572414873004e8,6.984478841403485e9
2.806220908155243e6,1.5291693890604794e8,8.286117567787483e9
1.8802787621614274e6,7.600944862730621e7,4.1187276706835284e9
2.1336065321622663e6,1.0877567483648582e8,5.894232755759774e9
2.649763266938032e6,1.434073262600648e8,7.770819727192152e9
2.205516515009331e6,1.0659494143072462e8,5.776065249181311e9
1.7591907775204782e6,6.660289666822484e7,3.8074585517315645e9
2.453696564190487e6,1.1770422923669724e8,6.728745994557356e9
2.8253328769415477e6,1.3711470915418306e8,7.838376377800187e9
2.951181865737153e6,1.4351541197699046e8,8.204282545833527e9
2.992681199151668e6,1.456260757421346e8,8.324941934605454e9
3.006365811879436e6,1.4632207767392534e8,8.364729971459452e9
3.0108783813619018e6,1.465515877915747e8,8.377850275588355e9
3.012366423715688e6,1.6788103916175494e8,9.597181657340101e9
2.3283867754487284e6,1.1581314748998338e8,6.620639354625217e9
1.98504914407436e6,9.465423303756298e7,5.411056981976562e9
1.6457553356749262e6,6.848589934050858e7,3.915103338762885e9
2.4500083635453777e6,1.351335687711553e8,7.7251213953462715e9
2.827416730481555e6,1.571109710647475e8,8.98149390305289e9
2.9518690268631303e6,1.643581293780177e8,9.395789020471972e9
